x,y,species_3 cloglog values
1.0,1.0,0.5212227
2.0,2.0,0.54776245
3.0,3.0,0.64521116
4.0,4.0,0.55035514
5.0,5.0,0.37019187
6.0,6.0,0.6504598
7.0,7.0,0.48180926
8.0,8.0,0.5885073
9.0,9.0,0.6688208
10.0,10.0,0.6415588
11.0,11.0,0.4599772
12.0,12.0,0.50906384
13.0,13.0,0.5193193
14.0,14.0,0.51809716
15.0,15.0,0.46193346
16.0,16.0,0.7634738
17.0,17.0,0.5690849
18.0,18.0,0.5527004
19.0,19.0,0.5054599
20.0,20.0,0.6093897
21.0,21.0,0.55457604
22.0,22.0,0.58247215
23.0,23.0,0.6326528
24.0,24.0,0.56931907
25.0,25.0,0.71327347
26.0,26.0,0.49864882
27.0,27.0,0.4695853
28.0,28.0,0.56515104
29.0,29.0,0.4860084
30.0,30.0,0.6521447
31.0,31.0,0.773004
32.0,32.0,0.5465113
33.0,33.0,0.6526788
34.0,34.0,0.5872302
35.0,35.0,0.57213026
36.0,36.0,0.3997899
37.0,37.0,0.77661264
38.0,38.0,0.6764121
39.0,39.0,0.6295688
40.0,40.0,0.45743617
41.0,41.0,0.5883462
42.0,42.0,0.68154997
43.0,43.0,0.50307643
44.0,44.0,0.4502996
45.0,45.0,0.6123906
46.0,46.0,0.5293683
47.0,47.0,0.5915017
48.0,48.0,0.71824175
49.0,49.0,0.4336031
50.0,50.0,0.76466054
51.0,51.0,0.54866767
52.0,52.0,0.48465604
53.0,53.0,0.5243966
54.0,54.0,0.44504625
55.0,55.0,0.46032193
56.0,56.0,0.3621454
57.0,57.0,0.61933005
58.0,58.0,0.45835063
59.0,59.0,0.73852116
60.0,60.0,0.5730596
61.0,61.0,0.48261112
62.0,62.0,0.57869655
63.0,63.0,0.6348933
64.0,64.0,0.59964
65.0,65.0,0.567691
66.0,66.0,0.5874391
67.0,67.0,0.7289778
68.0,68.0,0.5742236
69.0,69.0,0.5000028
70.0,70.0,0.55233514
71.0,71.0,0.43113434
72.0,72.0,0.46213144
73.0,73.0,0.45736745
74.0,74.0,0.6627544
75.0,75.0,0.63826567
76.0,76.0,0.5623195
77.0,77.0,0.5047597
78.0,78.0,0.75340235
79.0,79.0,0.646534
80.0,80.0,0.60219884
81.0,81.0,0.40710613
82.0,82.0,0.72900486
83.0,83.0,0.7030976
84.0,84.0,0.4093705
85.0,85.0,0.5604883
86.0,86.0,0.56213397
87.0,87.0,0.6211379
88.0,88.0,0.6338829
89.0,89.0,0.65287507
90.0,90.0,0.7181907
91.0,91.0,0.594822
92.0,92.0,0.45437214
93.0,93.0,0.3556643
94.0,94.0,0.6488465
95.0,95.0,0.66854143
96.0,96.0,0.6282642
97.0,97.0,0.7233183
98.0,98.0,0.64389384
99.0,99.0,0.77065724
100.0,100.0,0.45916736
101.0,101.0,0.46421385
102.0,102.0,0.6054144
103.0,103.0,0.3285459
104.0,104.0,0.40572602
105.0,105.0,0.6367939
106.0,106.0,0.6802803
107.0,107.0,0.6676062
108.0,108.0,0.6320125
109.0,109.0,0.6644646
110.0,110.0,0.61724067
111.0,111.0,0.4169319
112.0,112.0,0.5595567
113.0,113.0,0.67447
114.0,114.0,0.5461964
115.0,115.0,0.5056994
116.0,116.0,0.5579635
117.0,117.0,0.49167392
118.0,118.0,0.39499345
119.0,119.0,0.64846855
120.0,120.0,0.5433225
121.0,121.0,0.6265999
122.0,122.0,0.3136742
123.0,123.0,0.76121265
124.0,124.0,0.65985805
125.0,125.0,0.6582634
126.0,126.0,0.47318608
127.0,127.0,0.47402206
128.0,128.0,0.5758882
129.0,129.0,0.48864934
130.0,130.0,0.5352751
131.0,131.0,0.5270056
132.0,132.0,0.5089401
133.0,133.0,0.5457593
134.0,134.0,0.48196667
135.0,135.0,0.45694825
136.0,136.0,0.7626415
137.0,137.0,0.57203484
138.0,138.0,0.6795091
139.0,139.0,0.5106967
140.0,140.0,0.533186
141.0,141.0,0.3974391
142.0,142.0,0.55041236
143.0,143.0,0.63692975
144.0,144.0,0.66475695
145.0,145.0,0.5771356
146.0,146.0,0.7272333
147.0,147.0,0.6479788
148.0,148.0,0.7520967
149.0,149.0,0.56495845
150.0,150.0,0.5586991
151.0,151.0,0.5155711
152.0,152.0,0.6719207
153.0,153.0,0.5949818
154.0,154.0,0.6494695
155.0,155.0,0.7095782
156.0,156.0,0.4546238
157.0,157.0,0.4764994
158.0,158.0,0.66441095
159.0,159.0,0.6050501
160.0,160.0,0.49403578
161.0,161.0,0.71715164
162.0,162.0,0.6072033
163.0,163.0,0.78577083
164.0,164.0,0.54218
165.0,165.0,0.47164932
166.0,166.0,0.54666376
167.0,167.0,0.44270778
168.0,168.0,0.6611848
169.0,169.0,0.701662
