X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,7.766001598211308E-4,99.26410572260355,0.8608326085867188
2.0,2.0,train,3.5490204327588937E-4,33.18477354821869,0.5939296346749006
3.0,3.0,train,4.4338900663916115E-4,79.67552864543309,0.675649405008881
4.0,4.0,train,3.3018068120947247E-4,22.196663372572207,0.5676206930699523
5.0,5.0,train,3.0199196079103423E-4,10.454670257922464,0.5355355989121211
6.0,6.0,train,6.75103534442798E-4,98.75629794801847,0.819917460670799
7.0,7.0,train,4.003645160743393E-4,42.750478436775985,0.6382040921122367
8.0,8.0,train,4.522761805484952E-4,92.47069392731613,0.6828873223471614
10.0,10.0,train,3.207533718149107E-4,19.536959693210655,0.5571448739405418
11.0,11.0,train,4.433334069406193E-4,79.61539851258668,0.675603607235171
12.0,12.0,train,4.412794115939665E-4,77.10083787614715,0.6739071803528465
14.0,14.0,train,4.134149973733869E-4,45.77326774588248,0.6499975281301856
15.0,15.0,train,3.9536204078343925E-4,40.996444533784604,0.6335788278675472
17.0,17.0,train,4.323263820382907E-4,61.98814410893219,0.6664085138242498
18.0,18.0,train,4.252001251723195E-4,51.17534910406604,0.660316814287401
19.0,19.0,train,6.554117115586468E-4,98.02309354239914,0.8106835053218676
21.0,21.0,train,4.4382952259221144E-4,80.08376914109918,0.6760120319161369
22.0,22.0,train,7.782771589970366E-4,99.32808772595219,0.8614239965879087
23.0,23.0,train,4.4852686574953156E-4,87.03136860355504,0.6798537024606179
24.0,24.0,train,3.412369134575419E-4,27.71785954964561,0.5795913031626778
25.0,25.0,train,4.439871881201287E-4,80.29278584568924,0.6761417215507888
26.0,26.0,train,4.418289858559637E-4,77.76828668364729,0.6743619496993416
27.0,27.0,train,4.287559416177823E-4,56.23298344965708,0.6633701931198976
28.0,28.0,train,4.4833797435209666E-4,86.86899229289686,0.6797001023963183
29.0,29.0,train,4.487968406400881E-4,87.5609996402569,0.6800731090007293
30.0,30.0,train,3.689824808482671E-4,36.15258801485612,0.6081923741046558
31.0,31.0,train,4.4510840523117885E-4,81.76039313827701,0.677062495830349
32.0,32.0,train,4.4816444205306866E-4,86.71408047569622,0.6795589268800013
34.0,34.0,train,4.4446713888405273E-4,81.0016206936992,0.6765361912379592
35.0,35.0,train,7.76891138327136E-4,99.27520733076955,0.8609354018202375
36.0,36.0,train,4.512261681754703E-4,91.18151716814418,0.6820406532320561
