x,y,species min
1.0,1.0,0.58237475
2.0,2.0,0.65532064
3.0,3.0,0.6708679
4.0,4.0,0.6816605
5.0,5.0,0.5222816
6.0,6.0,0.53486896
7.0,7.0,0.5426471
8.0,8.0,0.6584223
9.0,9.0,0.5367793
10.0,10.0,0.54070765
11.0,11.0,0.6722329
12.0,12.0,0.55756164
13.0,13.0,0.535636
14.0,14.0,0.5856462
15.0,15.0,0.52145576
16.0,16.0,0.7328495
17.0,17.0,0.573655
18.0,18.0,0.44623825
19.0,19.0,0.6373902
20.0,20.0,0.5538675
21.0,21.0,0.67890584
22.0,22.0,0.6781843
23.0,23.0,0.6274372
24.0,24.0,0.65401644
25.0,25.0,0.56228906
26.0,26.0,0.5006036
27.0,27.0,0.54770297
28.0,28.0,0.657036
29.0,29.0,0.50536007
30.0,30.0,0.67288643
31.0,31.0,0.5085675
32.0,32.0,0.533061
33.0,33.0,0.57339275
34.0,34.0,0.6551452
35.0,35.0,0.6852631
36.0,36.0,0.6974169
37.0,37.0,0.66810596
38.0,38.0,0.677335
39.0,39.0,0.53524506
40.0,40.0,0.5665229
41.0,41.0,0.67906886
42.0,42.0,0.5506805
43.0,43.0,0.6797629
44.0,44.0,0.67608994
45.0,45.0,0.50573885
46.0,46.0,0.670036
47.0,47.0,0.5595572
48.0,48.0,0.66943425
49.0,49.0,0.663829
50.0,50.0,0.5047593
51.0,51.0,0.6689368
52.0,52.0,0.66945297
53.0,53.0,0.49420276
54.0,54.0,0.50977534
55.0,55.0,0.5002993
56.0,56.0,0.6135999
57.0,57.0,0.5023582
58.0,58.0,0.66832495
59.0,59.0,0.56142473
60.0,60.0,0.5594923
61.0,61.0,0.55376065
62.0,62.0,0.6529998
63.0,63.0,0.6631079
64.0,64.0,0.54829586
65.0,65.0,0.6060502
66.0,66.0,0.51718444
67.0,67.0,0.5417731
68.0,68.0,0.66893077
69.0,69.0,0.68446386
70.0,70.0,0.54453593
71.0,71.0,0.5907272
72.0,72.0,0.52112794
73.0,73.0,0.5384949
74.0,74.0,0.54097253
75.0,75.0,0.55304205
76.0,76.0,0.6708081
77.0,77.0,0.5554947
78.0,78.0,0.5692116
79.0,79.0,0.6078582
80.0,80.0,0.4967771
81.0,81.0,0.4987681
82.0,82.0,0.5239089
83.0,83.0,0.52489203
84.0,84.0,0.53464985
85.0,85.0,0.52546936
86.0,86.0,0.66314095
87.0,87.0,0.53701603
88.0,88.0,0.63159907
89.0,89.0,0.6828958
90.0,90.0,0.5393556
91.0,91.0,0.6720592
92.0,92.0,0.6609841
93.0,93.0,0.6615061
94.0,94.0,0.65196437
95.0,95.0,0.6876762
96.0,96.0,0.53002626
97.0,97.0,0.65474254
98.0,98.0,0.6651789
99.0,99.0,0.5260184
100.0,100.0,0.5335229
101.0,101.0,0.5434096
102.0,102.0,0.6801689
103.0,103.0,0.65051365
104.0,104.0,0.56041634
105.0,105.0,0.677146
106.0,106.0,0.5866596
107.0,107.0,0.67518693
108.0,108.0,0.64801764
109.0,109.0,0.5849048
110.0,110.0,0.76638365
111.0,111.0,0.55165595
112.0,112.0,0.43950355
113.0,113.0,0.50275034
114.0,114.0,0.6798967
115.0,115.0,0.6868048
116.0,116.0,0.53086174
117.0,117.0,0.7407537
118.0,118.0,0.67739135
119.0,119.0,0.5790759
120.0,120.0,0.68115157
121.0,121.0,0.66792166
122.0,122.0,0.6475702
123.0,123.0,0.67135465
124.0,124.0,0.6805667
125.0,125.0,0.65864664
126.0,126.0,0.6525418
127.0,127.0,0.6550983
128.0,128.0,0.56154215
129.0,129.0,0.68307
130.0,130.0,0.5135693
131.0,131.0,0.66460705
132.0,132.0,0.57252693
133.0,133.0,0.66405165
134.0,134.0,0.67840195
135.0,135.0,0.6663
136.0,136.0,0.794364
137.0,137.0,0.52782637
138.0,138.0,0.66371995
139.0,139.0,0.6430768
140.0,140.0,0.5382319
141.0,141.0,0.52877426
142.0,142.0,0.68009967
143.0,143.0,0.6690421
144.0,144.0,0.54846674
145.0,145.0,0.64381504
146.0,146.0,0.66322136
147.0,147.0,0.67726266
148.0,148.0,0.6531651
149.0,149.0,0.6728118
150.0,150.0,0.6563492
151.0,151.0,0.6616744
152.0,152.0,0.54129213
153.0,153.0,0.642388
154.0,154.0,0.5691848
155.0,155.0,0.5641333
156.0,156.0,0.52135926
157.0,157.0,0.5383053
158.0,158.0,0.5707599
159.0,159.0,0.6771453
160.0,160.0,0.6535848
161.0,161.0,0.64315635
162.0,162.0,0.63211995
163.0,163.0,0.5498684
164.0,164.0,0.64675945
165.0,165.0,0.51012343
166.0,166.0,0.5750683
167.0,167.0,0.67743754
168.0,168.0,0.5490155
169.0,169.0,0.54568636
170.0,170.0,0.67672145
171.0,171.0,0.6519711
172.0,172.0,0.5515026
173.0,173.0,0.5649389
174.0,174.0,0.55855006
175.0,175.0,0.53915066
176.0,176.0,0.53363174
177.0,177.0,0.6837831
178.0,178.0,0.49890837
179.0,179.0,0.5686874
180.0,180.0,0.5786266
181.0,181.0,0.6687762
182.0,182.0,0.5621763
183.0,183.0,0.68117344
184.0,184.0,0.55549854
185.0,185.0,0.6714643
186.0,186.0,0.672089
187.0,187.0,0.6708169
188.0,188.0,0.49788153
189.0,189.0,0.5010493
190.0,190.0,0.65088713
191.0,191.0,0.52509993
192.0,192.0,0.50487953
193.0,193.0,0.68292487
194.0,194.0,0.551695
195.0,195.0,0.53334635
196.0,196.0,0.66841286
197.0,197.0,0.6646369
198.0,198.0,0.5777485
199.0,199.0,0.5550129
200.0,200.0,0.6706917
201.0,201.0,0.6147283
202.0,202.0,0.68085915
203.0,203.0,0.5347455
204.0,204.0,0.5346463
205.0,205.0,0.6116257
206.0,206.0,0.7340472
207.0,207.0,0.6724676
208.0,208.0,0.66844594
209.0,209.0,0.53036696
210.0,210.0,0.6531475
211.0,211.0,0.67091215
212.0,212.0,0.55591035
213.0,213.0,0.50256664
214.0,214.0,0.5721215
215.0,215.0,0.6674449
216.0,216.0,0.684168
217.0,217.0,0.54916847
218.0,218.0,0.5108709
219.0,219.0,0.57498425
220.0,220.0,0.5512792
221.0,221.0,0.61508095
222.0,222.0,0.6677059
223.0,223.0,0.58114225
224.0,224.0,0.5808126
225.0,225.0,0.51343817
226.0,226.0,0.6706199
227.0,227.0,0.65558916
