X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,0.0011469696946869428,99.5009133658494,0.9006720377097842
2.0,2.0,train,3.9158588823964884E-4,14.118912167621678,0.5454401271301754
4.0,4.0,train,4.599697001245303E-4,34.51516843015557,0.6039087885401662
5.0,5.0,train,5.975995501008967E-4,82.200994243784,0.699773180962765
6.0,6.0,train,5.102653050541619E-4,47.04170621453511,0.6420553031715177
7.0,7.0,train,0.0011512101419339244,99.535438611222,0.9015164688875631
8.0,8.0,train,9.657548969750039E-4,98.01750217964545,0.8569365755472153
9.0,9.0,train,6.156340236461094E-4,89.0504383482421,0.7104791431408853
10.0,10.0,train,3.6933996789482776E-4,8.492309612670478,0.5246174015950482
11.0,11.0,train,5.968275403457213E-4,81.7809077806133,0.699306152281289
13.0,13.0,train,5.22767376023868E-4,50.98562007835927,0.650952988870596
14.0,14.0,train,5.241206732748482E-4,51.54117964451138,0.6519027607178849
15.0,15.0,train,9.869739843088954E-4,98.56680655163309,0.8629199323131326
16.0,16.0,train,5.330029049167239E-4,54.319243702564364,0.6580726701125572
17.0,17.0,train,6.123562027878832E-4,87.88335919568541,0.7085620966093709
19.0,19.0,train,5.884009736539943E-4,77.76191454867458,0.6941609994165432
20.0,20.0,train,4.96869921161293E-4,44.14003461618972,0.6322699943891241
23.0,23.0,train,5.960565279123512E-4,81.3026930139783,0.6988390018357542
24.0,24.0,train,5.508605182011714E-4,62.03389448241896,0.6701482178364968
25.0,25.0,train,4.617569532293028E-4,35.02680725968019,0.6053315556160879
26.0,26.0,train,6.03393886557986E-4,84.538836095334,0.7032553995920953
27.0,27.0,train,6.164303600075268E-4,89.42016075690893,0.7109429765115496
28.0,28.0,train,5.350739350224184E-4,55.09336709425239,0.6594954862357565
29.0,29.0,train,3.6233570211120233E-4,7.22417761383041,0.5178658199472431
30.0,30.0,train,6.523623693457188E-4,96.43657375273322,0.7311165895278262
31.0,31.0,train,5.652880155312451E-4,68.00234882025828,0.6795921095296538
32.0,32.0,train,4.6056468120629396E-4,34.6884493768296,0.604382999913637
33.0,33.0,train,3.939936269331222E-4,14.667898251340842,0.5476384015028135
34.0,34.0,train,5.941278748933319E-4,80.42186642581714,0.6976672651385936
35.0,35.0,train,5.876408470917523E-4,77.40565864992641,0.6936925692477193
36.0,36.0,train,5.299067461180645E-4,53.54756901880596,0.6559344859057858
37.0,37.0,train,5.143835800368644E-4,48.34660300993368,0.645011039455317
40.0,40.0,train,5.231007979289143E-4,51.072442248231226,0.651187231531392
42.0,42.0,train,5.968275403457213E-4,81.7809077806133,0.699306152281289
43.0,43.0,train,5.035327073892033E-4,45.2657445006592,0.6371701389039389
44.0,44.0,train,5.94517489859125E-4,80.53412305421482,0.6979043392757778
45.0,45.0,train,1.8943554407910374E-4,0.8221433001231391,0.31710401588741355
47.0,47.0,train,5.764547483170164E-4,72.85643881149373,0.6867155532381792
48.0,48.0,train,5.732007253689319E-4,71.5933873887244,0.684656267487741
49.0,49.0,train,5.851796796422555E-4,76.28223220450855,0.6921709398559368
51.0,51.0,train,5.883453445989253E-4,77.7157193181977,0.6941267421601931
53.0,53.0,train,4.806368318569211E-4,41.29889047994466,0.6200525458367794
54.0,54.0,train,5.57306753205199E-4,64.84584088504519,0.6744016878881237
56.0,56.0,train,5.8621107891476E-4,76.75101538014154,0.6928095256988896
59.0,59.0,train,5.368012449860452E-4,56.48774634892114,0.6606776343229733
61.0,61.0,train,3.966896590568873E-4,15.347940221730772,0.5500872747474543
62.0,62.0,train,4.3431845208467156E-4,25.0357170154424,0.5829145267123719
63.0,63.0,train,3.993503339128313E-4,15.929668648996216,0.552491034396362
64.0,64.0,train,8.721055340438898E-4,96.92599691075435,0.8272503790446548
65.0,65.0,train,3.8473007318304454E-4,12.685000189353264,0.5391220523763538
67.0,67.0,train,5.623725988152774E-4,67.07963739450093,0.6777058006201311
69.0,69.0,train,3.6186761826369787E-4,7.0254044421550494,0.5174112194053122
70.0,70.0,train,2.71865878109326E-4,3.1353398857454025,0.42153622335350105
71.0,71.0,train,4.6252401176481934E-4,35.436281713753914,0.6059406145205751
72.0,72.0,train,5.943847064836307E-4,80.49275473052747,0.6978235637201364
73.0,73.0,train,4.5818936467121533E-4,33.755493173846865,0.6024864290883892
