X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,3.699491370242968E-4,34.98084369495673,0.5893504529326663
5.0,5.0,train,5.206948398583371E-4,90.41919425793785,0.7142607653649937
6.0,6.0,train,3.7574292227480257E-4,36.59353918329868,0.5950346077869948
7.0,7.0,train,0.001236281875173898,99.8639620282755,0.9489126546111252
8.0,8.0,train,4.913275847276645E-4,76.27717634597789,0.6933427440480763
10.0,10.0,train,4.410687949654824E-4,49.25622882974027,0.6539296311885618
11.0,11.0,train,7.772593163625963E-4,97.11381158234495,0.8458628607882759
12.0,12.0,train,4.538264209885783E-4,56.43864884326691,0.6643898798125527
13.0,13.0,train,4.967798991354908E-4,79.1835196119401,0.6973389170417601
14.0,14.0,train,4.915142785656987E-4,76.45063899944596,0.6934804463069779
15.0,15.0,train,5.095419258208602E-4,85.73433734020632,0.7064901933251161
16.0,16.0,train,4.914406532087224E-4,76.3821067348252,0.6934261488583409
17.0,17.0,train,4.907647030681015E-4,76.18222013596304,0.6929271973914236
18.0,18.0,train,4.7214216717362926E-4,67.34890460658286,0.6788569927447454
19.0,19.0,train,4.4776971523196327E-4,53.03425575647453,0.6594638753780717
20.0,20.0,train,5.218821547404459E-4,90.73150296957927,0.7150757905624526
21.0,21.0,train,5.048417240739307E-4,82.99148407014552,0.7031524555495118
22.0,22.0,train,3.7788424111579106E-4,37.25339314572796,0.5971154370628853
23.0,23.0,train,4.5995233985927735E-4,59.89997044775375,0.669299697359049
24.0,24.0,train,0.0011808086740602525,99.10714660184647,0.941618855365477
25.0,25.0,train,4.4752222167348307E-4,52.766212635186996,0.6592610549240956
26.0,26.0,train,3.510296977433786E-4,30.834448687144835,0.5702274486405714
27.0,27.0,train,5.058296791987957E-4,83.57496629994557,0.7038571648902523
28.0,28.0,train,3.5708612926620766E-4,32.282110092781714,0.5764440176964839
29.0,29.0,train,4.596530831192016E-4,59.710039890484644,0.6690615256140544
30.0,30.0,train,9.07804986010891E-4,98.19593939202505,0.8874070665556831
31.0,31.0,train,0.00123708485173014,99.87336724642317,0.949011248988901
32.0,32.0,train,5.169458476059489E-4,88.76443574929063,0.7116719578713163
33.0,33.0,train,3.620845242679732E-4,33.50570859896043,0.5815067873905562
34.0,34.0,train,3.233385774175407E-4,21.265264139054615,0.5406213673209279
35.0,35.0,train,5.338992709211678E-4,92.68035047407142,0.7231951592577427
37.0,37.0,train,3.280602831702934E-4,22.50745747100994,0.5458100934810182
39.0,39.0,train,3.3138684754423524E-4,23.830070602611617,0.5494304564042207
40.0,40.0,train,4.409608950087097E-4,49.03607063299192,0.6538397854635499
41.0,41.0,train,5.125444118558649E-4,86.9185726548325,0.708602667442336
42.0,42.0,train,3.343346248801394E-4,24.715182601247847,0.5526144547816152
43.0,43.0,train,4.5032762952063455E-4,54.292218977402534,0.6615530221403689
44.0,44.0,train,4.8503430752664355E-4,74.27877822182549,0.688664560318512
45.0,45.0,train,4.7275544585443334E-4,67.73606355026652,0.6793304615357814
46.0,46.0,train,4.963821281950448E-4,78.9583743605975,0.6970491474485172
47.0,47.0,train,4.409679688583741E-4,49.050373501869565,0.6538456764041526
48.0,48.0,train,4.456702044570153E-4,51.810617446391525,0.6577394916270605
49.0,49.0,train,3.9391024197472897E-4,39.95779700398125,0.6123530150408236
50.0,50.0,train,4.76971101881066E-4,70.38552141472661,0.682566232742128
52.0,52.0,train,5.004818708132049E-4,80.99297037835629,0.7000224845933367
53.0,53.0,train,6.879953410497496E-4,95.50130581188888,0.8089391552841558
54.0,54.0,train,4.952781711350037E-4,78.3894094386972,0.6962434786111693
55.0,55.0,train,3.211545053890073E-4,19.795334987367955,0.5382012602215958
57.0,57.0,train,4.6966715652069994E-4,65.70648542846402,0.6769390991397173
58.0,58.0,train,5.09080545794864E-4,85.50871054688115,0.7061642231855156
59.0,59.0,train,4.8566738224577665E-4,74.76381700891278,0.6891383746706301
60.0,60.0,train,7.202743792060639E-4,96.06892803184085,0.8232147410729989
61.0,61.0,train,4.633468697161825E-4,62.44100220134079,0.6719893578601863
63.0,63.0,train,4.787182359930486E-4,71.22186287386755,0.6838976749849195
64.0,64.0,train,5.246491994678193E-4,91.26146307712125,0.7169662012736306
67.0,67.0,train,5.0059973288517E-4,81.03672167095468,0.7001075311171032
68.0,68.0,train,4.673310951363695E-4,64.42868768872933,0.6751183716024665
69.0,69.0,train,3.774626112074526E-4,37.116166324294795,0.5967065647710292
71.0,71.0,train,3.8612349786565613E-4,39.03158578507654,0.6050227127960814
72.0,72.0,train,3.7964467799541025E-4,37.783646832048916,0.5988181330240863
73.0,73.0,train,5.068882728651309E-4,84.26286961503484,0.7046104042106408
74.0,74.0,train,3.135214016547474E-4,18.414858638850347,0.5296426555714007
76.0,76.0,train,4.5890548204032135E-4,59.228872598544505,0.6684657768456055
79.0,79.0,train,4.6439050917173474E-4,63.056812448702445,0.6728118820796135
80.0,80.0,train,5.117816409252878E-4,86.62689225598088,0.7080674458742635
81.0,81.0,train,4.023582461725705E-4,40.89712147181109,0.6201520355903847
83.0,83.0,train,4.8056039729980156E-4,72.16762456373925,0.6852954867910074
