Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,bio16 contribution,bio4 contribution,gpw2000_30_sec contribution,swa_2000lulc_2km contribution,bio16 permutation importance,bio4 permutation importance,gpw2000_30_sec permutation importance,swa_2000lulc_2km permutation importance,Training gain without bio16,Training gain without bio4,Training gain without gpw2000_30_sec,Training gain without swa_2000lulc_2km,Training gain with only bio16,Training gain with only bio4,Training gain with only gpw2000_30_sec,Training gain with only swa_2000lulc_2km,Test gain without bio16,Test gain without bio4,Test gain without gpw2000_30_sec,Test gain without swa_2000lulc_2km,Test gain with only bio16,Test gain with only bio4,Test gain with only gpw2000_30_sec,Test gain with only swa_2000lulc_2km,AUC without bio16,AUC without bio4,AUC without gpw2000_30_sec,AUC without swa_2000lulc_2km,AUC with only bio16,AUC with only bio4,AUC with only gpw2000_30_sec,AUC with only swa_2000lulc_2km,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species_0,422,0.0483,0.0594,220,0.5943,106,0.0511,0.5896,0.0284,2309,18.6972,41.4809,4.2578,35.5641,35.5748,49.2645,1.5198,13.6410,0.0391,0.0232,0.0468,0.0360,0.0040,0.0178,0.0091,0.0186,0.0387,0.0182,0.0448,0.0617,0.0060,0.0242,0.0214,0.0062,0.5734,0.5279,0.5865,0.5985,0.5316,0.5716,0.5183,0.5222,7.6969,0.5988,1.0000,0.4212,0.9822,0.0213,0.0283,7.945E-1,5.0000,0.4559,0.9168,0.0355,0.0566,1.611E-1,10.0000,0.4831,0.8419,0.1043,0.0943,3.603E-2,0.0582,0.4001,0.9991,0.0000,0.0000,3.809E-1,9.8506,0.4820,0.8437,0.0995,0.0943,3.94E-2,46.8825,0.6264,0.4175,0.4171,0.4245,4.867E-4,46.8825,0.6264,0.4175,0.4171,0.4245,4.867E-4,46.1684,0.6250,0.4244,0.4171,0.4245,8.266E-4,50.5081,0.6363,0.3824,0.4692,0.4340,5.01E-5,0.0166,0.3061,1.0000,0.0000,0.0000,1E0,2.7296,0.4416,0.9532,0.0332,0.0283,1.839E-1
species_1,422,0.0549,0.0678,260,0.5990,106,0.0098,0.5746,0.0289,2311,14.3553,35.7841,14.3371,35.5234,31.0616,41.3642,3.6444,23.9297,0.0462,0.0298,0.0511,0.0407,0.0040,0.0168,0.0150,0.0225,-0.0072,-0.0170,0.0159,0.0282,0.0079,0.0226,-0.0116,-0.0141,0.5560,0.5427,0.5674,0.5825,0.5361,0.5682,0.5048,0.5311,7.6905,0.5944,1.0000,0.4164,0.9801,0.0118,0.0377,9.056E-1,5.0000,0.4538,0.9143,0.0521,0.0472,7.832E-2,10.0000,0.4858,0.8399,0.1043,0.1132,9.397E-2,0.0801,0.3108,0.9983,0.0000,0.0094,9.718E-1,9.9485,0.4856,0.8408,0.0995,0.1132,9.762E-2,45.7707,0.6196,0.4241,0.4242,0.4434,2.879E-3,47.6011,0.6267,0.4059,0.4289,0.4623,2.851E-3,44.9347,0.6158,0.4323,0.4171,0.4340,2.719E-3,40.9483,0.6020,0.4725,0.3768,0.3774,9.814E-4,0.0466,0.3000,0.9987,0.0000,0.0000,3.552E-1,3.0132,0.4413,0.9463,0.0308,0.0377,2.335E-1
species_2,422,0.0594,0.0701,300,0.6015,106,-0.0115,0.5391,0.0289,2310,13.4843,45.9983,11.9083,28.6091,26.2773,58.1561,1.6243,13.9423,0.0507,0.0303,0.0564,0.0494,0.0049,0.0278,0.0116,0.0238,-0.0278,-0.0229,-0.0090,-0.0106,0.0005,-0.0254,0.0040,-0.0233,0.5139,0.5006,0.5402,0.5345,0.5390,0.5014,0.5645,0.4790,7.6854,0.5909,1.0000,0.3854,0.9797,0.0142,0.0283,7.191E-1,5.0000,0.4313,0.9087,0.0498,0.0660,1.829E-1,10.0000,0.4691,0.8299,0.1161,0.1887,6.944E-1,0.1145,0.3513,0.9974,0.0000,0.0094,9.166E-1,8.8411,0.4612,0.8476,0.0995,0.1792,7.792E-1,45.4124,0.6231,0.4147,0.4147,0.5094,5.648E-2,51.3221,0.6498,0.3597,0.4573,0.5755,8.228E-2,40.6180,0.6028,0.4623,0.3768,0.4623,5.974E-2,39.0285,0.5978,0.4784,0.3626,0.4245,2.266E-2,0.1145,0.3513,0.9974,0.0000,0.0094,9.166E-1,3.0651,0.4129,0.9420,0.0332,0.0566,4.753E-1
species_3,423,0.0541,0.0686,220,0.6036,105,0.0193,0.5494,0.0302,2300,23.2046,34.1057,8.2047,34.4850,32.3036,39.5920,7.7405,20.3638,0.0411,0.0290,0.0510,0.0411,0.0061,0.0157,0.0118,0.0212,0.0222,-0.0128,0.0125,0.0454,-0.0034,0.0300,0.0168,-0.0152,0.5474,0.5005,0.5516,0.5770,0.5099,0.5742,0.4728,0.5132,7.6865,0.5947,1.0000,0.4119,0.9809,0.0095,0.0190,4.975E-1,5.0000,0.4408,0.9130,0.0473,0.0857,4.82E-1,10.0000,0.4723,0.8352,0.0946,0.1429,2.724E-1,0.1304,0.3728,0.9974,0.0000,0.0095,9.176E-1,10.7416,0.4775,0.8243,0.0993,0.1810,5.567E-1,45.8086,0.6273,0.4209,0.4208,0.4381,1.71E-3,44.7278,0.6232,0.4309,0.4043,0.4381,3.349E-3,44.0137,0.6208,0.4383,0.3995,0.4381,5.333E-3,55.3419,0.6545,0.3326,0.5296,0.5143,4.344E-4,0.0306,0.2944,0.9996,0.0000,0.0000,4.154E-1,2.9654,0.4283,0.9470,0.0213,0.0381,2.472E-1
species_4,423,0.0437,0.0550,240,0.5896,105,0.0847,0.6289,0.0295,2302,15.4948,43.4147,9.2914,31.7991,29.9144,45.7620,6.3602,17.9635,0.0365,0.0216,0.0402,0.0337,0.0038,0.0161,0.0102,0.0150,0.0665,0.0408,0.0807,0.0849,0.0069,0.0324,0.0302,0.0295,0.5923,0.5697,0.6228,0.6218,0.5451,0.5818,0.5098,0.5609,7.6979,0.6019,1.0000,0.4271,0.9822,0.0165,0.0190,5.382E-1,5.0000,0.4657,0.9179,0.0473,0.0667,2.823E-1,10.0000,0.5017,0.8454,0.1017,0.1048,7.871E-2,0.0450,0.3914,0.9991,0.0000,0.0000,3.813E-1,9.6706,0.4990,0.8497,0.0993,0.0952,5.718E-2,46.5498,0.6267,0.4288,0.4279,0.3810,4.074E-5,49.6720,0.6355,0.3983,0.4468,0.4190,6.617E-5,48.4870,0.6322,0.4096,0.4421,0.4095,8.228E-5,69.1810,0.6743,0.2242,0.6690,0.5333,1.269E-9,0.0450,0.3914,0.9991,0.0000,0.0000,3.813E-1,2.5210,0.4459,0.9570,0.0236,0.0190,1.131E-1
