x,y,species cloglog values
1001.0,1001.0,0.55162317
1002.0,1002.0,0.7569247
1003.0,1003.0,0.39985546
1004.0,1004.0,0.59638923
1005.0,1005.0,0.5156498
1006.0,1006.0,0.7432067
1007.0,1007.0,0.6368099
1008.0,1008.0,0.5579092
1009.0,1009.0,0.7270111
1010.0,1010.0,0.5009821
1011.0,1011.0,0.6532942
1012.0,1012.0,0.49312726
1013.0,1013.0,0.5049729
1014.0,1014.0,0.6377377
1015.0,1015.0,0.5183242
1016.0,1016.0,0.56194633
1017.0,1017.0,0.47018993
1018.0,1018.0,0.6353191
1019.0,1019.0,0.5841289
1020.0,1020.0,0.5085596
1021.0,1021.0,0.42500255
1022.0,1022.0,0.53835917
1023.0,1023.0,0.44834125
1024.0,1024.0,0.70874935
1025.0,1025.0,0.6432873
1026.0,1026.0,0.6537975
1027.0,1027.0,0.68799204
1028.0,1028.0,0.4654656
1029.0,1029.0,0.7122797
1030.0,1030.0,0.5982994
1031.0,1031.0,0.64359206
1032.0,1032.0,0.7572794
1033.0,1033.0,0.63160425
1034.0,1034.0,0.5044733
1035.0,1035.0,0.5213722
1036.0,1036.0,0.5258297
1037.0,1037.0,0.49623188
1038.0,1038.0,0.5885129
1039.0,1039.0,0.54722935
1040.0,1040.0,0.6538641
1041.0,1041.0,0.7379581
1042.0,1042.0,0.45267344
1043.0,1043.0,0.3987689
1044.0,1044.0,0.6102832
1045.0,1045.0,0.50215167
1046.0,1046.0,0.592279
1047.0,1047.0,0.5290952
1048.0,1048.0,0.68203515
1049.0,1049.0,0.65802824
1050.0,1050.0,0.62340194
1051.0,1051.0,0.4288521
1052.0,1052.0,0.4283239
1053.0,1053.0,0.4532266
1054.0,1054.0,0.6326429
1055.0,1055.0,0.733451
1056.0,1056.0,0.62363636
1057.0,1057.0,0.5404304
1058.0,1058.0,0.5475349
1059.0,1059.0,0.56024754
1060.0,1060.0,0.7212494
1061.0,1061.0,0.5096686
1062.0,1062.0,0.6449052
1063.0,1063.0,0.51162505
1064.0,1064.0,0.6010284
1065.0,1065.0,0.6662274
1066.0,1066.0,0.5101057
1067.0,1067.0,0.5159505
1068.0,1068.0,0.4743937
1069.0,1069.0,0.65864706
1070.0,1070.0,0.56471217
1071.0,1071.0,0.5005986
1072.0,1072.0,0.483609
1073.0,1073.0,0.44401515
1074.0,1074.0,0.564327
1075.0,1075.0,0.5163407
1076.0,1076.0,0.6349089
1077.0,1077.0,0.649955
1078.0,1078.0,0.66408294
1079.0,1079.0,0.5788195
1080.0,1080.0,0.504797
1081.0,1081.0,0.7820527
1082.0,1082.0,0.6028827
1083.0,1083.0,0.59630126
1084.0,1084.0,0.5787118
1085.0,1085.0,0.70218587
1086.0,1086.0,0.7141332
1087.0,1087.0,0.39432797
1088.0,1088.0,0.65578645
1089.0,1089.0,0.653803
1090.0,1090.0,0.50600845
1091.0,1091.0,0.41409698
1092.0,1092.0,0.7322716
1093.0,1093.0,0.56361717
1094.0,1094.0,0.59181356
1095.0,1095.0,0.59432817
1096.0,1096.0,0.6052105
1097.0,1097.0,0.6290968
1098.0,1098.0,0.5021079
1099.0,1099.0,0.43648255
1100.0,1100.0,0.47592923
1101.0,1101.0,0.5443604
1102.0,1102.0,0.47837552
1103.0,1103.0,0.7216458
1104.0,1104.0,0.63614595
1105.0,1105.0,0.54842293
1106.0,1106.0,0.6951257
1107.0,1107.0,0.52526754
1108.0,1108.0,0.73898715
1109.0,1109.0,0.7127606
1110.0,1110.0,0.68522733
1111.0,1111.0,0.64095783
1112.0,1112.0,0.586578
1113.0,1113.0,0.47297418
1114.0,1114.0,0.5203552
1115.0,1115.0,0.6263194
1116.0,1116.0,0.49609235
1117.0,1117.0,0.64535826
1118.0,1118.0,0.68439436
1119.0,1119.0,0.73464435
1120.0,1120.0,0.750863
1121.0,1121.0,0.5939474
1122.0,1122.0,0.5143708
1123.0,1123.0,0.6120351
1124.0,1124.0,0.67256635
1125.0,1125.0,0.72151
1126.0,1126.0,0.57558835
1127.0,1127.0,0.6801074
1128.0,1128.0,0.6422227
1129.0,1129.0,0.5432624
1130.0,1130.0,0.53987867
1131.0,1131.0,0.53196234
1132.0,1132.0,0.5598746
1133.0,1133.0,0.532616
1134.0,1134.0,0.49302095
1135.0,1135.0,0.6280781
1136.0,1136.0,0.51765865
1137.0,1137.0,0.5268647
1138.0,1138.0,0.66529566
1139.0,1139.0,0.6288925
1140.0,1140.0,0.47248384
1141.0,1141.0,0.65627503
1142.0,1142.0,0.6080154
1143.0,1143.0,0.6002039
1144.0,1144.0,0.6271741
1145.0,1145.0,0.6425393
1146.0,1146.0,0.60054445
1147.0,1147.0,0.557542
1148.0,1148.0,0.55375457
1149.0,1149.0,0.6289525
1150.0,1150.0,0.6215108
1151.0,1151.0,0.641001
1152.0,1152.0,0.5662532
1153.0,1153.0,0.6185968
1154.0,1154.0,0.397231
1155.0,1155.0,0.52013594
1156.0,1156.0,0.5925618
1157.0,1157.0,0.6842393
1158.0,1158.0,0.5337441
1159.0,1159.0,0.6326495
1160.0,1160.0,0.5174937
1161.0,1161.0,0.4225211
1162.0,1162.0,0.60805494
1163.0,1163.0,0.6507933
1164.0,1164.0,0.6598504
1165.0,1165.0,0.6100623
1166.0,1166.0,0.44534236
1167.0,1167.0,0.62375623
1168.0,1168.0,0.67511004
1169.0,1169.0,0.57584655
1170.0,1170.0,0.6908289
1171.0,1171.0,0.472477
1172.0,1172.0,0.5642587
1173.0,1173.0,0.58103776
1174.0,1174.0,0.60866773
1175.0,1175.0,0.681145
1176.0,1176.0,0.62206703
1177.0,1177.0,0.7331114
1178.0,1178.0,0.57456803
1179.0,1179.0,0.43279654
1180.0,1180.0,0.6561562
1181.0,1181.0,0.6005682
1182.0,1182.0,0.55535346
1183.0,1183.0,0.60966134
1184.0,1184.0,0.63912904
1185.0,1185.0,0.49129897
1186.0,1186.0,0.670933
1187.0,1187.0,0.57206506
1188.0,1188.0,0.6707863
1189.0,1189.0,0.4523057
1190.0,1190.0,0.5082356
1191.0,1191.0,0.6163993
1192.0,1192.0,0.73613375
1193.0,1193.0,0.65955514
1194.0,1194.0,0.6871934
1195.0,1195.0,0.710783
1196.0,1196.0,0.50604206
1197.0,1197.0,0.7367025
1198.0,1198.0,0.50956357
1199.0,1199.0,0.58044904
1200.0,1200.0,0.59133995
1201.0,1201.0,0.45396757
1202.0,1202.0,0.6254932
1203.0,1203.0,0.49935514
1204.0,1204.0,0.6257517
1205.0,1205.0,0.38652807
1206.0,1206.0,0.6644356
1207.0,1207.0,0.44381064
1208.0,1208.0,0.5838213
1209.0,1209.0,0.61886764
1210.0,1210.0,0.65526253
1211.0,1211.0,0.54674417
1212.0,1212.0,0.40643603
1213.0,1213.0,0.516034
1214.0,1214.0,0.5895448
1215.0,1215.0,0.5974625
1216.0,1216.0,0.5383322
1217.0,1217.0,0.51110595
1218.0,1218.0,0.50036424
1219.0,1219.0,0.56498265
1220.0,1220.0,0.38358006
1221.0,1221.0,0.6881886
1222.0,1222.0,0.49711743
1223.0,1223.0,0.7404244
1224.0,1224.0,0.6765317
1225.0,1225.0,0.5469621
1226.0,1226.0,0.55983776
1227.0,1227.0,0.62638205
1228.0,1228.0,0.50771093
1229.0,1229.0,0.5052772
1230.0,1230.0,0.67439985
1231.0,1231.0,0.65298265
1232.0,1232.0,0.4444138
1233.0,1233.0,0.42948273
1234.0,1234.0,0.74067515
1235.0,1235.0,0.5037563
1236.0,1236.0,0.5943766
1237.0,1237.0,0.5447362
1238.0,1238.0,0.6289031
1239.0,1239.0,0.7828075
1240.0,1240.0,0.52715456
1241.0,1241.0,0.657321
1242.0,1242.0,0.6812889
1243.0,1243.0,0.4551847
1244.0,1244.0,0.7506743
1245.0,1245.0,0.7261871
1246.0,1246.0,0.5386711
1247.0,1247.0,0.4455952
1248.0,1248.0,0.7674407
1249.0,1249.0,0.5001479
1250.0,1250.0,0.61429375
1251.0,1251.0,0.44969594
1252.0,1252.0,0.6147021
1253.0,1253.0,0.4348881
1254.0,1254.0,0.5970434
1255.0,1255.0,0.61372775
1256.0,1256.0,0.7431086
1257.0,1257.0,0.41938555
1258.0,1258.0,0.5568353
1259.0,1259.0,0.77967197
1260.0,1260.0,0.65431696
1261.0,1261.0,0.7355493
1262.0,1262.0,0.43664113
1263.0,1263.0,0.47067735
1264.0,1264.0,0.82842714
1265.0,1265.0,0.6527
1266.0,1266.0,0.82386726
1267.0,1267.0,0.5275272
1268.0,1268.0,0.61098784
1269.0,1269.0,0.6889459
1270.0,1270.0,0.60133827
1271.0,1271.0,0.45550898
1272.0,1272.0,0.50223
1273.0,1273.0,0.6081233
1274.0,1274.0,0.486889
1275.0,1275.0,0.60416347
1276.0,1276.0,0.72427416
1277.0,1277.0,0.5168739
1278.0,1278.0,0.64070594
1279.0,1279.0,0.6329628
1280.0,1280.0,0.57825005
1281.0,1281.0,0.5235672
1282.0,1282.0,0.58522254
1283.0,1283.0,0.6822263
1284.0,1284.0,0.5817966
1285.0,1285.0,0.6380398
1286.0,1286.0,0.47483665
1287.0,1287.0,0.65362704
1288.0,1288.0,0.6245387
1289.0,1289.0,0.43190724
1290.0,1290.0,0.7035131
1291.0,1291.0,0.631673
1292.0,1292.0,0.74393487
1293.0,1293.0,0.5809959
1294.0,1294.0,0.4804801
1295.0,1295.0,0.62572235
1296.0,1296.0,0.48650002
1297.0,1297.0,0.48258877
1298.0,1298.0,0.68910265
1299.0,1299.0,0.7672323
1300.0,1300.0,0.52275914
1301.0,1301.0,0.6453237
1302.0,1302.0,0.6824332
1303.0,1303.0,0.5684986
1304.0,1304.0,0.59836334
1305.0,1305.0,0.61379075
1306.0,1306.0,0.51548076
1307.0,1307.0,0.50198907
1308.0,1308.0,0.6267974
1309.0,1309.0,0.71186656
1310.0,1310.0,0.42802757
1311.0,1311.0,0.700578
1312.0,1312.0,0.4868298
1313.0,1313.0,0.5920988
1314.0,1314.0,0.70549434
1315.0,1315.0,0.76388144
1316.0,1316.0,0.49371508
1317.0,1317.0,0.6657444
1318.0,1318.0,0.82167476
1319.0,1319.0,0.54745203
1320.0,1320.0,0.7317881
1321.0,1321.0,0.64765173
1322.0,1322.0,0.49439406
1323.0,1323.0,0.66752285
1324.0,1324.0,0.6229274
1325.0,1325.0,0.51796895
1326.0,1326.0,0.48345727
1327.0,1327.0,0.46903348
1328.0,1328.0,0.5780503
1329.0,1329.0,0.54978544
1330.0,1330.0,0.59375566
1331.0,1331.0,0.46203217
1332.0,1332.0,0.46093148
1333.0,1333.0,0.65605915
1334.0,1334.0,0.59806734
1335.0,1335.0,0.57550704
1336.0,1336.0,0.6332246
1337.0,1337.0,0.6898472
1338.0,1338.0,0.6403418
1339.0,1339.0,0.54504573
1340.0,1340.0,0.62941206
1341.0,1341.0,0.44159716
1342.0,1342.0,0.5765699
1343.0,1343.0,0.7515781
1344.0,1344.0,0.67624444
1345.0,1345.0,0.6147021
1346.0,1346.0,0.56489474
1347.0,1347.0,0.5336404
1348.0,1348.0,0.61658055
1349.0,1349.0,0.5064716
1350.0,1350.0,0.6653528
1351.0,1351.0,0.6055262
1352.0,1352.0,0.57684803
1353.0,1353.0,0.829277
1354.0,1354.0,0.6626038
1355.0,1355.0,0.60033816
1356.0,1356.0,0.8310253
1357.0,1357.0,0.7503781
1358.0,1358.0,0.6503631
1359.0,1359.0,0.53310597
1360.0,1360.0,0.5120075
1361.0,1361.0,0.67931366
1362.0,1362.0,0.54106694
1363.0,1363.0,0.42683172
1364.0,1364.0,0.7979661
1365.0,1365.0,0.5954761
1366.0,1366.0,0.51261324
1367.0,1367.0,0.43203148
1368.0,1368.0,0.7733212
1369.0,1369.0,0.5939065
1370.0,1370.0,0.4101825
1371.0,1371.0,0.5013025
1372.0,1372.0,0.5463652
1373.0,1373.0,0.67849594
1374.0,1374.0,0.5135991
1375.0,1375.0,0.6232638
1376.0,1376.0,0.6884607
1377.0,1377.0,0.62910646
1378.0,1378.0,0.704724
1379.0,1379.0,0.70305747
1380.0,1380.0,0.5886712
1381.0,1381.0,0.5765691
1382.0,1382.0,0.59392387
1383.0,1383.0,0.37108147
1384.0,1384.0,0.530875
1385.0,1385.0,0.69426775
1386.0,1386.0,0.59731513
1387.0,1387.0,0.69332886
1388.0,1388.0,0.5279461
1389.0,1389.0,0.68630886
1390.0,1390.0,0.63689315
1391.0,1391.0,0.45541838
1392.0,1392.0,0.63155013
1393.0,1393.0,0.7582938
1394.0,1394.0,0.6474208
1395.0,1395.0,0.5804305
1396.0,1396.0,0.6146638
1397.0,1397.0,0.4847245
1398.0,1398.0,0.69594514
1399.0,1399.0,0.50385094
1400.0,1400.0,0.49371865
1401.0,1401.0,0.6335723
1402.0,1402.0,0.37358114
1403.0,1403.0,0.6594254
1404.0,1404.0,0.6518869
1405.0,1405.0,0.5928963
1406.0,1406.0,0.5592494
1407.0,1407.0,0.624611
1408.0,1408.0,0.48747435
1409.0,1409.0,0.49369553
1410.0,1410.0,0.62435085
1411.0,1411.0,0.72240347
1412.0,1412.0,0.50826836
1413.0,1413.0,0.62653023
1414.0,1414.0,0.49219757
1415.0,1415.0,0.45238876
1416.0,1416.0,0.52928865
1417.0,1417.0,0.5066787
1418.0,1418.0,0.61134195
1419.0,1419.0,0.44116214
1420.0,1420.0,0.62552917
1421.0,1421.0,0.37807447
1422.0,1422.0,0.6469164
1423.0,1423.0,0.5241406
1424.0,1424.0,0.47795728
1425.0,1425.0,0.6898063
1426.0,1426.0,0.4977041
1427.0,1427.0,0.5163549
1428.0,1428.0,0.6238096
1429.0,1429.0,0.5068103
1430.0,1430.0,0.4221777
1431.0,1431.0,0.5268055
1432.0,1432.0,0.51443475
1433.0,1433.0,0.6397858
1434.0,1434.0,0.6017996
1435.0,1435.0,0.6900682
1436.0,1436.0,0.45138827
1437.0,1437.0,0.4259857
1438.0,1438.0,0.7786997
1439.0,1439.0,0.69130975
1440.0,1440.0,0.5791358
1441.0,1441.0,0.6222625
1442.0,1442.0,0.80840003
1443.0,1443.0,0.57328826
1444.0,1444.0,0.646224
1445.0,1445.0,0.5810577
1446.0,1446.0,0.5698483
1447.0,1447.0,0.59302247
1448.0,1448.0,0.47250554
1449.0,1449.0,0.49501455
1450.0,1450.0,0.5960738
1451.0,1451.0,0.68477905
1452.0,1452.0,0.5671461
1453.0,1453.0,0.65949005
1454.0,1454.0,0.72046447
1455.0,1455.0,0.7009267
1456.0,1456.0,0.48705465
1457.0,1457.0,0.48041832
1458.0,1458.0,0.6327562
1459.0,1459.0,0.49529755
1460.0,1460.0,0.6589299
1461.0,1461.0,0.614174
1462.0,1462.0,0.4631498
1463.0,1463.0,0.6306078
1464.0,1464.0,0.48415685
1465.0,1465.0,0.9814407
1466.0,1466.0,0.47777393
1467.0,1467.0,0.5464212
1468.0,1468.0,0.5399069
1469.0,1469.0,0.46848518
1470.0,1470.0,0.6285957
1471.0,1471.0,0.73371094
1472.0,1472.0,0.61126584
1473.0,1473.0,0.5357288
1474.0,1474.0,0.6084795
1475.0,1475.0,0.61360455
1476.0,1476.0,0.6228596
1477.0,1477.0,0.62217706
1478.0,1478.0,0.45118958
1479.0,1479.0,0.5039711
1480.0,1480.0,0.6623437
1481.0,1481.0,0.5728392
1482.0,1482.0,0.746651
1483.0,1483.0,0.73598516
1484.0,1484.0,0.45260417
1485.0,1485.0,0.6690936
1486.0,1486.0,0.6095621
1487.0,1487.0,0.5264064
1488.0,1488.0,0.42087153
1489.0,1489.0,0.5307726
1490.0,1490.0,0.73916566
1491.0,1491.0,0.5745028
1492.0,1492.0,0.45450297
1493.0,1493.0,0.49414802
1494.0,1494.0,0.63257
1495.0,1495.0,0.39615303
1496.0,1496.0,0.62716323
1497.0,1497.0,0.50384116
1498.0,1498.0,0.48816583
1499.0,1499.0,0.6782414
1500.0,1500.0,0.6610999
1501.0,1501.0,0.7128746
1502.0,1502.0,0.6769879
1503.0,1503.0,0.4516845
1504.0,1504.0,0.71992534
1505.0,1505.0,0.5210165
1506.0,1506.0,0.5195895
1507.0,1507.0,0.64247084
1508.0,1508.0,0.54298997
1509.0,1509.0,0.5096165
1510.0,1510.0,0.45538
1511.0,1511.0,0.5840821
1512.0,1512.0,0.47839496
1513.0,1513.0,0.4378887
1514.0,1514.0,0.62304014
1515.0,1515.0,0.6406066
1516.0,1516.0,0.46700385
1517.0,1517.0,0.5823724
1518.0,1518.0,0.40887922
1519.0,1519.0,0.5472941
1520.0,1520.0,0.53282696
1521.0,1521.0,0.48946577
1522.0,1522.0,0.5351386
1523.0,1523.0,0.6037896
1524.0,1524.0,0.67654985
1525.0,1525.0,0.49068874
1526.0,1526.0,0.6946818
1527.0,1527.0,0.5317889
1528.0,1528.0,0.58524114
1529.0,1529.0,0.5962701
1530.0,1530.0,0.48072925
1531.0,1531.0,0.6539962
1532.0,1532.0,0.6870387
1533.0,1533.0,0.5098468
1534.0,1534.0,0.38691032
1535.0,1535.0,0.6046428
1536.0,1536.0,0.53860617
1537.0,1537.0,0.65481865
1538.0,1538.0,0.8861907
1539.0,1539.0,0.70207393
1540.0,1540.0,0.6713243
1541.0,1541.0,0.7338642
1542.0,1542.0,0.628848
1543.0,1543.0,0.7623389
1544.0,1544.0,0.5411812
1545.0,1545.0,0.6160323
1546.0,1546.0,0.49951535
1547.0,1547.0,0.63134295
1548.0,1548.0,0.7497732
1549.0,1549.0,0.694717
1550.0,1550.0,0.46377724
1551.0,1551.0,0.5488599
1552.0,1552.0,0.5745712
1553.0,1553.0,0.4482759
1554.0,1554.0,0.5555496
1555.0,1555.0,0.6274567
1556.0,1556.0,0.5598963
1557.0,1557.0,0.47946844
1558.0,1558.0,0.4794035
1559.0,1559.0,0.6886041
1560.0,1560.0,0.6109597
1561.0,1561.0,0.7175396
1562.0,1562.0,0.5339995
1563.0,1563.0,0.50664604
1564.0,1564.0,0.5455418
1565.0,1565.0,0.6832464
1566.0,1566.0,0.8135661
1567.0,1567.0,0.6222681
1568.0,1568.0,0.5304331
1569.0,1569.0,0.71345747
1570.0,1570.0,0.616977
1571.0,1571.0,0.58996135
1572.0,1572.0,0.6499176
1573.0,1573.0,0.76312417
1574.0,1574.0,0.640027
1575.0,1575.0,0.6297571
1576.0,1576.0,0.63682127
1577.0,1577.0,0.4027865
1578.0,1578.0,0.51729494
1579.0,1579.0,0.70422494
1580.0,1580.0,0.82381684
1581.0,1581.0,0.5575225
1582.0,1582.0,0.6055775
1583.0,1583.0,0.4713829
1584.0,1584.0,0.5491384
1585.0,1585.0,0.59722686
1586.0,1586.0,0.6086318
1587.0,1587.0,0.5240444
1588.0,1588.0,0.47779754
1589.0,1589.0,0.5148498
1590.0,1590.0,0.4544635
1591.0,1591.0,0.4163398
1592.0,1592.0,0.3747634
1593.0,1593.0,0.6617542
1594.0,1594.0,0.49153414
1595.0,1595.0,0.65620714
1596.0,1596.0,0.6344218
1597.0,1597.0,0.37068528
1598.0,1598.0,0.5887587
1599.0,1599.0,0.44512406
1600.0,1600.0,0.78113747
1601.0,1601.0,0.5349201
1602.0,1602.0,0.64557105
1603.0,1603.0,0.5683972
1604.0,1604.0,0.5543894
1605.0,1605.0,0.5682022
1606.0,1606.0,0.73442954
1607.0,1607.0,0.53858536
1608.0,1608.0,0.65221405
1609.0,1609.0,0.6351483
1610.0,1610.0,0.733748
1611.0,1611.0,0.48813236
1612.0,1612.0,0.71652454
1613.0,1613.0,0.42526004
1614.0,1614.0,0.5012968
1615.0,1615.0,0.5887885
1616.0,1616.0,0.55877966
1617.0,1617.0,0.8127893
1618.0,1618.0,0.443597
1619.0,1619.0,0.41075405
1620.0,1620.0,0.5586805
1621.0,1621.0,0.4385053
1622.0,1622.0,0.6668088
1623.0,1623.0,0.6545261
1624.0,1624.0,0.5169019
1625.0,1625.0,0.64536506
1626.0,1626.0,0.6006087
1627.0,1627.0,0.52190346
1628.0,1628.0,0.6055071
1629.0,1629.0,0.42445672
1630.0,1630.0,0.49358886
1631.0,1631.0,0.6335032
1632.0,1632.0,0.7754059
1633.0,1633.0,0.55794805
1634.0,1634.0,0.54069823
1635.0,1635.0,0.3922624
1636.0,1636.0,0.59439164
1637.0,1637.0,0.63690376
1638.0,1638.0,0.5860905
1639.0,1639.0,0.59923476
1640.0,1640.0,0.58109385
1641.0,1641.0,0.63460636
1642.0,1642.0,0.5478738
1643.0,1643.0,0.5451247
1644.0,1644.0,0.493793
1645.0,1645.0,0.59276485
1646.0,1646.0,0.58228356
1647.0,1647.0,0.58497417
1648.0,1648.0,0.71452564
1649.0,1649.0,0.5182026
1650.0,1650.0,0.61658156
1651.0,1651.0,0.6247266
1652.0,1652.0,0.65162784
1653.0,1653.0,0.54883873
1654.0,1654.0,0.65854806
1655.0,1655.0,0.58474004
1656.0,1656.0,0.48049438
1657.0,1657.0,0.8435072
1658.0,1658.0,0.5401784
1659.0,1659.0,0.590609
1660.0,1660.0,0.53740156
1661.0,1661.0,0.75677204
1662.0,1662.0,0.5984581
1663.0,1663.0,0.45133844
1664.0,1664.0,0.69526803
1665.0,1665.0,0.5191394
1666.0,1666.0,0.5544654
1667.0,1667.0,0.43709147
1668.0,1668.0,0.74288887
1669.0,1669.0,0.6191054
1670.0,1670.0,0.6352561
1671.0,1671.0,0.6402416
1672.0,1672.0,0.6505888
1673.0,1673.0,0.5871063
1674.0,1674.0,0.55043024
1675.0,1675.0,0.5219763
1676.0,1676.0,0.5817542
1677.0,1677.0,0.6304851
1678.0,1678.0,0.5345996
1679.0,1679.0,0.8380581
1680.0,1680.0,0.79347414
1681.0,1681.0,0.6536919
1682.0,1682.0,0.48951337
1683.0,1683.0,0.67058825
1684.0,1684.0,0.4703355
1685.0,1685.0,0.53147185
1686.0,1686.0,0.41933447
1687.0,1687.0,0.5897708
1688.0,1688.0,0.62704456
1689.0,1689.0,0.53242105
1690.0,1690.0,0.52480215
1691.0,1691.0,0.5109704
1692.0,1692.0,0.51957715
1693.0,1693.0,0.56910044
1694.0,1694.0,0.7206599
1695.0,1695.0,0.7255721
1696.0,1696.0,0.54036665
1697.0,1697.0,0.520396
1698.0,1698.0,0.5907515
1699.0,1699.0,0.50470275
1700.0,1700.0,0.67144
1701.0,1701.0,0.42794445
1702.0,1702.0,0.60955095
1703.0,1703.0,0.57777065
1704.0,1704.0,0.604925
1705.0,1705.0,0.44657603
1706.0,1706.0,0.7207361
1707.0,1707.0,0.51450914
1708.0,1708.0,0.7254757
1709.0,1709.0,0.6804807
1710.0,1710.0,0.73325425
1711.0,1711.0,0.71971005
1712.0,1712.0,0.76853484
1713.0,1713.0,0.6422348
1714.0,1714.0,0.37495545
1715.0,1715.0,0.65222317
1716.0,1716.0,0.51842314
1717.0,1717.0,0.6309417
1718.0,1718.0,0.71040165
1719.0,1719.0,0.59900993
1720.0,1720.0,0.80789685
1721.0,1721.0,0.6325825
1722.0,1722.0,0.54209536
1723.0,1723.0,0.69735193
1724.0,1724.0,0.4156459
1725.0,1725.0,0.63792795
1726.0,1726.0,0.6086405
1727.0,1727.0,0.5100546
1728.0,1728.0,0.5474365
1729.0,1729.0,0.48632383
1730.0,1730.0,0.5396182
1731.0,1731.0,0.7347561
1732.0,1732.0,0.42397606
1733.0,1733.0,0.6127569
1734.0,1734.0,0.8031589
1735.0,1735.0,0.59802717
1736.0,1736.0,0.72317547
1737.0,1737.0,0.6198952
1738.0,1738.0,0.54702044
1739.0,1739.0,0.76109374
1740.0,1740.0,0.48610526
1741.0,1741.0,0.6217119
1742.0,1742.0,0.61570865
1743.0,1743.0,0.54183674
1744.0,1744.0,0.57096326
1745.0,1745.0,0.7448089
1746.0,1746.0,0.43658614
1747.0,1747.0,0.7081579
1748.0,1748.0,0.57588166
1749.0,1749.0,0.7417909
1750.0,1750.0,0.7647047
1751.0,1751.0,0.73806304
1752.0,1752.0,0.6078113
1753.0,1753.0,0.5167031
1754.0,1754.0,0.37530002
1755.0,1755.0,0.48572686
1756.0,1756.0,0.6066808
1757.0,1757.0,0.6090306
1758.0,1758.0,0.5900095
1759.0,1759.0,0.6733365
1760.0,1760.0,0.61162835
1761.0,1761.0,0.66512346
1762.0,1762.0,0.70182043
1763.0,1763.0,0.6258068
1764.0,1764.0,0.69218516
1765.0,1765.0,0.55884385
1766.0,1766.0,0.54904276
1767.0,1767.0,0.49093452
1768.0,1768.0,0.53103685
1769.0,1769.0,0.6038084
1770.0,1770.0,0.6943546
1771.0,1771.0,0.3949258
1772.0,1772.0,0.6298614
1773.0,1773.0,0.62842125
1774.0,1774.0,0.45817798
1775.0,1775.0,0.51918334
1776.0,1776.0,0.6861729
1777.0,1777.0,0.7616763
1778.0,1778.0,0.4504784
1779.0,1779.0,0.7772237
1780.0,1780.0,0.5525648
1781.0,1781.0,0.5583329
1782.0,1782.0,0.59333575
1783.0,1783.0,0.5782035
1784.0,1784.0,0.38125947
1785.0,1785.0,0.5548017
1786.0,1786.0,0.7276704
1787.0,1787.0,0.4380456
1788.0,1788.0,0.592601
1789.0,1789.0,0.63932127
1790.0,1790.0,0.6711578
1791.0,1791.0,0.7314932
1792.0,1792.0,0.7667538
1793.0,1793.0,0.530268
1794.0,1794.0,0.57104737
1795.0,1795.0,0.518938
1796.0,1796.0,0.5974239
1797.0,1797.0,0.5220741
1798.0,1798.0,0.5720664
1799.0,1799.0,0.76153255
1800.0,1800.0,0.748964
1801.0,1801.0,0.5639268
1802.0,1802.0,0.51748526
1803.0,1803.0,0.45497382
1804.0,1804.0,0.55953354
1805.0,1805.0,0.45589826
1806.0,1806.0,0.66243696
1807.0,1807.0,0.67093295
1808.0,1808.0,0.5593238
1809.0,1809.0,0.52168745
1810.0,1810.0,0.6867886
1811.0,1811.0,0.5768846
1812.0,1812.0,0.5201803
1813.0,1813.0,0.496374
1814.0,1814.0,0.47130802
1815.0,1815.0,0.4610349
1816.0,1816.0,0.6096972
1817.0,1817.0,0.55001575
1818.0,1818.0,0.48686978
1819.0,1819.0,0.59076625
1820.0,1820.0,0.4883672
1821.0,1821.0,0.56084114
1822.0,1822.0,0.61304194
1823.0,1823.0,0.43647057
1824.0,1824.0,0.6423971
1825.0,1825.0,0.6317395
1826.0,1826.0,0.5891761
1827.0,1827.0,0.64504987
1828.0,1828.0,0.71420944
1829.0,1829.0,0.7321446
1830.0,1830.0,0.56418777
1831.0,1831.0,0.7501297
1832.0,1832.0,0.82134324
1833.0,1833.0,0.61984366
1834.0,1834.0,0.46669972
1835.0,1835.0,0.6960998
1836.0,1836.0,0.5021742
1837.0,1837.0,0.50295293
1838.0,1838.0,0.6192132
1839.0,1839.0,0.47405815
1840.0,1840.0,0.5318741
1841.0,1841.0,0.55918264
1842.0,1842.0,0.44708273
1843.0,1843.0,0.4106656
1844.0,1844.0,0.6712087
1845.0,1845.0,0.46523398
1846.0,1846.0,0.49601373
1847.0,1847.0,0.48561805
1848.0,1848.0,0.6123601
1849.0,1849.0,0.55219835
1850.0,1850.0,0.45316893
1851.0,1851.0,0.62891686
1852.0,1852.0,0.85443693
1853.0,1853.0,0.655615
1854.0,1854.0,0.7064916
1855.0,1855.0,0.5773212
1856.0,1856.0,0.5136538
1857.0,1857.0,0.6546381
1858.0,1858.0,0.6759965
1859.0,1859.0,0.4498544
1860.0,1860.0,0.59263575
1861.0,1861.0,0.73398066
1862.0,1862.0,0.50925475
1863.0,1863.0,0.7181903
1864.0,1864.0,0.52211833
1865.0,1865.0,0.56729287
1866.0,1866.0,0.74531287
1867.0,1867.0,0.94311297
1868.0,1868.0,0.80621326
1869.0,1869.0,0.8317188
1870.0,1870.0,0.81427205
1871.0,1871.0,0.5875267
1872.0,1872.0,0.6428927
1873.0,1873.0,0.50533015
1874.0,1874.0,0.529761
1875.0,1875.0,0.56087387
1876.0,1876.0,0.70440334
1877.0,1877.0,0.7897746
