x,y,species max
1.0,1.0,0.61612827
2.0,2.0,0.65600014
3.0,3.0,0.6671692
4.0,4.0,0.6745797
5.0,5.0,0.567162
6.0,6.0,0.5743813
7.0,7.0,0.6180251
8.0,8.0,0.6603709
9.0,9.0,0.5756054
10.0,10.0,0.5789299
11.0,11.0,0.66438407
12.0,12.0,0.59381413
13.0,13.0,0.57493895
14.0,14.0,0.632785
15.0,15.0,0.56620955
16.0,16.0,0.80085164
17.0,17.0,0.58794147
18.0,18.0,0.53053695
19.0,19.0,0.6495147
20.0,20.0,0.59190404
21.0,21.0,0.6727798
22.0,22.0,0.66824204
23.0,23.0,0.64765686
24.0,24.0,0.65421444
25.0,25.0,0.5820409
26.0,26.0,0.55944264
27.0,27.0,0.5854356
28.0,28.0,0.659769
29.0,29.0,0.56033933
30.0,30.0,0.6692138
31.0,31.0,0.56124026
32.0,32.0,0.5733829
33.0,33.0,0.6080824
34.0,34.0,0.6788528
35.0,35.0,0.6836959
36.0,36.0,0.73467994
37.0,37.0,0.6664112
38.0,38.0,0.6713879
39.0,39.0,0.5742465
40.0,40.0,0.6021206
41.0,41.0,0.6729011
42.0,42.0,0.5880503
43.0,43.0,0.66862696
44.0,44.0,0.669138
45.0,45.0,0.56376576
46.0,46.0,0.6703417
47.0,47.0,0.58384526
48.0,48.0,0.66688097
49.0,49.0,0.66402036
50.0,50.0,0.5603086
51.0,51.0,0.66622245
52.0,52.0,0.661497
53.0,53.0,0.55553615
54.0,54.0,0.5622329
55.0,55.0,0.5582219
56.0,56.0,0.6414772
57.0,57.0,0.55941033
58.0,58.0,0.67081547
59.0,59.0,0.5971964
60.0,60.0,0.5955049
61.0,61.0,0.59092873
62.0,62.0,0.65380836
63.0,63.0,0.66257274
64.0,64.0,0.5741057
65.0,65.0,0.6382708
66.0,66.0,0.56472546
67.0,67.0,0.62227887
68.0,68.0,0.666024
69.0,69.0,0.6743362
70.0,70.0,0.58229953
71.0,71.0,0.6346123
72.0,72.0,0.5661297
73.0,73.0,0.57695204
74.0,74.0,0.6219761
75.0,75.0,0.59056425
76.0,76.0,0.66174126
77.0,77.0,0.5924491
78.0,78.0,0.6078348
79.0,79.0,0.63930917
80.0,80.0,0.55783224
81.0,81.0,0.55837876
82.0,82.0,0.5678284
83.0,83.0,0.5678305
84.0,84.0,0.5745401
85.0,85.0,0.5632242
86.0,86.0,0.65786815
87.0,87.0,0.61647564
88.0,88.0,0.64770603
89.0,89.0,0.67633885
90.0,90.0,0.57771295
91.0,91.0,0.6697732
92.0,92.0,0.66278684
93.0,93.0,0.659065
94.0,94.0,0.6549433
95.0,95.0,0.67980224
96.0,96.0,0.5715986
97.0,97.0,0.6541975
98.0,98.0,0.66367364
99.0,99.0,0.6140007
100.0,100.0,0.57322925
101.0,101.0,0.5818703
102.0,102.0,0.6737969
103.0,103.0,0.6539896
104.0,104.0,0.59676045
105.0,105.0,0.67157537
106.0,106.0,0.6326854
107.0,107.0,0.6679552
108.0,108.0,0.6544496
109.0,109.0,0.63125473
110.0,110.0,0.82661724
111.0,111.0,0.58927786
112.0,112.0,0.5293448
113.0,113.0,0.56087166
114.0,114.0,0.6730423
115.0,115.0,0.67444724
116.0,116.0,0.5710777
117.0,117.0,0.80512714
118.0,118.0,0.67192525
119.0,119.0,0.6163541
120.0,120.0,0.67415684
121.0,121.0,0.6596642
122.0,122.0,0.65264636
123.0,123.0,0.6640931
124.0,124.0,0.66918695
125.0,125.0,0.65417147
126.0,126.0,0.6571042
127.0,127.0,0.6597502
128.0,128.0,0.6237982
129.0,129.0,0.672759
130.0,130.0,0.5634197
131.0,131.0,0.657299
132.0,132.0,0.6085525
133.0,133.0,0.65842676
134.0,134.0,0.67225665
135.0,135.0,0.66497415
136.0,136.0,0.8548502
137.0,137.0,0.5694661
138.0,138.0,0.6569318
