X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,5.70975890375175E-4,40.51032730786801,0.6654123920424417
2.0,2.0,train,7.53162455281579E-4,96.51160939704977,0.7640658497889867
3.0,3.0,train,7.215380967941081E-4,84.01758763566703,0.7493160413083491
4.0,4.0,train,6.685833288848931E-4,69.75453874009187,0.7225239187542849
5.0,5.0,train,5.627248807963415E-4,37.51119251973774,0.6600766294209501
6.0,6.0,train,5.518019148005859E-4,34.589506456549934,0.6528818558445022
7.0,7.0,train,6.536526597188064E-4,65.0950632874134,0.7144650146853619
9.0,9.0,train,7.533959791793123E-4,96.67241297984864,0.7641714742114455
10.0,10.0,train,6.619134216992305E-4,67.48542752292964,0.7189523009026302
11.0,11.0,train,7.101346760233151E-4,79.81075248827482,0.7437741502283421
13.0,13.0,train,5.394791848144196E-4,32.83132138802485,0.6445821103284557
14.0,14.0,train,9.834794563873988E-4,99.56086129273469,0.8482983512711737
16.0,16.0,train,6.742698408733925E-4,71.50318531084416,0.725533079120191
17.0,17.0,train,7.167766341836289E-4,82.15626185299082,0.7470167686877588
18.0,18.0,train,3.210206987168713E-4,12.32663764338505,0.45966337630965104
20.0,20.0,train,7.144506149482832E-4,81.3874606106604,0.7458858969382621
21.0,21.0,train,7.232292856048648E-4,84.32323694371537,0.7501276638282552
22.0,22.0,train,7.09774527191596E-4,79.66975875453866,0.7435971416303033
23.0,23.0,train,7.142291626218155E-4,81.31671821216545,0.7457779673129707
25.0,25.0,train,9.506138764909345E-4,99.30620974057975,0.8384303862828404
26.0,26.0,train,7.42379746388191E-4,91.2806687925165,0.7591368862075174
27.0,27.0,train,9.196386834443469E-4,99.23613313477026,0.8285431582098638
29.0,29.0,train,7.119782945665848E-4,80.42479875243124,0.7446783533963366
30.0,30.0,train,7.176188141516359E-4,82.50607614623847,0.7474249803997357
31.0,31.0,train,5.500241894900975E-4,34.221537843903064,0.6516965734374576
33.0,33.0,train,7.540403120256875E-4,97.2369642358365,0.7644626651031042
34.0,34.0,train,7.376975345333688E-4,89.51975802363106,0.7569646259665909
35.0,35.0,train,5.807663442092968E-4,45.293303934399944,0.6716351356729309
36.0,36.0,train,6.424085439781046E-4,62.792908665830225,0.7082418061314755
38.0,38.0,train,6.722184045626774E-4,70.84414864137955,0.7244512916314089
39.0,39.0,train,7.105484081234285E-4,79.98371914852778,0.74397734350842
40.0,40.0,train,6.704734841778178E-4,70.17039759106608,0.723527784621969
41.0,41.0,train,6.592121816590335E-4,66.6127759356193,0.7174927881575575
42.0,42.0,train,7.114247131035489E-4,80.29054632926828,0.7444071849582803
43.0,43.0,train,5.254872370010474E-4,30.876081609076632,0.634917241881457
44.0,44.0,train,7.562382375606787E-4,97.54744204464006,0.7654532627988312
45.0,45.0,train,6.730834523561754E-4,71.33680439284556,0.724907977718884
46.0,46.0,train,6.831554761745076E-4,74.01271225101233,0.730169932407741
47.0,47.0,train,7.061963381755089E-4,79.0573857796701,0.741831850523428
48.0,48.0,train,6.901931664742227E-4,75.69873152427509,0.7337868019996436
49.0,49.0,train,7.297742959847336E-4,86.05270503080408,0.7532440091254173
50.0,50.0,train,7.162516051432158E-4,82.00403968285379,0.7467619489090283
51.0,51.0,train,7.270918335999667E-4,84.89811716791006,0.7519715079275142
53.0,53.0,train,6.786969675226211E-4,73.05960547238314,0.7278531930850305
54.0,54.0,train,5.731223409256848E-4,41.28481453205189,0.6667866768339151
55.0,55.0,train,5.708157781023069E-4,39.76829378058103,0.6653096518001362
56.0,56.0,train,6.160269219379463E-4,57.03261125773314,0.6931028760834607
57.0,57.0,train,4.455277211830438E-4,24.5687708314065,0.574422159411472
58.0,58.0,train,3.405470482014515E-4,14.314673421885823,0.4795206589684281
59.0,59.0,train,5.988789579550169E-4,51.967097327269215,0.6828438881201073
60.0,60.0,train,5.772982279124709E-4,43.567705489302455,0.669444174700553
61.0,61.0,train,6.12558491662726E-4,55.78462766126101,0.6910549691025722
62.0,62.0,train,5.772982279124709E-4,43.567705489302455,0.669444174700553
64.0,64.0,train,7.586005227129907E-4,98.19902378568405,0.7665132922008108
65.0,65.0,train,7.586005227129907E-4,98.19902378568405,0.7665132922008108
66.0,66.0,train,7.539269780589026E-4,97.15479503249128,0.7644114725866158
67.0,67.0,train,7.523704343706265E-4,96.06780291282661,0.7637072609874415
68.0,68.0,train,5.676019011501192E-4,38.801385457283395,0.663240698118843
69.0,69.0,train,5.394791848144196E-4,32.83132138802485,0.6445821103284557
70.0,70.0,train,5.78930310637155E-4,44.32812165441657,0.6704770479473143
72.0,72.0,train,5.410043491320829E-4,33.16642590335231,0.6456200221590493
73.0,73.0,train,7.440623909287104E-4,91.77829247503968,0.7599127789344815
74.0,74.0,train,7.466040367893717E-4,92.86826206489263,0.7610800336953304
