x,y,species_2 cloglog values
1.0,1.0,0.4403951
2.0,2.0,0.44494456
3.0,3.0,0.32135698
4.0,4.0,0.27246517
5.0,5.0,0.7238258
6.0,6.0,0.7518525
7.0,7.0,0.7076719
8.0,8.0,0.46940753
9.0,9.0,0.75122815
10.0,10.0,0.7484305
11.0,11.0,0.31810045
12.0,12.0,0.6973193
13.0,13.0,0.7518954
14.0,14.0,0.6749982
15.0,15.0,0.7130772
16.0,16.0,0.52084386
17.0,17.0,0.37946367
18.0,18.0,0.6989589
19.0,19.0,0.56787765
20.0,20.0,0.7120948
21.0,21.0,0.30324355
22.0,22.0,0.25610477
23.0,23.0,0.6968519
24.0,24.0,0.4389693
25.0,25.0,0.46230528
26.0,26.0,0.67553896
27.0,27.0,0.7457047
28.0,28.0,0.50092703
29.0,29.0,0.7052086
30.0,30.0,0.34513217
31.0,31.0,0.6992818
32.0,32.0,0.75295967
33.0,33.0,0.55851185
34.0,34.0,0.6707178
35.0,35.0,0.29922634
36.0,36.0,0.41685313
37.0,37.0,0.43718222
38.0,38.0,0.24855076
39.0,39.0,0.71452224
40.0,40.0,0.6497144
41.0,41.0,0.2995636
42.0,42.0,0.74240786
43.0,43.0,0.2506254
44.0,44.0,0.27551407
45.0,45.0,0.70195967
46.0,46.0,0.44488776
47.0,47.0,0.50736195
48.0,48.0,0.40617839
49.0,49.0,0.45818135
50.0,50.0,0.697797
51.0,51.0,0.39768463
52.0,52.0,0.31254128
53.0,53.0,0.6511144
54.0,54.0,0.71797365
55.0,55.0,0.6952198
56.0,56.0,0.71359533
57.0,57.0,0.68963736
58.0,58.0,0.4332316
59.0,59.0,0.6834938
60.0,60.0,0.69443667
61.0,61.0,0.73295885
62.0,62.0,0.4505557
63.0,63.0,0.38047242
64.0,64.0,0.5704308
65.0,65.0,0.71302986
66.0,66.0,0.71111387
67.0,67.0,0.71135265
68.0,68.0,0.34657574
69.0,69.0,0.20935303
70.0,70.0,0.7464414
71.0,71.0,0.75003874
72.0,72.0,0.71062267
73.0,73.0,0.7496895
74.0,74.0,0.7075044
75.0,75.0,0.7178411
