x,y,species min
1.0,1.0,0.21713825
2.0,2.0,0.2501154
3.0,3.0,0.15986863
4.0,4.0,0.63865674
5.0,5.0,0.84882796
6.0,6.0,0.01805829
7.0,7.0,0.01784961
8.0,8.0,0.4787472
9.0,9.0,0.112084754
10.0,10.0,0.02522714
11.0,11.0,0.11001624
12.0,12.0,0.81618977
13.0,13.0,0.12506782
14.0,14.0,0.01137625
15.0,15.0,0.11161167
16.0,16.0,0.057978503
17.0,17.0,0.7040111
18.0,18.0,0.8032118
19.0,19.0,0.486424
20.0,20.0,0.4699208
21.0,21.0,0.7599792
22.0,22.0,0.10873747
23.0,23.0,0.36412013
24.0,24.0,0.16645695
25.0,25.0,0.003903071
26.0,26.0,0.0016844202
27.0,27.0,0.65797675
28.0,28.0,0.45690674
29.0,29.0,0.6540683
30.0,30.0,0.5337456
31.0,31.0,0.46359074
32.0,32.0,0.5836875
33.0,33.0,0.6602449
34.0,34.0,0.1138564
35.0,35.0,0.36633182
36.0,36.0,0.61315465
37.0,37.0,0.6429973
38.0,38.0,0.3854792
39.0,39.0,0.96314174
40.0,40.0,0.046002865
41.0,41.0,0.6264448
42.0,42.0,0.10843346
43.0,43.0,0.00346784
44.0,44.0,0.5203949
45.0,45.0,0.51655245
46.0,46.0,0.37845293
47.0,47.0,0.0033740422
48.0,48.0,0.025197595
49.0,49.0,0.03585041
50.0,50.0,0.116187565
51.0,51.0,0.10305913
52.0,52.0,0.16823776
53.0,53.0,0.0746511
54.0,54.0,0.7739227
55.0,55.0,0.43008655
56.0,56.0,0.5785349
57.0,57.0,0.5765748
58.0,58.0,0.023674963
59.0,59.0,0.012439332
60.0,60.0,0.16003779
61.0,61.0,0.5397006
62.0,62.0,0.70908403
63.0,63.0,0.0014886289
64.0,64.0,0.017751465
65.0,65.0,0.7592755
66.0,66.0,0.1903176
67.0,67.0,0.07228996
68.0,68.0,0.017452424
69.0,69.0,0.16709296
70.0,70.0,0.48570323
71.0,71.0,0.17894611
72.0,72.0,0.35816285
73.0,73.0,0.5044097
74.0,74.0,0.5863856
75.0,75.0,0.6854747
76.0,76.0,0.027442962
77.0,77.0,0.650933
78.0,78.0,0.62398595
79.0,79.0,0.5375281
80.0,80.0,0.005418676
81.0,81.0,0.33432335
82.0,82.0,0.30577403
83.0,83.0,0.3647887
84.0,84.0,0.1462089
85.0,85.0,0.46600115
86.0,86.0,0.041447274
87.0,87.0,0.037144482
88.0,88.0,0.59196454
89.0,89.0,0.015129719
90.0,90.0,0.009369634
91.0,91.0,0.020058464
92.0,92.0,0.007244185
93.0,93.0,0.9690219
94.0,94.0,0.21717265
95.0,95.0,0.003776749
96.0,96.0,0.0055881026
97.0,97.0,0.19082896
98.0,98.0,0.248045
99.0,99.0,0.001412982
100.0,100.0,0.3855259
101.0,101.0,0.0021322155
102.0,102.0,0.082821816
103.0,103.0,0.009979269
104.0,104.0,0.0032320295
105.0,105.0,0.020463463
106.0,106.0,0.09712053
107.0,107.0,0.099736966
108.0,108.0,0.59028614
109.0,109.0,0.5973599
110.0,110.0,0.03233448
111.0,111.0,0.70784223
112.0,112.0,0.6491816
113.0,113.0,0.052582916
114.0,114.0,0.13400991
115.0,115.0,0.38955224
116.0,116.0,0.0027565348
117.0,117.0,0.008730653
118.0,118.0,0.57907474
119.0,119.0,0.6416108
120.0,120.0,0.19223842
121.0,121.0,0.023265775
122.0,122.0,0.83322525
123.0,123.0,0.023316953
124.0,124.0,0.047317624
125.0,125.0,0.07403582
126.0,126.0,0.5142295
127.0,127.0,0.23771043
128.0,128.0,0.089251585
