x,y,species median
1.0,1.0,0.25788453
2.0,2.0,0.25557697
3.0,3.0,0.22432038
4.0,4.0,0.6695158
5.0,5.0,0.92813694
6.0,6.0,0.023348104
7.0,7.0,0.024248315
8.0,8.0,0.51763
9.0,9.0,0.14236659
10.0,10.0,0.030702133
11.0,11.0,0.14145897
12.0,12.0,0.82594305
13.0,13.0,0.18260281
14.0,14.0,0.014658608
15.0,15.0,0.12446611
16.0,16.0,0.06639409
17.0,17.0,0.71426517
18.0,18.0,0.8172454
19.0,19.0,0.5688262
20.0,20.0,0.4995079
21.0,21.0,0.7796806
22.0,22.0,0.16933098
23.0,23.0,0.44213697
24.0,24.0,0.22847787
25.0,25.0,0.0056839455
26.0,26.0,0.0023001567
27.0,27.0,0.68640274
28.0,28.0,0.55432767
29.0,29.0,0.67529786
30.0,30.0,0.5525457
31.0,31.0,0.47392085
32.0,32.0,0.58912474
33.0,33.0,0.69366485
34.0,34.0,0.14110011
35.0,35.0,0.40454808
36.0,36.0,0.64848095
37.0,37.0,0.67893106
38.0,38.0,0.41630957
39.0,39.0,0.97047335
40.0,40.0,0.05852717
41.0,41.0,0.68850845
42.0,42.0,0.11999157
43.0,43.0,0.0037056427
44.0,44.0,0.54827404
45.0,45.0,0.5676046
46.0,46.0,0.4048655
47.0,47.0,0.004944702
48.0,48.0,0.03205814
49.0,49.0,0.043424357
50.0,50.0,0.17735365
51.0,51.0,0.1113094
52.0,52.0,0.23726691
53.0,53.0,0.08243798
54.0,54.0,0.787006
55.0,55.0,0.45675406
56.0,56.0,0.62023604
57.0,57.0,0.60391927
58.0,58.0,0.031584997
59.0,59.0,0.017077308
60.0,60.0,0.22170587
61.0,61.0,0.5568556
62.0,62.0,0.72643626
63.0,63.0,0.0020616064
64.0,64.0,0.023714537
65.0,65.0,0.79497105
66.0,66.0,0.21348117
67.0,67.0,0.08175472
68.0,68.0,0.023169724
69.0,69.0,0.23972666
70.0,70.0,0.50013715
71.0,71.0,0.21470946
72.0,72.0,0.39641267
73.0,73.0,0.5308025
74.0,74.0,0.5893139
75.0,75.0,0.69518155
76.0,76.0,0.034186047
77.0,77.0,0.67888445
78.0,78.0,0.6449452
79.0,79.0,0.57702684
80.0,80.0,0.0077398825
81.0,81.0,0.3701697
82.0,82.0,0.34326047
83.0,83.0,0.46480307
84.0,84.0,0.15960331
85.0,85.0,0.5524367
86.0,86.0,0.063241996
87.0,87.0,0.045125734
88.0,88.0,0.66388553
89.0,89.0,0.019356377
90.0,90.0,0.012494282
91.0,91.0,0.024522835
92.0,92.0,0.009640706
93.0,93.0,0.981889
94.0,94.0,0.2802418
95.0,95.0,0.0055545075
96.0,96.0,0.007555622
97.0,97.0,0.30072743
98.0,98.0,0.31727347
99.0,99.0,0.0019336044
100.0,100.0,0.39928806
101.0,101.0,0.0028252346
102.0,102.0,0.086492345
103.0,103.0,0.012779234
104.0,104.0,0.004747802
105.0,105.0,0.02488989
106.0,106.0,0.119654484
107.0,107.0,0.12608474
108.0,108.0,0.63499
109.0,109.0,0.64526874
110.0,110.0,0.04383295
111.0,111.0,0.72342086
112.0,112.0,0.7182354
113.0,113.0,0.06835347
114.0,114.0,0.15429415
115.0,115.0,0.48273277
116.0,116.0,0.0041795378
117.0,117.0,0.0125244865
118.0,118.0,0.6371884
119.0,119.0,0.6867264
120.0,120.0,0.22369729
121.0,121.0,0.027567474
122.0,122.0,0.8479223
123.0,123.0,0.029608319
124.0,124.0,0.055634897
125.0,125.0,0.08035721
126.0,126.0,0.56124264
127.0,127.0,0.26619914
128.0,128.0,0.108257696
129.0,129.0,0.8327227
130.0,130.0,0.48570257
131.0,131.0,0.56067
132.0,132.0,0.0039695376
133.0,133.0,0.81052303
134.0,134.0,0.2047165
135.0,135.0,0.17416357
136.0,136.0,0.047797993
137.0,137.0,0.5870052
138.0,138.0,0.025992613
139.0,139.0,0.38362387
140.0,140.0,0.045151208
141.0,141.0,0.078624554
142.0,142.0,0.67053276
143.0,143.0,0.060099844
144.0,144.0,0.4878283
145.0,145.0,0.023753578
146.0,146.0,0.0028048882
147.0,147.0,0.051773235
148.0,148.0,0.0644731
149.0,149.0,0.74841654
150.0,150.0,0.0041527073
151.0,151.0,0.43400002
152.0,152.0,0.54579455
153.0,153.0,0.08451877
154.0,154.0,0.6271639
155.0,155.0,0.09440925
156.0,156.0,0.025397403
157.0,157.0,0.3723561
158.0,158.0,0.040906433
159.0,159.0,0.9183458
160.0,160.0,0.029486196
161.0,161.0,0.015597917
162.0,162.0,0.026713392
163.0,163.0,0.01821972
164.0,164.0,0.19413568
165.0,165.0,0.0048782225
166.0,166.0,0.23144719
167.0,167.0,0.10433559
168.0,168.0,0.019177474
169.0,169.0,0.17144418
170.0,170.0,0.14887094
171.0,171.0,0.6525021
172.0,172.0,0.021406025
173.0,173.0,0.0024814722
174.0,174.0,0.006749377
175.0,175.0,0.04875681
176.0,176.0,0.57851934
177.0,177.0,0.56411606
178.0,178.0,0.0498353
179.0,179.0,0.8043779
180.0,180.0,0.14812826
181.0,181.0,0.34236094
182.0,182.0,0.02655192
183.0,183.0,0.078835934
184.0,184.0,0.23054792
185.0,185.0,0.67412096
186.0,186.0,0.040551327
187.0,187.0,0.763706
188.0,188.0,0.21339203
189.0,189.0,0.38232023
190.0,190.0,0.014766856
191.0,191.0,0.47171727
192.0,192.0,0.9134258
193.0,193.0,0.17835312
194.0,194.0,0.68860054
195.0,195.0,0.71355087
196.0,196.0,0.145524
197.0,197.0,0.021085195
198.0,198.0,0.036105108
199.0,199.0,0.07100136
200.0,200.0,0.014450497
201.0,201.0,0.26484606
202.0,202.0,0.030653296
203.0,203.0,0.082639985
204.0,204.0,0.17136855
205.0,205.0,0.040804937
206.0,206.0,0.17731272
207.0,207.0,0.18330297
208.0,208.0,0.029890295
209.0,209.0,0.01793086
210.0,210.0,0.8086291
211.0,211.0,0.8811695
212.0,212.0,0.82314795
213.0,213.0,0.0031128344
214.0,214.0,0.5275588
