x,y,species_3 cloglog values
1.0,1.0,0.62625754
2.0,2.0,0.6863051
3.0,3.0,0.5911068
4.0,4.0,0.6875152
5.0,5.0,0.6679954
6.0,6.0,0.59661883
7.0,7.0,0.6456552
8.0,8.0,0.6046997
9.0,9.0,0.5872355
10.0,10.0,0.510291
11.0,11.0,0.7432511
12.0,12.0,0.542413
13.0,13.0,0.6496182
14.0,14.0,0.63175505
15.0,15.0,0.6299959
16.0,16.0,0.66103464
17.0,17.0,0.5151078
18.0,18.0,0.51842767
19.0,19.0,0.5488109
20.0,20.0,0.514521
21.0,21.0,0.5356296
22.0,22.0,0.67355305
23.0,23.0,0.5975125
24.0,24.0,0.5990861
25.0,25.0,0.50995696
26.0,26.0,0.6971481
27.0,27.0,0.7047132
28.0,28.0,0.49059793
29.0,29.0,0.723138
30.0,30.0,0.5062074
31.0,31.0,0.59833854
32.0,32.0,0.53798133
33.0,33.0,0.57987833
34.0,34.0,0.5294391
35.0,35.0,0.5984339
36.0,36.0,0.7116135
37.0,37.0,0.62103134
38.0,38.0,0.504584
39.0,39.0,0.510745
40.0,40.0,0.6597269
41.0,41.0,0.5205078
42.0,42.0,0.5048078
43.0,43.0,0.4965519
44.0,44.0,0.7004047
45.0,45.0,0.59239656
46.0,46.0,0.6319095
47.0,47.0,0.6148881
48.0,48.0,0.668103
49.0,49.0,0.7172107
50.0,50.0,0.6100554
51.0,51.0,0.6721525
52.0,52.0,0.39762652
53.0,53.0,0.53883964
54.0,54.0,0.7123149
55.0,55.0,0.7134579
56.0,56.0,0.6686537
57.0,57.0,0.5142834
58.0,58.0,0.708722
59.0,59.0,0.51673174
60.0,60.0,0.6941251
61.0,61.0,0.63193405
62.0,62.0,0.6889168
63.0,63.0,0.50958455
64.0,64.0,0.6678875
65.0,65.0,0.5989789
66.0,66.0,0.6058591
67.0,67.0,0.5156807
68.0,68.0,0.51323706
69.0,69.0,0.6409832
70.0,70.0,0.53663397
71.0,71.0,0.66132313
72.0,72.0,0.64594597
73.0,73.0,0.7090384
74.0,74.0,0.7071397
75.0,75.0,0.5912154
76.0,76.0,0.53505784
77.0,77.0,0.6356018
78.0,78.0,0.6409691
79.0,79.0,0.6702612
80.0,80.0,0.68779665
81.0,81.0,0.6471631
82.0,82.0,0.6514512
83.0,83.0,0.51438695
84.0,84.0,0.71964425
85.0,85.0,0.60143745
86.0,86.0,0.6767523
87.0,87.0,0.5105479
88.0,88.0,0.5106824
89.0,89.0,0.6933617
90.0,90.0,0.5124979
91.0,91.0,0.52689207
92.0,92.0,0.6948225
93.0,93.0,0.4482949
94.0,94.0,0.58887535
95.0,95.0,0.5793261
96.0,96.0,0.5095573
97.0,97.0,0.513327
98.0,98.0,0.5639702
99.0,99.0,0.602593
100.0,100.0,0.6287083
101.0,101.0,0.69566756
102.0,102.0,0.5154171
103.0,103.0,0.74391687
104.0,104.0,0.6639068
105.0,105.0,0.5131392
106.0,106.0,0.5076201
107.0,107.0,0.5869748
108.0,108.0,0.5956776
109.0,109.0,0.5048814
110.0,110.0,0.514884
111.0,111.0,0.6669957
112.0,112.0,0.5237715
113.0,113.0,0.59140205
114.0,114.0,0.53940016
115.0,115.0,0.70016325
116.0,116.0,0.51736057
117.0,117.0,0.50783014
118.0,118.0,0.6539349
119.0,119.0,0.50763446
120.0,120.0,0.53562564
121.0,121.0,0.6923661
122.0,122.0,0.7486119
123.0,123.0,0.51736647
124.0,124.0,0.50520486
