x,y,species median
1.0,1.0,0.47306496
2.0,2.0,0.59038687
3.0,3.0,0.17285368
4.0,4.0,0.24521673
5.0,5.0,0.6692218
6.0,6.0,0.7407908
7.0,7.0,0.68369216
8.0,8.0,0.37806323
9.0,9.0,0.7595461
10.0,10.0,0.7509339
11.0,11.0,0.4045718
12.0,12.0,0.53384745
13.0,13.0,0.7557953
14.0,14.0,0.7987334
15.0,15.0,0.62670887
16.0,16.0,0.6461782
17.0,17.0,0.47335765
18.0,18.0,0.72622824
19.0,19.0,0.53549874
20.0,20.0,0.51093477
21.0,21.0,0.27524957
22.0,22.0,0.2995423
23.0,23.0,0.71305484
24.0,24.0,0.4460566
25.0,25.0,0.53229153
26.0,26.0,0.64778644
27.0,27.0,0.8167897
28.0,28.0,0.5103529
29.0,29.0,0.66969424
30.0,30.0,0.24709506
31.0,31.0,0.6284362
32.0,32.0,0.7425941
33.0,33.0,0.55979943
34.0,34.0,0.6825737
35.0,35.0,0.3006309
36.0,36.0,0.3890001
37.0,37.0,0.4445895
38.0,38.0,0.10090084
39.0,39.0,0.56298244
40.0,40.0,0.5962079
41.0,41.0,0.26378015
42.0,42.0,0.7574856
43.0,43.0,0.3358736
44.0,44.0,0.2803629
45.0,45.0,0.69585216
46.0,46.0,0.46281636
47.0,47.0,0.5679927
48.0,48.0,0.37794954
49.0,49.0,0.37373334
50.0,50.0,0.6428545
51.0,51.0,0.35729468
52.0,52.0,0.3137591
53.0,53.0,0.6454262
54.0,54.0,0.70139295
55.0,55.0,0.69621384
56.0,56.0,0.5324746
57.0,57.0,0.65212387
58.0,58.0,0.29118928
59.0,59.0,0.5718055
60.0,60.0,0.5690804
61.0,61.0,0.6973132
62.0,62.0,0.47430828
63.0,63.0,0.1960192
64.0,64.0,0.57108706
65.0,65.0,0.5409825
66.0,66.0,0.6389087
67.0,67.0,0.7487138
68.0,68.0,0.19714431
69.0,69.0,0.24493214
70.0,70.0,0.7642242
71.0,71.0,0.7830264
72.0,72.0,0.6181693
73.0,73.0,0.7462338
74.0,74.0,0.7454392
75.0,75.0,0.5267315
76.0,76.0,0.20151006
77.0,77.0,0.69633245
78.0,78.0,0.6558634
79.0,79.0,0.52213037
80.0,80.0,0.7254192
81.0,81.0,0.71921074
82.0,82.0,0.6708362
83.0,83.0,0.5600463
84.0,84.0,0.6551674
85.0,85.0,0.61111814
86.0,86.0,0.41154543
87.0,87.0,0.66213524
88.0,88.0,0.5960933
89.0,89.0,0.27963138
90.0,90.0,0.7126832
91.0,91.0,0.50104237
92.0,92.0,0.5421627
93.0,93.0,0.53263974
94.0,94.0,0.58548963
95.0,95.0,0.24198024
96.0,96.0,0.7349023
97.0,97.0,0.41382787
98.0,98.0,0.45979148
99.0,99.0,0.7569402
100.0,100.0,0.54969335
101.0,101.0,0.5292517
102.0,102.0,0.3432831
103.0,103.0,0.5409155
104.0,104.0,0.67762667
105.0,105.0,0.33547917
106.0,106.0,0.685392
107.0,107.0,0.29367802
108.0,108.0,0.6549515
109.0,109.0,0.5551567
110.0,110.0,0.6936939
111.0,111.0,0.72741646
112.0,112.0,0.7998958
113.0,113.0,0.7138179
114.0,114.0,0.10619497
115.0,115.0,0.024343785
116.0,116.0,0.5440833
117.0,117.0,0.5983642
118.0,118.0,0.31023934
119.0,119.0,0.51675576
120.0,120.0,0.18931669
121.0,121.0,0.25118703
122.0,122.0,0.5135004
123.0,123.0,0.4222067
124.0,124.0,0.21849936
125.0,125.0,0.2556676
126.0,126.0,0.596617
127.0,127.0,0.39961305
128.0,128.0,0.5958758
129.0,129.0,0.2653799
130.0,130.0,0.67016757
131.0,131.0,0.16237232
132.0,132.0,0.5997452
133.0,133.0,0.40257367
134.0,134.0,0.22227253
135.0,135.0,0.44052017
136.0,136.0,0.92392856
137.0,137.0,0.5574691
138.0,138.0,0.3265345
139.0,139.0,0.66260374
140.0,140.0,0.7097421
141.0,141.0,0.6053244
142.0,142.0,0.27301857
143.0,143.0,0.20203358
144.0,144.0,0.7689767
145.0,145.0,0.5905332
146.0,146.0,0.48135093
147.0,147.0,0.35040265
148.0,148.0,0.40107045
149.0,149.0,0.12174428
150.0,150.0,0.55292135
151.0,151.0,0.4599034
152.0,152.0,0.7439846
153.0,153.0,0.63790816
154.0,154.0,0.6808371
155.0,155.0,0.5979919
156.0,156.0,0.6610946
157.0,157.0,0.7699209
158.0,158.0,0.6755338
159.0,159.0,0.24728112
160.0,160.0,0.61857665
161.0,161.0,0.5962478
162.0,162.0,0.6605409
163.0,163.0,0.52073306
164.0,164.0,0.6423217
165.0,165.0,0.63408834
166.0,166.0,0.505956
167.0,167.0,0.30718797
168.0,168.0,0.7573126
169.0,169.0,0.57649904
170.0,170.0,0.3671422
171.0,171.0,0.36516097
172.0,172.0,0.5387527
173.0,173.0,0.57086104
174.0,174.0,0.6088129
175.0,175.0,0.55243176
176.0,176.0,0.7465371
177.0,177.0,0.056100488
178.0,178.0,0.6472125
179.0,179.0,0.52265483
180.0,180.0,0.51088464
181.0,181.0,0.32209736
182.0,182.0,0.6651985
183.0,183.0,0.2300229
184.0,184.0,0.55490005
185.0,185.0,0.42496544
186.0,186.0,0.7246586
187.0,187.0,0.29741535
188.0,188.0,0.8082947
189.0,189.0,0.7552202
190.0,190.0,0.4938821
191.0,191.0,0.71820635
192.0,192.0,0.6991955
193.0,193.0,0.21448328
