x,y,species max
1.0,1.0,0.49445707
2.0,2.0,0.62547266
3.0,3.0,0.20706719
4.0,4.0,0.27657345
5.0,5.0,0.68139565
6.0,6.0,0.74390954
7.0,7.0,0.7001379
8.0,8.0,0.40803435
9.0,9.0,0.76295155
10.0,10.0,0.75509167
11.0,11.0,0.41849336
12.0,12.0,0.54840326
13.0,13.0,0.75976104
14.0,14.0,0.8063127
15.0,15.0,0.64272296
16.0,16.0,0.6679534
17.0,17.0,0.5198138
18.0,18.0,0.78137475
19.0,19.0,0.5459664
20.0,20.0,0.53353536
21.0,21.0,0.30580163
22.0,22.0,0.31212553
23.0,23.0,0.72090185
24.0,24.0,0.46315283
25.0,25.0,0.5780678
26.0,26.0,0.6672187
27.0,27.0,0.8359992
28.0,28.0,0.53820026
29.0,29.0,0.68434155
30.0,30.0,0.2804065
31.0,31.0,0.6478346
32.0,32.0,0.7470286
33.0,33.0,0.57803065
34.0,34.0,0.6971194
35.0,35.0,0.33016878
36.0,36.0,0.4229595
37.0,37.0,0.4740481
38.0,38.0,0.1303668
39.0,39.0,0.5737982
40.0,40.0,0.61206084
41.0,41.0,0.2949383
42.0,42.0,0.7708303
43.0,43.0,0.3456541
44.0,44.0,0.29491007
45.0,45.0,0.70790535
46.0,46.0,0.4920311
47.0,47.0,0.6159558
48.0,48.0,0.40798476
49.0,49.0,0.4037548
50.0,50.0,0.6615206
51.0,51.0,0.38728493
52.0,52.0,0.32735628
53.0,53.0,0.666507
54.0,54.0,0.7120709
55.0,55.0,0.70844704
56.0,56.0,0.55106896
57.0,57.0,0.6701825
58.0,58.0,0.32427847
59.0,59.0,0.58010906
60.0,60.0,0.578452
61.0,61.0,0.7035052
62.0,62.0,0.4934674
63.0,63.0,0.23083839
64.0,64.0,0.6173374
65.0,65.0,0.56457347
66.0,66.0,0.6544891
67.0,67.0,0.75576854
68.0,68.0,0.23187037
69.0,69.0,0.2590232
70.0,70.0,0.7745737
71.0,71.0,0.8157116
72.0,72.0,0.6354584
73.0,73.0,0.74803466
74.0,74.0,0.7527289
75.0,75.0,0.547696
76.0,76.0,0.21924524
77.0,77.0,0.7029577
78.0,78.0,0.6764353
79.0,79.0,0.54265183
80.0,80.0,0.7347548
81.0,81.0,0.728817
82.0,82.0,0.68083864
83.0,83.0,0.58206093
84.0,84.0,0.6570726
85.0,85.0,0.6596441
86.0,86.0,0.4260424
87.0,87.0,0.68091017
88.0,88.0,0.6030076
89.0,89.0,0.309432
90.0,90.0,0.71649
91.0,91.0,0.5232939
92.0,92.0,0.5687072
93.0,93.0,0.5592182
94.0,94.0,0.61891294
95.0,95.0,0.27228507
96.0,96.0,0.7373041
97.0,97.0,0.42853704
98.0,98.0,0.48893562
99.0,99.0,0.7716496
100.0,100.0,0.5632434
101.0,101.0,0.54779315
102.0,102.0,0.35358626
103.0,103.0,0.56664664
104.0,104.0,0.68618107
105.0,105.0,0.36535993
106.0,106.0,0.7268517
107.0,107.0,0.30760714
108.0,108.0,0.6973033
109.0,109.0,0.58202904
110.0,110.0,0.7378194
111.0,111.0,0.73691624
112.0,112.0,0.85061646
113.0,113.0,0.7237508
114.0,114.0,0.13591732
115.0,115.0,0.034986317
116.0,116.0,0.5605621
117.0,117.0,0.6123105
118.0,118.0,0.3397801
119.0,119.0,0.536717
120.0,120.0,0.22213984
121.0,121.0,0.26801068
122.0,122.0,0.53545254
123.0,123.0,0.43743843
124.0,124.0,0.23421286
125.0,125.0,0.2737114
126.0,126.0,0.6313174
127.0,127.0,0.4266291
128.0,128.0,0.63654226
129.0,129.0,0.27877665
130.0,130.0,0.68257457
131.0,131.0,0.18189737
132.0,132.0,0.6176753
133.0,133.0,0.41640002
134.0,134.0,0.25507626
135.0,135.0,0.47002
136.0,136.0,0.961092
137.0,137.0,0.5753833
138.0,138.0,0.34036666
139.0,139.0,0.69401985
140.0,140.0,0.7218974
141.0,141.0,0.61740786
142.0,142.0,0.30348018
143.0,143.0,0.22033016
144.0,144.0,0.78303146
145.0,145.0,0.6090443
146.0,146.0,0.51001936
147.0,147.0,0.36030746
148.0,148.0,0.4148397
149.0,149.0,0.14132851
150.0,150.0,0.5793251
151.0,151.0,0.4890264
152.0,152.0,0.7485069
153.0,153.0,0.6713849
154.0,154.0,0.70483077
155.0,155.0,0.609642
156.0,156.0,0.6740332
157.0,157.0,0.7739775
158.0,158.0,0.71698594
159.0,159.0,0.26251554
160.0,160.0,0.6575314
161.0,161.0,0.6133244
162.0,162.0,0.66501564
163.0,163.0,0.54386234
164.0,164.0,0.6610338
165.0,165.0,0.6522995
166.0,166.0,0.52624846
167.0,167.0,0.33667025
168.0,168.0,0.77002424
