x,y,species_2 cloglog values
1.0,1.0,0.5192085
2.0,2.0,0.545218
3.0,3.0,0.64247555
4.0,4.0,0.6484452
5.0,5.0,0.71650386
6.0,6.0,0.4600527
7.0,7.0,0.4872844
8.0,8.0,0.6338411
9.0,9.0,0.6429171
10.0,10.0,0.49980915
11.0,11.0,0.58512425
12.0,12.0,0.71268266
13.0,13.0,0.6879335
14.0,14.0,0.5571734
15.0,15.0,0.5475186
16.0,16.0,0.5257607
17.0,17.0,0.69585484
18.0,18.0,0.7154481
19.0,19.0,0.78419715
20.0,20.0,0.7577881
21.0,21.0,0.6702912
22.0,22.0,0.6370137
23.0,23.0,0.786074
24.0,24.0,0.6346319
25.0,25.0,0.5575023
26.0,26.0,0.6288875
27.0,27.0,0.6440153
28.0,28.0,0.71842
29.0,29.0,0.67785436
30.0,30.0,0.67166203
31.0,31.0,0.69724584
32.0,32.0,0.6704046
33.0,33.0,0.6399983
34.0,34.0,0.5652787
35.0,35.0,0.6014858
36.0,36.0,0.64349777
37.0,37.0,0.8057434
38.0,38.0,0.63318443
39.0,39.0,0.7570026
40.0,40.0,0.6016908
41.0,41.0,0.72884494
42.0,42.0,0.48303622
43.0,43.0,0.73127586
44.0,44.0,0.6607613
45.0,45.0,0.59282297
46.0,46.0,0.6788381
47.0,47.0,0.5575046
48.0,48.0,0.5902833
49.0,49.0,0.5039869
50.0,50.0,0.6771916
51.0,51.0,0.53199315
52.0,52.0,0.684052
53.0,53.0,0.5473429
54.0,54.0,0.6879374
55.0,55.0,0.7063413
56.0,56.0,0.6136602
57.0,57.0,0.786074
58.0,58.0,0.57875025
59.0,59.0,0.5691817
60.0,60.0,0.63615996
61.0,61.0,0.6548502
62.0,62.0,0.68039227
63.0,63.0,0.6284257
64.0,64.0,0.5672499
65.0,65.0,0.72332406
66.0,66.0,0.6133016
67.0,67.0,0.5257607
68.0,68.0,0.5672499
69.0,69.0,0.64790016
70.0,70.0,0.6787099
71.0,71.0,0.7531811
72.0,72.0,0.5385542
73.0,73.0,0.7751206
74.0,74.0,0.6770028
75.0,75.0,0.6910139
76.0,76.0,0.5039869
77.0,77.0,0.6440153
78.0,78.0,0.65819025
79.0,79.0,0.59282297
80.0,80.0,0.46005273
81.0,81.0,0.63424575
82.0,82.0,0.6680236
83.0,83.0,0.6853672
84.0,84.0,0.53772503
85.0,85.0,0.71721935
86.0,86.0,0.59745395
87.0,87.0,0.47115904
88.0,88.0,0.79443735
89.0,89.0,0.46042073
90.0,90.0,0.53228986
91.0,91.0,0.46182093
92.0,92.0,0.59867156
93.0,93.0,0.7610545
94.0,94.0,0.62850684
95.0,95.0,0.5575046
96.0,96.0,0.55912006
97.0,97.0,0.8162046
98.0,98.0,0.6610611
99.0,99.0,0.666926
100.0,100.0,0.60348177
101.0,101.0,0.6466486
102.0,102.0,0.51388085
103.0,103.0,0.5541155
104.0,104.0,0.51852494
105.0,105.0,0.49980915
106.0,106.0,0.57164764
107.0,107.0,0.5940398
108.0,108.0,0.5940324
109.0,109.0,0.72884494
110.0,110.0,0.49725956
111.0,111.0,0.6730752
112.0,112.0,0.75847244
113.0,113.0,0.56527245
114.0,114.0,0.48303622
115.0,115.0,0.70592654
116.0,116.0,0.52028555
117.0,117.0,0.5253081
118.0,118.0,0.7136788
119.0,119.0,0.62722725
120.0,120.0,0.6453711
121.0,121.0,0.49980915
122.0,122.0,0.7119692
123.0,123.0,0.4668244
124.0,124.0,0.5039869
125.0,125.0,0.58310443
126.0,126.0,0.68768203
127.0,127.0,0.6500002
128.0,128.0,0.59241086
129.0,129.0,0.6942575
130.0,130.0,0.7183976
131.0,131.0,0.65270764
132.0,132.0,0.730207
133.0,133.0,0.62938696
134.0,134.0,0.5653965
135.0,135.0,0.569475
136.0,136.0,0.49725956
137.0,137.0,0.7466228
138.0,138.0,0.5524221
139.0,139.0,0.5385542
140.0,140.0,0.5024448
141.0,141.0,0.49669108
142.0,142.0,0.73307174
143.0,143.0,0.54727775
144.0,144.0,0.6787316
145.0,145.0,0.4899933
146.0,146.0,0.6470724
147.0,147.0,0.7255313
148.0,148.0,0.5039869
149.0,149.0,0.6266331
150.0,150.0,0.72483444
151.0,151.0,0.61442906
152.0,152.0,0.6178453
153.0,153.0,0.5851193
154.0,154.0,0.64731693
155.0,155.0,0.48303622
156.0,156.0,0.4618041
157.0,157.0,0.6125435
158.0,158.0,0.5039869
159.0,159.0,0.767631
160.0,160.0,0.5531241
161.0,161.0,0.52981454
162.0,162.0,0.46182093
163.0,163.0,0.5409904
164.0,164.0,0.5283413
165.0,165.0,0.61817044
166.0,166.0,0.6133016
167.0,167.0,0.6108575
168.0,168.0,0.57508135
169.0,169.0,0.5192085
170.0,170.0,0.61098963
171.0,171.0,0.64836365
172.0,172.0,0.56977797
173.0,173.0,0.47964644
174.0,174.0,0.48894873
175.0,175.0,0.49036816
176.0,176.0,0.60558033
177.0,177.0,0.5765538
178.0,178.0,0.5059043
179.0,179.0,0.6661276
180.0,180.0,0.58514005
181.0,181.0,0.6676908
182.0,182.0,0.49725956
183.0,183.0,0.56527245
184.0,184.0,0.69558406
185.0,185.0,0.6224096
186.0,186.0,0.5039869
187.0,187.0,0.73714656
188.0,188.0,0.6164254
189.0,189.0,0.5385542
190.0,190.0,0.46005273
191.0,191.0,0.6857013
192.0,192.0,0.87841845
193.0,193.0,0.5851193
194.0,194.0,0.67289895
195.0,195.0,0.6342332
196.0,196.0,0.639099
197.0,197.0,0.49980915
198.0,198.0,0.52787924
199.0,199.0,0.48303622
200.0,200.0,0.46005273
201.0,201.0,0.5162028
202.0,202.0,0.4618209
203.0,203.0,0.5346331
204.0,204.0,0.5630935
205.0,205.0,0.51706636
206.0,206.0,0.48303622
207.0,207.0,0.6164254
208.0,208.0,0.49980915
209.0,209.0,0.54835624
210.0,210.0,0.71015936
211.0,211.0,0.8587934
212.0,212.0,0.65111154
213.0,213.0,0.64607275
214.0,214.0,0.58382916
215.0,215.0,0.6468252
216.0,216.0,0.49980915
217.0,217.0,0.5385542
218.0,218.0,0.4668244
219.0,219.0,0.7122356
220.0,220.0,0.67097664
221.0,221.0,0.5528372
222.0,222.0,0.7250124
223.0,223.0,0.72851336
224.0,224.0,0.6014858
225.0,225.0,0.60240716
226.0,226.0,0.6235944
227.0,227.0,0.5749206
228.0,228.0,0.748728
229.0,229.0,0.59857893
230.0,230.0,0.52590775
231.0,231.0,0.63218576
232.0,232.0,0.5257607
233.0,233.0,0.7214596
234.0,234.0,0.7124908
235.0,235.0,0.66648954
236.0,236.0,0.72429323
237.0,237.0,0.5282894
238.0,238.0,0.65270764
239.0,239.0,0.5253081
240.0,240.0,0.7146837
241.0,241.0,0.48303622
242.0,242.0,0.52981454
243.0,243.0,0.5980372
244.0,244.0,0.7688318
245.0,245.0,0.56838673
246.0,246.0,0.66898537
247.0,247.0,0.49980915
248.0,248.0,0.46182093
249.0,249.0,0.72851336
250.0,250.0,0.6907675
251.0,251.0,0.5252335
252.0,252.0,0.7196573
253.0,253.0,0.670057
254.0,254.0,0.5475186
255.0,255.0,0.56977797
256.0,256.0,0.672285
257.0,257.0,0.72884494
258.0,258.0,0.6942698
259.0,259.0,0.545218
260.0,260.0,0.51528376
261.0,261.0,0.6311603
262.0,262.0,0.569475
263.0,263.0,0.57514113
264.0,264.0,0.545218
265.0,265.0,0.6639349
266.0,266.0,0.7371869
267.0,267.0,0.62692696
268.0,268.0,0.48894873
269.0,269.0,0.60451466
270.0,270.0,0.7090382
271.0,271.0,0.70294297
272.0,272.0,0.54038477
273.0,273.0,0.5409558
274.0,274.0,0.4899933
275.0,275.0,0.5310371
276.0,276.0,0.52028555
277.0,277.0,0.7539792
278.0,278.0,0.4668244
279.0,279.0,0.48303622
280.0,280.0,0.5544455
281.0,281.0,0.47926295
282.0,282.0,0.53922224
283.0,283.0,0.50994873
284.0,284.0,0.56438506
285.0,285.0,0.71760035
286.0,286.0,0.49727753
287.0,287.0,0.679111
288.0,288.0,0.5039869
289.0,289.0,0.6442194
290.0,290.0,0.46182093
291.0,291.0,0.6360756
292.0,292.0,0.6859918
293.0,293.0,0.4611013
294.0,294.0,0.649794
295.0,295.0,0.66970587
296.0,296.0,0.69053227
297.0,297.0,0.6942333
298.0,298.0,0.63595515
299.0,299.0,0.64021146
300.0,300.0,0.5609936
301.0,301.0,0.48894873
302.0,302.0,0.6182036
303.0,303.0,0.53228986
304.0,304.0,0.48303622
305.0,305.0,0.51706636
306.0,306.0,0.46182093
307.0,307.0,0.545218
308.0,308.0,0.6178453
309.0,309.0,0.6859918
310.0,310.0,0.68553585
311.0,311.0,0.59282297
312.0,312.0,0.51279455
313.0,313.0,0.672939
314.0,314.0,0.5606687
315.0,315.0,0.6200906
316.0,316.0,0.5473429
317.0,317.0,0.766332
318.0,318.0,0.6084842
319.0,319.0,0.467238
320.0,320.0,0.61539453
321.0,321.0,0.5473429
322.0,322.0,0.70157623
323.0,323.0,0.64434445
324.0,324.0,0.57833105
325.0,325.0,0.49356818
326.0,326.0,0.5991906
327.0,327.0,0.7014024
328.0,328.0,0.49739805
329.0,329.0,0.5246225
330.0,330.0,0.5571734
331.0,331.0,0.48303622
332.0,332.0,0.4899933
333.0,333.0,0.5310776
334.0,334.0,0.69723976
335.0,335.0,0.46182093
336.0,336.0,0.6130788
337.0,337.0,0.65909564
338.0,338.0,0.6851233
339.0,339.0,0.67837805
340.0,340.0,0.6737069
341.0,341.0,0.46049818
342.0,342.0,0.46005273
343.0,343.0,0.5428035
344.0,344.0,0.786074
345.0,345.0,0.67498565
346.0,346.0,0.79251903
347.0,347.0,0.4668244
348.0,348.0,0.6374953
349.0,349.0,0.51818585
350.0,350.0,0.67252475
351.0,351.0,0.71842
352.0,352.0,0.5555365
353.0,353.0,0.5851193
354.0,354.0,0.65270764
355.0,355.0,0.6159986
356.0,356.0,0.87752026
357.0,357.0,0.5442655
358.0,358.0,0.67672855
359.0,359.0,0.5337972
360.0,360.0,0.6233552
361.0,361.0,0.66460735
362.0,362.0,0.6588566
363.0,363.0,0.6342487
364.0,364.0,0.69089574
365.0,365.0,0.5197763
366.0,366.0,0.72120255
367.0,367.0,0.71331424
368.0,368.0,0.5886528
369.0,369.0,0.5575046
370.0,370.0,0.5281069
371.0,371.0,0.63278127
372.0,372.0,0.61373156
373.0,373.0,0.71366394
374.0,374.0,0.65147495
375.0,375.0,0.48303622
376.0,376.0,0.66889906
377.0,377.0,0.7012128
378.0,378.0,0.5807915
