Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,bio16 contribution,bio4 contribution,gpw2000_30_sec contribution,swa_2000lulc_2km contribution,bio16 permutation importance,bio4 permutation importance,gpw2000_30_sec permutation importance,swa_2000lulc_2km permutation importance,Training gain without bio16,Training gain without bio4,Training gain without gpw2000_30_sec,Training gain without swa_2000lulc_2km,Training gain with only bio16,Training gain with only bio4,Training gain with only gpw2000_30_sec,Training gain with only swa_2000lulc_2km,Test gain without bio16,Test gain without bio4,Test gain without gpw2000_30_sec,Test gain without swa_2000lulc_2km,Test gain with only bio16,Test gain with only bio4,Test gain with only gpw2000_30_sec,Test gain with only swa_2000lulc_2km,AUC without bio16,AUC without bio4,AUC without gpw2000_30_sec,AUC without swa_2000lulc_2km,AUC with only bio16,AUC with only bio4,AUC with only gpw2000_30_sec,AUC with only swa_2000lulc_2km,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species_0,228,0.0255,0.0570,120,0.5827,57,0.0431,0.6008,0.0376,1964,0.0000,0.0004,81.8456,18.1539,0.0000,0.0941,94.8257,5.0802,0.0255,0.0255,0.0079,0.0222,0.0000,0.0009,0.0222,0.0077,0.0431,0.0428,0.0268,0.0393,0.0000,0.0109,0.0367,0.0223,0.6008,0.6006,0.6253,0.6131,0.5000,0.5352,0.6103,0.6060,7.5572,0.6138,1.0000,0.4123,0.9817,0.0044,0.0000,1.511E-1,5.0000,0.5110,0.9140,0.0351,0.0526,1.842E-1,10.0000,0.5644,0.8518,0.0746,0.1053,1.809E-1,0.2071,0.4123,0.9959,0.0000,0.0000,3.146E-1,13.2651,0.5840,0.8152,0.0965,0.1228,1.138E-1,48.1014,0.6152,0.4430,0.4430,0.3509,8.645E-4,54.2350,0.6269,0.3814,0.4868,0.4035,4.132E-4,52.6965,0.6233,0.3966,0.4781,0.4035,1.02E-3,50.4421,0.6201,0.4190,0.4518,0.3509,2.153E-4,0.0250,0.3800,1.0000,0.0000,0.0000,1E0,1.3733,0.4124,0.9745,0.0132,0.0351,6.778E-1
species_1,228,0.0247,0.0573,200,0.5899,57,0.0514,0.5864,0.0383,1967,0.0000,1.5501,82.5396,15.9104,0.0000,6.3075,93.0637,0.6288,0.0247,0.0243,0.0112,0.0221,0.0000,0.0030,0.0213,0.0104,0.0514,0.0489,0.0279,0.0424,0.0000,0.0069,0.0392,0.0249,0.5864,0.5819,0.5595,0.5883,0.5000,0.5315,0.5849,0.5537,7.5596,0.6144,1.0000,0.4042,0.9812,0.0000,0.0175,4.719E-1,5.0000,0.5080,0.9131,0.0351,0.0526,1.79E-1,10.0000,0.5706,0.8521,0.0746,0.0702,4.91E-2,1.0750,0.4042,0.9802,0.0000,0.0175,4.508E-1,11.1078,0.5712,0.8393,0.0921,0.0702,3.143E-2,48.2682,0.6218,0.4387,0.4386,0.4386,3.1E-2,67.3478,0.6580,0.2557,0.5877,0.6316,2.557E-2,48.2682,0.6218,0.4387,0.4386,0.4386,3.1E-2,42.0785,0.6118,0.5018,0.3772,0.3333,6.391E-3,0.1037,0.4042,0.9980,0.0000,0.0000,3.666E-1,1.3184,0.4064,0.9756,0.0175,0.0526,9.164E-1
species_2,228,0.0329,0.0669,80,0.6033,57,-0.0051,0.5133,0.0415,1969,0.0230,0.0142,80.5867,19.3762,0.3710,0.7093,97.7364,1.1833,0.0329,0.0329,0.0175,0.0295,0.0002,0.0038,0.0294,0.0169,-0.0046,-0.0060,-0.0174,-0.0035,-0.0020,-0.0049,-0.0059,-0.0178,0.5137,0.5116,0.4756,0.5195,0.4910,0.4643,0.5136,0.4800,7.5524,0.6085,1.0000,0.4601,0.9848,0.0044,0.0000,1.738E-1,5.0000,0.4830,0.9233,0.0307,0.0175,4.667E-2,10.0000,0.5069,0.8522,0.0789,0.1404,4.371E-1,0.0000,0.4601,1.0000,0.0000,0.0000,1E0,11.7937,0.5171,0.8283,0.0965,0.1930,6.653E-1,47.7277,0.6332,0.4165,0.4167,0.5965,5.786E-1,52.2386,0.6473,0.3738,0.4430,0.6316,5.334E-1,38.5709,0.5989,0.5089,0.3377,0.5088,6.051E-1,83.8760,0.7206,0.1077,0.8158,0.7719,1.68E-3,0.0000,0.4601,1.0000,0.0000,0.0000,1E0,2.1050,0.4618,0.9675,0.0263,0.0175,2.621E-1
species_3,228,0.0341,0.0725,160,0.6009,57,-0.0038,0.5376,0.0400,1965,0.0000,1.0068,75.2694,23.7238,0.0000,7.1379,89.5720,3.2901,0.0341,0.0336,0.0170,0.0297,0.0000,0.0033,0.0290,0.0163,-0.0038,-0.0058,-0.0083,0.0037,0.0000,0.0042,0.0009,-0.0111,0.5376,0.5358,0.5199,0.5392,0.5000,0.5033,0.5393,0.5251,7.5492,0.6079,1.0000,0.4018,0.9812,0.0044,0.0000,1.478E-1,5.0000,0.4674,0.9115,0.0351,0.0526,1.699E-1,10.0000,0.5503,0.8433,0.0658,0.1754,6.511E-1,0.1049,0.4018,0.9980,0.0000,0.0000,3.666E-1,11.8340,0.5608,0.8219,0.0965,0.1754,4.789E-1,47.9027,0.6187,0.4305,0.4298,0.5439,3.481E-1,57.1104,0.6377,0.3399,0.4956,0.6316,3.25E-1,42.5197,0.6108,0.4850,0.3728,0.4912,3.597E-1,75.9557,0.6755,0.1700,0.7149,0.6842,1.69E-3,0.1049,0.4018,0.9980,0.0000,0.0000,3.666E-1,1.8165,0.4076,0.9664,0.0263,0.0175,2.507E-1
species_4,228,0.0157,0.0411,100,0.5783,57,0.0688,0.6426,0.0358,1964,0.0000,3.1203,43.8001,53.0797,0.0000,19.2115,80.7885,0.0000,0.0157,0.0151,0.0115,0.0111,0.0000,0.0022,0.0101,0.0108,0.0688,0.0663,0.0255,0.0746,0.0000,0.0097,0.0722,0.0220,0.6426,0.6404,0.5756,0.6586,0.5000,0.5357,0.6566,0.5586,7.5670,0.6208,1.0000,0.5230,0.9868,0.0088,0.0000,1.909E-1,5.0000,0.5345,0.9338,0.0395,0.0000,2.221E-2,10.0000,0.5621,0.8727,0.0658,0.0175,6.46E-3,0.3911,0.5165,0.9944,0.0000,0.0000,2.855E-1,12.7994,0.5800,0.8396,0.0965,0.0351,4.971E-3,49.6138,0.6228,0.4450,0.4474,0.3509,9.649E-4,73.0966,0.6537,0.2164,0.6404,0.5965,3.011E-4,51.9913,0.6254,0.4211,0.4781,0.4211,7.889E-3,70.4403,0.6495,0.2408,0.6316,0.5088,4.91E-6,0.0341,0.4832,1.0000,0.0000,0.0000,1E0,1.1947,0.5230,0.9842,0.0088,0.0000,1.695E-1
species (average),228.0000,0.0266,0.0590,132.0000,0.5910,57.0000,0.0309,0.5761,0.0386,1965.8000,0.0046,1.1384,72.8083,26.0488,0.0742,6.6921,91.1973,2.0365,0.0266,0.0263,0.0130,0.0229,0.0000,0.0026,0.0224,0.0124,0.0310,0.0292,0.0109,0.0313,-0.0004,0.0054,0.0286,0.0081,0.5762,0.5741,0.5512,0.5837,0.4982,0.5140,0.5809,0.5447,7.5571,0.6131,1.0000,0.4403,0.9831,0.0044,0.0035,0.2271,5.0000,0.5008,0.9191,0.0351,0.0351,0.1204,10.0000,0.5509,0.8544,0.0719,0.1018,0.2649,0.3556,0.4390,0.9937,0.0000,0.0035,0.4835,12.1600,0.5626,0.8289,0.0956,0.1193,0.2589,48.3228,0.6223,0.4347,0.4351,0.4562,0.1919,60.8057,0.6447,0.3134,0.5307,0.5790,0.1769,46.8093,0.6160,0.4501,0.4211,0.4526,0.2009,64.5585,0.6555,0.2879,0.5983,0.5298,0.0020,0.0535,0.4259,0.9992,0.0000,0.0000,0.7466,1.5616,0.4422,0.9736,0.0184,0.0245,0.4553
