x,y,species max
1.0,1.0,0.4589542
2.0,2.0,0.57204884
3.0,3.0,0.40847224
4.0,4.0,0.3094288
5.0,5.0,0.7165083
6.0,6.0,0.71391153
7.0,7.0,0.7625555
8.0,8.0,0.52783626
9.0,9.0,0.7115808
10.0,10.0,0.70682657
11.0,11.0,0.39939526
12.0,12.0,0.69257385
13.0,13.0,0.7130031
14.0,14.0,0.7122553
15.0,15.0,0.71559924
16.0,16.0,0.6631482
17.0,17.0,0.3797085
18.0,18.0,0.7521948
19.0,19.0,0.7017369
20.0,20.0,0.70027965
21.0,21.0,0.34745556
22.0,22.0,0.33983523
23.0,23.0,0.7307321
24.0,24.0,0.5454184
25.0,25.0,0.48408607
26.0,26.0,0.75846696
27.0,27.0,0.7097584
28.0,28.0,0.5455903
29.0,29.0,0.74373364
30.0,30.0,0.428926
31.0,31.0,0.7383494
32.0,32.0,0.7151925
33.0,33.0,0.61125815
34.0,34.0,0.9056997
35.0,35.0,0.40616873
36.0,36.0,0.7267284
37.0,37.0,0.50275904
38.0,38.0,0.34370133
39.0,39.0,0.7142164
40.0,40.0,0.6952618
41.0,41.0,0.34667087
42.0,42.0,0.696101
43.0,43.0,0.31524745
44.0,44.0,0.40026325
45.0,45.0,0.7691732
46.0,46.0,0.54623425
47.0,47.0,0.5626688
48.0,48.0,0.4624014
49.0,49.0,0.5508573
50.0,50.0,0.74911904
51.0,51.0,0.44768664
52.0,52.0,0.40914834
53.0,53.0,0.7525067
54.0,54.0,0.733091
55.0,55.0,0.74526626
56.0,56.0,0.74232495
57.0,57.0,0.75063324
58.0,58.0,0.60011333
59.0,59.0,0.69257385
60.0,60.0,0.69257385
61.0,61.0,0.6951532
62.0,62.0,0.55068016
63.0,63.0,0.48072278
64.0,64.0,0.6035012
65.0,65.0,0.74138856
66.0,66.0,0.721279
67.0,67.0,0.80057544
68.0,68.0,0.43618038
69.0,69.0,0.29593518
70.0,70.0,0.70207596
71.0,71.0,0.75042814
72.0,72.0,0.71630055
73.0,73.0,0.7094379
74.0,74.0,0.80057544
75.0,75.0,0.6966954
76.0,76.0,0.38372335
77.0,77.0,0.6951532
78.0,78.0,0.7149677
79.0,79.0,0.7463073
80.0,80.0,0.753815
81.0,81.0,0.7507847
82.0,82.0,0.7162019
83.0,83.0,0.71786547
84.0,84.0,0.7188066
85.0,85.0,0.69257385
86.0,86.0,0.46966276
87.0,87.0,0.7681252
88.0,88.0,0.6995771
89.0,89.0,0.33517402
90.0,90.0,0.70838183
91.0,91.0,0.5134975
92.0,92.0,0.59980553
93.0,93.0,0.52507627
94.0,94.0,0.6020248
95.0,95.0,0.26174346
96.0,96.0,0.7152303
97.0,97.0,0.5389477
98.0,98.0,0.4579469
99.0,99.0,0.7723041
100.0,100.0,0.71786547
101.0,101.0,0.706124
102.0,102.0,0.39536417
103.0,103.0,0.59962773
104.0,104.0,0.6951532
105.0,105.0,0.36153015
106.0,106.0,0.75618345
107.0,107.0,0.39866126
108.0,108.0,0.6481886
109.0,109.0,0.76155114
110.0,110.0,0.8433167
111.0,111.0,0.6966504
112.0,112.0,0.76466393
113.0,113.0,0.7557023
114.0,114.0,0.319283
115.0,115.0,0.24698722
116.0,116.0,0.71786547
117.0,117.0,0.569758
118.0,118.0,0.3691865
119.0,119.0,0.56271446
120.0,120.0,0.31472358
121.0,121.0,0.41027993
122.0,122.0,0.6122294
123.0,123.0,0.41387355
124.0,124.0,0.3079905
125.0,125.0,0.4896846
126.0,126.0,0.632154
127.0,127.0,0.6307757
128.0,128.0,0.76299137
129.0,129.0,0.30423987
130.0,130.0,0.72616214
131.0,131.0,0.4343327
132.0,132.0,0.63909787
133.0,133.0,0.46418318
134.0,134.0,0.34234864
135.0,135.0,0.50736535
136.0,136.0,0.973755
137.0,137.0,0.71786547
138.0,138.0,0.44538337
139.0,139.0,0.68024945
140.0,140.0,0.77773
141.0,141.0,0.71786547
142.0,142.0,0.33770442
143.0,143.0,0.4379403
144.0,144.0,0.69717634
145.0,145.0,0.6582789
146.0,146.0,0.52060443
147.0,147.0,0.3381372
148.0,148.0,0.5489861
149.0,149.0,0.36007124
150.0,150.0,0.57010204
151.0,151.0,0.49142748
152.0,152.0,0.7070108
153.0,153.0,0.649046
154.0,154.0,0.6736271
155.0,155.0,0.69257385
156.0,156.0,0.7163971
157.0,157.0,0.70968467
158.0,158.0,0.790164
159.0,159.0,0.33103016
160.0,160.0,0.59943026
161.0,161.0,0.6645946
162.0,162.0,0.7167289
163.0,163.0,0.69920397
164.0,164.0,0.6927472
165.0,165.0,0.7355288
166.0,166.0,0.56856716
167.0,167.0,0.35209146
168.0,168.0,0.6970806
169.0,169.0,0.6205289
170.0,170.0,0.34172767
171.0,171.0,0.58800566
172.0,172.0,0.6971742
173.0,173.0,0.76441026
174.0,174.0,0.696836
175.0,175.0,0.7093325
176.0,176.0,0.7151925
177.0,177.0,0.27752724
178.0,178.0,0.7595489
179.0,179.0,0.6582447
180.0,180.0,0.5237979
181.0,181.0,0.65918297
182.0,182.0,0.71731645
183.0,183.0,0.29742998
184.0,184.0,0.54967266
185.0,185.0,0.39358395
186.0,186.0,0.89892846
187.0,187.0,0.41612035
188.0,188.0,0.6925332
189.0,189.0,0.75623864
190.0,190.0,0.6120073
191.0,191.0,0.7152303
192.0,192.0,0.7468198
193.0,193.0,0.28027368
194.0,194.0,0.69693524
195.0,195.0,0.7151925
196.0,196.0,0.43575612
197.0,197.0,0.49449742
198.0,198.0,0.76408225
199.0,199.0,0.6951532
200.0,200.0,0.4958711
201.0,201.0,0.7426709
202.0,202.0,0.3180827
203.0,203.0,0.7170714
204.0,204.0,0.7187806
205.0,205.0,0.7442158
206.0,206.0,0.6322502
207.0,207.0,0.425262
208.0,208.0,0.43049207
209.0,209.0,0.7184114
210.0,210.0,0.5772524
211.0,211.0,0.4283554
212.0,212.0,0.69847786
213.0,213.0,0.75273764
214.0,214.0,0.76767176
215.0,215.0,0.42146063
216.0,216.0,0.28566596
217.0,217.0,0.69737685
218.0,218.0,0.73167473
219.0,219.0,0.83981746
220.0,220.0,0.69636476
221.0,221.0,0.70027965
