x,y,species_0 cloglog values
1.0,1.0,0.35992178
2.0,2.0,0.48737746
3.0,3.0,0.28401363
4.0,4.0,0.17623879
5.0,5.0,0.6937782
6.0,6.0,0.6918702
7.0,7.0,0.6944777
8.0,8.0,0.43693
9.0,9.0,0.6919222
10.0,10.0,0.69207937
11.0,11.0,0.28948566
12.0,12.0,0.69257385
13.0,13.0,0.6919248
14.0,14.0,0.6918702
15.0,15.0,0.69246
16.0,16.0,0.6607942
17.0,17.0,0.27272388
18.0,18.0,0.70032007
19.0,19.0,0.7017369
20.0,20.0,0.70027965
21.0,21.0,0.21072355
22.0,22.0,0.21815729
23.0,23.0,0.70132005
24.0,24.0,0.50214213
25.0,25.0,0.39432287
26.0,26.0,0.7042703
27.0,27.0,0.69413376
28.0,28.0,0.45963094
29.0,29.0,0.6946536
30.0,30.0,0.2932345
31.0,31.0,0.6946536
32.0,32.0,0.6918702
33.0,33.0,0.55165386
34.0,34.0,0.8185653
35.0,35.0,0.22232883
36.0,36.0,0.47392094
37.0,37.0,0.3767665
38.0,38.0,0.21256968
39.0,39.0,0.6928256
40.0,40.0,0.6952618
41.0,41.0,0.2096933
42.0,42.0,0.6941339
43.0,43.0,0.19573183
44.0,44.0,0.26889655
45.0,45.0,0.7169054
46.0,46.0,0.40747237
47.0,47.0,0.48400754
48.0,48.0,0.33520457
49.0,49.0,0.4395599
50.0,50.0,0.69829375
51.0,51.0,0.32453394
52.0,52.0,0.31300634
53.0,53.0,0.69526696
54.0,54.0,0.6927521
55.0,55.0,0.69245946
56.0,56.0,0.70027965
57.0,57.0,0.69829375
58.0,58.0,0.46713835
59.0,59.0,0.69257385
60.0,60.0,0.69257385
61.0,61.0,0.6951532
62.0,62.0,0.509065
63.0,63.0,0.3755473
64.0,64.0,0.5726317
65.0,65.0,0.69534594
66.0,66.0,0.693477
67.0,67.0,0.7209891
68.0,68.0,0.31467956
69.0,69.0,0.16285138
70.0,70.0,0.69209105
71.0,71.0,0.691925
72.0,72.0,0.693477
73.0,73.0,0.6919081
74.0,74.0,0.7209891
75.0,75.0,0.6966954
76.0,76.0,0.28592324
77.0,77.0,0.6951532
78.0,78.0,0.7149677
79.0,79.0,0.69936615
80.0,80.0,0.69812256
81.0,81.0,0.6965455
82.0,82.0,0.69333386
83.0,83.0,0.69574624
84.0,84.0,0.6975959
85.0,85.0,0.69257385
86.0,86.0,0.3979338
87.0,87.0,0.69829375
88.0,88.0,0.6995771
89.0,89.0,0.18968397
90.0,90.0,0.691925
91.0,91.0,0.37652114
92.0,92.0,0.52394736
93.0,93.0,0.4358273
94.0,94.0,0.5355803
95.0,95.0,0.13028227
96.0,96.0,0.691925
97.0,97.0,0.49356902
98.0,98.0,0.34712115
99.0,99.0,0.7011707
100.0,100.0,0.69574624
101.0,101.0,0.69534594
102.0,102.0,0.24464379
103.0,103.0,0.5533474
104.0,104.0,0.6951532
105.0,105.0,0.22619432
106.0,106.0,0.69307697
107.0,107.0,0.27263224
108.0,108.0,0.5986524
109.0,109.0,0.6953593
110.0,110.0,0.8377727
111.0,111.0,0.69628805
112.0,112.0,0.7081841
113.0,113.0,0.7031905
114.0,114.0,0.18820836
115.0,115.0,0.12729555
116.0,116.0,0.69574624
117.0,117.0,0.5265804
118.0,118.0,0.2311025
119.0,119.0,0.48179454
120.0,120.0,0.1813847
121.0,121.0,0.32318583
122.0,122.0,0.5924945
123.0,123.0,0.30527177
124.0,124.0,0.18785967
125.0,125.0,0.42920917
126.0,126.0,0.5690779
127.0,127.0,0.5545532
128.0,128.0,0.6947756
129.0,129.0,0.17379178
130.0,130.0,0.69245946
131.0,131.0,0.35667816
132.0,132.0,0.59649765
133.0,133.0,0.38856643
134.0,134.0,0.2085167
135.0,135.0,0.3892586
136.0,136.0,0.973755
137.0,137.0,0.69574624
138.0,138.0,0.37044632
139.0,139.0,0.68024945
140.0,140.0,0.7049246
141.0,141.0,0.69574624
142.0,142.0,0.2004531
143.0,143.0,0.33779794
144.0,144.0,0.69207937
145.0,145.0,0.6304462
146.0,146.0,0.41266936
147.0,147.0,0.22121009
148.0,148.0,0.5068069
149.0,149.0,0.257866
150.0,150.0,0.4838193
151.0,151.0,0.39039668
152.0,152.0,0.69320107
153.0,153.0,0.64884573
154.0,154.0,0.6736271
155.0,155.0,0.69257385
156.0,156.0,0.693617
157.0,157.0,0.69192195
158.0,158.0,0.7136127
159.0,159.0,0.21705781
160.0,160.0,0.515771
161.0,161.0,0.63998854
162.0,162.0,0.69571936
163.0,163.0,0.6966954
164.0,164.0,0.65553
165.0,165.0,0.6946536
166.0,166.0,0.50948125
167.0,167.0,0.21837923
168.0,168.0,0.6927984
169.0,169.0,0.6205289
170.0,170.0,0.22607024
171.0,171.0,0.5224804
172.0,172.0,0.6966954
173.0,173.0,0.69574624
174.0,174.0,0.696836
175.0,175.0,0.6927835
176.0,176.0,0.6918702
177.0,177.0,0.14946645
178.0,178.0,0.7042703
179.0,179.0,0.6582447
180.0,180.0,0.43753186
181.0,181.0,0.5224418
