x,y,species_3 cloglog values
1.0,1.0,0.6219567
2.0,2.0,0.72318536
3.0,3.0,0.51671356
4.0,4.0,0.608439
5.0,5.0,0.49286866
6.0,6.0,0.541137
7.0,7.0,0.4932024
8.0,8.0,0.5926431
9.0,9.0,0.5515624
10.0,10.0,0.5591195
11.0,11.0,0.70633745
12.0,12.0,0.54435295
13.0,13.0,0.54782516
14.0,14.0,0.64487743
15.0,15.0,0.47748595
16.0,16.0,0.77852756
17.0,17.0,0.67584944
18.0,18.0,0.51829356
19.0,19.0,0.66009253
20.0,20.0,0.5266933
21.0,21.0,0.61283094
22.0,22.0,0.6823439
23.0,23.0,0.62720925
24.0,24.0,0.67000645
25.0,25.0,0.66484725
26.0,26.0,0.46072757
27.0,27.0,0.6028879
28.0,28.0,0.63801485
29.0,29.0,0.47032493
30.0,30.0,0.5755897
31.0,31.0,0.46124315
32.0,32.0,0.5377845
33.0,33.0,0.6129522
34.0,34.0,0.6951676
35.0,35.0,0.65619636
36.0,36.0,0.75274163
37.0,37.0,0.6473209
38.0,38.0,0.4655989
39.0,39.0,0.48549095
40.0,40.0,0.59791654
41.0,41.0,0.6075467
42.0,42.0,0.5914839
43.0,43.0,0.70406747
44.0,44.0,0.6659466
45.0,45.0,0.48542106
46.0,46.0,0.66256875
47.0,47.0,0.6717629
48.0,48.0,0.6255756
49.0,49.0,0.6067933
50.0,50.0,0.46217474
51.0,51.0,0.6143726
52.0,52.0,0.65640247
53.0,53.0,0.45063278
54.0,54.0,0.48570335
55.0,55.0,0.4723329
56.0,56.0,0.54106337
57.0,57.0,0.4623463
58.0,58.0,0.5858037
59.0,59.0,0.5686587
60.0,60.0,0.56132823
61.0,61.0,0.581649
62.0,62.0,0.6781412
63.0,63.0,0.5089087
64.0,64.0,0.6422753
65.0,65.0,0.5290074
66.0,66.0,0.47548556
67.0,67.0,0.5222205
68.0,68.0,0.52827036
69.0,69.0,0.6825227
70.0,70.0,0.57498676
71.0,71.0,0.58274764
72.0,72.0,0.4745948
73.0,73.0,0.5513448
74.0,74.0,0.52040696
75.0,75.0,0.5283646
76.0,76.0,0.5961006
77.0,77.0,0.5868651
78.0,78.0,0.62870747
79.0,79.0,0.52616996
80.0,80.0,0.47969836
81.0,81.0,0.4792597
82.0,82.0,0.49536216
83.0,83.0,0.4635053
84.0,84.0,0.5139589
85.0,85.0,0.60412306
86.0,86.0,0.67955804
87.0,87.0,0.48218024
88.0,88.0,0.6656788
89.0,89.0,0.63327956
90.0,90.0,0.5431261
91.0,91.0,0.74385315
92.0,92.0,0.7249646
93.0,93.0,0.72045904
94.0,94.0,0.71407294
95.0,95.0,0.6370364
96.0,96.0,0.5277999
97.0,97.0,0.65866995
98.0,98.0,0.64172095
99.0,99.0,0.5072837
100.0,100.0,0.4778712
101.0,101.0,0.4977623
102.0,102.0,0.710619
103.0,103.0,0.69615185
104.0,104.0,0.59790385
105.0,105.0,0.63516325
106.0,106.0,0.54610616
107.0,107.0,0.6690247
108.0,108.0,0.7266592
109.0,109.0,0.49791715
110.0,110.0,0.8438093
111.0,111.0,0.5850797
112.0,112.0,0.54259336
