Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,bio16 contribution,bio4 contribution,gpw2000_30_sec contribution,swa_2000lulc_2km contribution,bio16 permutation importance,bio4 permutation importance,gpw2000_30_sec permutation importance,swa_2000lulc_2km permutation importance,Training gain without bio16,Training gain without bio4,Training gain without gpw2000_30_sec,Training gain without swa_2000lulc_2km,Training gain with only bio16,Training gain with only bio4,Training gain with only gpw2000_30_sec,Training gain with only swa_2000lulc_2km,Test gain without bio16,Test gain without bio4,Test gain without gpw2000_30_sec,Test gain without swa_2000lulc_2km,Test gain with only bio16,Test gain with only bio4,Test gain with only gpw2000_30_sec,Test gain with only swa_2000lulc_2km,AUC without bio16,AUC without bio4,AUC without gpw2000_30_sec,AUC without swa_2000lulc_2km,AUC with only bio16,AUC with only bio4,AUC with only gpw2000_30_sec,AUC with only swa_2000lulc_2km,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species_0,1468,0.0112,0.0127,100,0.5405,367,0.0108,0.5236,0.0157,3095,2.7624,5.1062,2.8988,89.2326,12.6706,0.0000,5.7500,81.5795,0.0109,0.0109,0.0110,0.0053,0.0001,0.0028,0.0031,0.0102,0.0118,0.0091,0.0081,0.0154,-0.0004,0.0055,0.0116,0.0070,0.5275,0.5240,0.5211,0.5490,0.5028,0.5338,0.5564,0.5146,8.0263,0.6240,1.0000,0.5541,0.9855,0.0095,0.0136,4.417E-1,5.0000,0.5627,0.9373,0.0538,0.0463,9.8E-2,10.0000,0.5737,0.8782,0.1056,0.1035,1.423E-1,0.3423,0.4571,0.9945,0.0000,0.0054,4.955E-1,9.0252,0.5716,0.8898,0.0995,0.0899,1.076E-1,47.3530,0.6307,0.4756,0.4755,0.4986,1.616E-1,26.7420,0.5990,0.6905,0.2486,0.2725,6.234E-2,46.7030,0.6295,0.4821,0.4728,0.4823,8.589E-2,21.2039,0.5910,0.7512,0.2016,0.1853,2.446E-3,0.0184,0.4303,1.0000,0.0000,0.0000,1E0,0.7475,0.5503,0.9887,0.0075,0.0136,6.626E-1
species_1,1468,0.0110,0.0122,120,0.5388,367,0.0046,0.5319,0.0156,3096,0.6253,12.8475,3.2504,83.2767,6.2441,0.2862,8.8690,84.6007,0.0109,0.0101,0.0107,0.0064,0.0000,0.0038,0.0035,0.0097,0.0040,0.0046,0.0039,0.0064,0.0002,0.0025,0.0058,0.0027,0.5313,0.5366,0.5284,0.5312,0.4948,0.5207,0.5467,0.5283,8.0269,0.6242,1.0000,0.5515,0.9877,0.0075,0.0082,2.378E-1,5.0000,0.5602,0.9390,0.0552,0.0354,2.016E-2,10.0000,0.5726,0.8798,0.1015,0.0817,1.181E-2,0.3043,0.5460,0.9964,0.0000,0.0000,1.263E-1,9.7889,0.5721,0.8824,0.0995,0.0817,1.655E-2,47.6927,0.6338,0.4742,0.4741,0.4850,5.864E-2,27.4476,0.5998,0.6844,0.2582,0.2698,2.948E-2,46.9718,0.6329,0.4813,0.4693,0.4823,8.115E-2,22.3336,0.5911,0.7403,0.2078,0.2016,5.598E-3,0.0247,0.5303,1.0000,0.0000,0.0000,1E0,0.9030,0.5512,0.9890,0.0054,0.0082,3.029E-1
species_2,1468,0.0111,0.0124,100,0.5377,367,0.0100,0.5337,0.0160,3105,0.9630,10.0871,2.8597,86.0902,11.9983,1.5067,11.3985,75.0965,0.0110,0.0103,0.0109,0.0063,0.0000,0.0034,0.0036,0.0099,0.0100,0.0114,0.0102,0.0045,-0.0001,0.0022,0.0041,0.0115,0.5320,0.5430,0.5300,0.5334,0.5099,0.5175,0.5416,0.5318,8.0297,0.6241,1.0000,0.5483,0.9871,0.0082,0.0082,2.119E-1,5.0000,0.5572,0.9378,0.0538,0.0654,6.014E-1,10.0000,0.5699,0.8783,0.1001,0.1199,4.569E-1,0.2747,0.5117,0.9965,0.0000,0.0000,1.267E-1,9.9074,0.5697,0.8795,0.0995,0.1172,4.234E-1,47.8782,0.6382,0.4728,0.4728,0.4687,1.233E-2,55.5198,0.6448,0.3990,0.5443,0.5640,7.425E-2,47.9343,0.6384,0.4721,0.4741,0.4714,1.512E-2,28.4723,0.6027,0.6721,0.2779,0.2534,1.189E-3,0.0223,0.4953,1.0000,0.0000,0.0000,1E0,0.8755,0.5477,0.9887,0.0054,0.0082,2.87E-1
species_3,1468,0.0083,0.0100,120,0.5375,367,0.0191,0.5665,0.0157,3099,0.4364,11.0890,3.7597,84.7149,4.2083,10.0533,26.6849,59.0535,0.0083,0.0078,0.0081,0.0050,0.0000,0.0027,0.0030,0.0073,0.0185,0.0170,0.0203,0.0097,0.0001,0.0098,0.0016,0.0170,0.5623,0.5667,0.5687,0.5527,0.5120,0.5511,0.5502,0.5542,8.0305,0.6261,1.0000,0.5647,0.9871,0.0095,0.0082,2.109E-1,5.0000,0.5708,0.9400,0.0525,0.0572,4.107E-1,10.0000,0.5805,0.8822,0.1008,0.0899,4.888E-2,0.2990,0.5120,0.9961,0.0000,0.0000,1.162E-1,9.8375,0.5803,0.8842,0.0995,0.0899,6.034E-2,47.9257,0.6376,0.4769,0.4768,0.4223,5.589E-5,31.7306,0.6080,0.6434,0.3004,0.2643,1.121E-4,50.7475,0.6408,0.4495,0.4993,0.4496,5.092E-5,45.4736,0.6304,0.5008,0.4537,0.3869,8.476E-6,0.0226,0.4999,1.0000,0.0000,0.0000,1E0,0.6158,0.5456,0.9916,0.0041,0.0027,1.171E-1
species_4,1468,0.0123,0.0139,120,0.5445,367,-0.0050,0.4981,0.0161,3105,1.9852,12.0023,2.5941,83.4184,15.3019,0.0000,13.2761,71.4220,0.0120,0.0115,0.0121,0.0069,0.0000,0.0045,0.0033,0.0108,-0.0043,-0.0049,-0.0056,-0.0009,0.0001,-0.0042,0.0036,-0.0047,0.5016,0.4971,0.4977,0.5095,0.5119,0.4959,0.5299,0.4981,8.0284,0.6232,1.0000,0.5358,0.9868,0.0089,0.0054,9.655E-2,5.0000,0.5462,0.9359,0.0525,0.0681,6.237E-1,10.0000,0.5603,0.8750,0.1008,0.1253,5.088E-1,0.2552,0.5169,0.9965,0.0000,0.0000,1.267E-1,9.9054,0.5603,0.8763,0.0995,0.1253,5.387E-1,46.9962,0.6410,0.4718,0.4714,0.5368,6.294E-1,25.0579,0.5903,0.7018,0.2343,0.2861,3.058E-1,43.2434,0.6292,0.5085,0.4366,0.5095,7.557E-1,96.0149,0.7741,0.0229,0.9591,0.9564,3.944E-3,0.0225,0.4991,1.0000,0.0000,0.0000,1E0,0.9690,0.5358,0.9874,0.0082,0.0054,1.106E-1
