x,y,species stddev
1.0,1.0,0.009542147
2.0,2.0,0.025998546
3.0,3.0,0.0073924917
4.0,4.0,0.025944158
5.0,5.0,0.015145852
6.0,6.0,0.00990706
7.0,7.0,0.01808822
8.0,8.0,0.0063202335
9.0,9.0,0.0073456364
10.0,10.0,0.0066595925
11.0,11.0,0.0033074126
12.0,12.0,0.011493799
13.0,13.0,0.015640473
14.0,14.0,0.010123874
15.0,15.0,0.018183228
16.0,16.0,0.0071868687
17.0,17.0,0.01786598
18.0,18.0,0.01485296
19.0,19.0,0.012178985
20.0,20.0,0.0038021707
21.0,21.0,0.0058697
22.0,22.0,0.024716118
23.0,23.0,0.007863279
24.0,24.0,0.012497702
25.0,25.0,0.006308178
26.0,26.0,0.026141686
27.0,27.0,0.025252542
28.0,28.0,0.005017654
29.0,29.0,0.00634445
30.0,30.0,0.0034463564
31.0,31.0,0.007295796
32.0,32.0,0.0066024843
33.0,33.0,0.0075525357
34.0,34.0,0.00668936
35.0,35.0,0.013655759
36.0,36.0,0.019091535
37.0,37.0,0.04050435
38.0,38.0,0.0010661843
39.0,39.0,0.0048948023
40.0,40.0,0.01678646
41.0,41.0,0.004241053
42.0,42.0,0.0016345662
43.0,43.0,0.017916774
44.0,44.0,0.023738107
45.0,45.0,0.01449933
46.0,46.0,0.0084732445
47.0,47.0,0.0060955184
48.0,48.0,0.013034304
49.0,49.0,0.022881195
50.0,50.0,0.030118769
51.0,51.0,0.025987921
52.0,52.0,0.06189281
53.0,53.0,0.009501391
54.0,54.0,0.023373023
55.0,55.0,0.024483131
56.0,56.0,0.014363296
57.0,57.0,0.0057960087
58.0,58.0,0.024164872
59.0,59.0,0.013993554
60.0,60.0,0.01648315
61.0,61.0,0.017742602
62.0,62.0,0.016905516
63.0,63.0,0.0074742846
64.0,64.0,0.023918578
65.0,65.0,0.014619105
66.0,66.0,0.0065427558
67.0,67.0,0.013213809
68.0,68.0,0.017831104
69.0,69.0,0.012055969
70.0,70.0,0.0060751196
71.0,71.0,0.01674685
72.0,72.0,0.015843451
73.0,73.0,0.024599522
74.0,74.0,0.022168957
75.0,75.0,0.00781514
76.0,76.0,0.00547156
77.0,77.0,0.018827783
78.0,78.0,0.01720247
79.0,79.0,0.020340115
80.0,80.0,0.018428378
81.0,81.0,0.017869351
82.0,82.0,0.017059537
83.0,83.0,0.017527591
84.0,84.0,0.020524634
85.0,85.0,0.012293255
86.0,86.0,0.025473455
87.0,87.0,0.017896019
88.0,88.0,0.0058564553
89.0,89.0,0.019682989
90.0,90.0,0.0117398985
91.0,91.0,0.0040725498
92.0,92.0,0.024545716
93.0,93.0,0.059015732
94.0,94.0,0.005114353
95.0,95.0,0.004099421
96.0,96.0,0.009159536
97.0,97.0,0.012044485
98.0,98.0,0.0024348751
99.0,99.0,0.00968171
100.0,100.0,0.018734105
101.0,101.0,0.025176354
102.0,102.0,0.003882513
103.0,103.0,0.008781607
104.0,104.0,0.017017208
105.0,105.0,0.0057720793
106.0,106.0,0.009516918
107.0,107.0,0.0050155683
108.0,108.0,0.0087230485
109.0,109.0,0.0019980723
110.0,110.0,0.005932912
111.0,111.0,0.017239733
112.0,112.0,0.00696114
113.0,113.0,0.014191037
114.0,114.0,0.0066123363
115.0,115.0,0.026235823
116.0,116.0,0.012168276
117.0,117.0,0.0025905783
118.0,118.0,0.017069668
119.0,119.0,0.0068147997
120.0,120.0,0.0069279294
121.0,121.0,0.018891856
122.0,122.0,0.0038619195
123.0,123.0,0.0077602826
