x,y,species median
1.0,1.0,0.4936752
2.0,2.0,0.47318727
3.0,3.0,0.76542956
4.0,4.0,0.47626695
5.0,5.0,0.11286394
6.0,6.0,0.79131943
7.0,7.0,0.30778435
8.0,8.0,0.65341574
9.0,9.0,0.7959861
10.0,10.0,0.7985485
11.0,11.0,0.008854608
12.0,12.0,0.48831722
13.0,13.0,0.3885165
14.0,14.0,0.4690772
15.0,15.0,0.29345647
16.0,16.0,0.56674373
17.0,17.0,0.48524752
18.0,18.0,0.505307
19.0,19.0,0.46549436
20.0,20.0,0.715467
21.0,21.0,0.6061277
22.0,22.0,0.5872983
23.0,23.0,0.7417702
24.0,24.0,0.52295697
25.0,25.0,0.7465783
26.0,26.0,0.37135938
27.0,27.0,0.30337095
28.0,28.0,0.73629826
29.0,29.0,0.021774812
30.0,30.0,0.78029543
31.0,31.0,0.79019856
32.0,32.0,0.5814267
33.0,33.0,0.6362649
34.0,34.0,0.69878757
35.0,35.0,0.5120529
36.0,36.0,0.14164217
37.0,37.0,0.69051844
38.0,38.0,0.7735379
39.0,39.0,0.76396364
40.0,40.0,0.28344432
41.0,41.0,0.67533916
42.0,42.0,0.7692968
43.0,43.0,0.51512986
44.0,44.0,0.22550084
45.0,45.0,0.55004203
46.0,46.0,0.50409186
47.0,47.0,0.63342327
48.0,48.0,0.446851
49.0,49.0,0.22630394
50.0,50.0,0.5880337
51.0,51.0,0.49103284
52.0,52.0,0.51876
53.0,53.0,0.52463245
54.0,54.0,0.23013796
55.0,55.0,0.27210915
56.0,56.0,0.0975185
57.0,57.0,0.7564297
58.0,58.0,0.24599555
59.0,59.0,0.6836385
60.0,60.0,0.11606413
61.0,61.0,0.32806897
62.0,62.0,0.119088754
63.0,63.0,0.6636114
64.0,64.0,0.63315773
65.0,65.0,0.49620613
66.0,66.0,0.654792
67.0,67.0,0.68527025
68.0,68.0,0.4971908
69.0,69.0,0.4184291
70.0,70.0,0.59662217
71.0,71.0,0.24543707
72.0,72.0,0.3211226
73.0,73.0,0.27683628
74.0,74.0,0.6191643
75.0,75.0,0.648166
76.0,76.0,0.62008786
77.0,77.0,0.33694148
78.0,78.0,0.45563924
79.0,79.0,0.23404308
80.0,80.0,0.16161385
81.0,81.0,0.1732142
82.0,82.0,0.41702795
83.0,83.0,0.6186642
84.0,84.0,0.17402686
85.0,85.0,0.51449966
86.0,86.0,0.5447802
87.0,87.0,0.5429838
88.0,88.0,0.78017616
89.0,89.0,0.22866842
90.0,90.0,0.6924564
91.0,91.0,0.65795296
92.0,92.0,0.25257373
93.0,93.0,0.4098575
94.0,94.0,0.719524
95.0,95.0,0.6843914
96.0,96.0,0.64120036
97.0,97.0,0.69299597
98.0,98.0,0.6851589
99.0,99.0,0.7542248
100.0,100.0,0.27912742
101.0,101.0,0.2812295
102.0,102.0,0.70914125
103.0,103.0,0.0392236
104.0,104.0,0.18335606
105.0,105.0,0.77471083
106.0,106.0,0.6886419
107.0,107.0,0.7441705
108.0,108.0,0.76172924
109.0,109.0,0.77893865
110.0,110.0,0.7545866
111.0,111.0,0.19606522
112.0,112.0,0.6084745
113.0,113.0,0.61381173
114.0,114.0,0.58014596
115.0,115.0,0.35717136
116.0,116.0,0.5508682
117.0,117.0,0.6661189
118.0,118.0,0.14626859
119.0,119.0,0.68529356
120.0,120.0,0.58525085
121.0,121.0,0.20699684
122.0,122.0,0.011855788
123.0,123.0,0.7738134
124.0,124.0,0.7573691
125.0,125.0,0.6849234
126.0,126.0,0.31341702
127.0,127.0,0.33891168
128.0,128.0,0.6223378
129.0,129.0,0.37513176
130.0,130.0,0.5426676
