X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,6.041920450065587E-4,67.85635573408567,0.7022250625598156
2.0,2.0,train,9.967053889773502E-4,95.75520506247875,0.8644499789665667
3.0,3.0,train,6.191264520084539E-4,70.30024146243254,0.7110093980668435
4.0,4.0,train,0.0010012658670224082,96.191621871253,0.8656837787387258
5.0,5.0,train,5.639806923044772E-4,59.27400987463769,0.6772227242763009
7.0,7.0,train,6.386692915371715E-4,72.2519792929638,0.722114161032742
8.0,8.0,train,7.629192545778229E-4,82.73152359820328,0.7833925609210934
9.0,9.0,train,5.370784097795692E-4,54.65344532289453,0.6593341246055233
10.0,10.0,train,0.0010006773121164778,96.05497997004562,0.8655251833709054
11.0,11.0,train,6.834372588336343E-4,77.00642306197705,0.745970679729596
12.0,12.0,train,6.191758301598812E-4,70.30630033003811,0.7110380079329052
13.0,13.0,train,6.084897222948545E-4,68.84822797301972,0.7047799449949423
14.0,14.0,train,9.251499992839443E-4,92.12954561049817,0.8435383799303888
15.0,15.0,train,5.143916356726646E-4,50.625607501177896,0.6434802627681457
16.0,16.0,train,0.001022492255740153,97.26935455292724,0.8712802526971952
17.0,17.0,train,0.0010604544199055925,98.52032791348542,0.8807141600379094
19.0,19.0,train,0.001015751425858328,96.85890204826853,0.869528731164084
21.0,21.0,train,6.463569450693198E-4,73.41185348057466,0.7263646237125623
22.0,22.0,train,8.540269756961011E-4,88.26591623741594,0.8195571968453785
23.0,23.0,train,5.630503421978836E-4,59.10895150650966,0.6766200630336043
24.0,24.0,train,5.816024019597777E-4,63.35689503865077,0.688427937806465
25.0,25.0,train,5.225295460259147E-4,52.0697059264775,0.6492502778972818
27.0,27.0,train,7.726045356876512E-4,83.63428125208591,0.7875583221701302
28.0,28.0,train,9.680059456374969E-4,94.77569572724542,0.856421245300407
29.0,29.0,train,8.495296751966342E-4,87.82598675472077,0.8179227538610346
30.0,30.0,train,8.639661541440392E-4,88.74024847977208,0.8231175136997203
32.0,32.0,train,9.9947445676534E-4,95.96419627683879,0.8652004724080458
33.0,33.0,train,7.650426971292035E-4,82.98441498068834,0.784312816530992
36.0,36.0,train,9.3514747658393E-4,92.71133355386473,0.8466434510272428
38.0,38.0,train,5.306362280350683E-4,53.53452560047396,0.6549053025899478
39.0,39.0,train,5.573104713800513E-4,58.283184912841556,0.6728769286886319
40.0,40.0,train,4.2825387435761313E-4,37.51634932398763,0.5762695325536782
41.0,41.0,train,3.642814281905092E-4,27.50593252733758,0.5182797184077024
42.0,42.0,train,5.154479707102786E-4,50.79974503642677,0.6442345629427122
44.0,44.0,train,3.7466320173748703E-4,29.214217028070582,0.5282034048927176
45.0,45.0,train,7.40990897395352E-4,80.52453678863392,0.7736565626093296
46.0,46.0,train,7.864853296761207E-4,84.32652980192105,0.7933893261746581
47.0,47.0,train,0.001012961195753506,96.75938527792601,0.8687967682593754
49.0,49.0,train,0.00103992682236274,97.78556291914563,0.875702127893474
50.0,50.0,train,9.031960676692653E-4,90.73830780259681,0.836497411911171
51.0,51.0,train,8.001547018134244E-4,85.15666202157777,0.7989750859651015
52.0,52.0,train,5.015815525970451E-4,48.42307270746694,0.6342046298986851
54.0,54.0,train,6.631442055363531E-4,74.76562065270052,0.7354215833826669
55.0,55.0,train,6.442030840599339E-4,73.04140764428573,0.725180364452026
56.0,56.0,train,5.376934225175968E-4,54.77942761408945,0.6597539452392023
57.0,57.0,train,6.972276541886698E-4,77.62002185100727,0.7528983793326769
58.0,58.0,train,5.509281522152069E-4,57.00772156244281,0.6686639409359845
59.0,59.0,train,6.15714014890366E-4,69.75047861634083,0.7090253429949738
60.0,60.0,train,6.008986685191529E-4,67.26094940294111,0.7002522629499597
61.0,61.0,train,8.382925204669566E-4,87.01895461306145,0.8137738584813783
62.0,62.0,train,7.497625675591776E-4,81.64714281408963,0.7776025484532598
63.0,63.0,train,3.9372138317570875E-4,31.64283708737262,0.5458916121611097
64.0,64.0,train,9.626040250510506E-4,94.51520845240769,0.8548576974034818
66.0,66.0,train,9.223678243160712E-4,91.75593277556754,0.8426631484760335
67.0,67.0,train,5.860352116549618E-4,64.29292180454993,0.6911848810417565
68.0,68.0,train,0.001152719269462368,99.50881036550732,0.9008603232427055
70.0,70.0,train,4.423413538991461E-4,40.024932261725354,0.588070639103644
73.0,73.0,train,4.3710678933329126E-4,39.22280498281816,0.583724504952461
74.0,74.0,train,6.137157653646802E-4,69.55622975231788,0.7078572055186212
76.0,76.0,train,6.243199209580258E-4,71.02604807819303,0.7140030468050456
77.0,77.0,train,3.187529466419864E-4,18.023463403798996,0.47223603533786573
79.0,79.0,train,3.2091841596565423E-4,19.089549050231977,0.4745225188533514
80.0,80.0,train,5.840854813752098E-4,63.714887772928485,0.6899752831364141
81.0,81.0,train,3.8177420681382977E-4,30.33633707233419,0.5348824168867714
83.0,83.0,train,6.458628720000206E-4,73.28029019779004,0.7260934189377919
85.0,85.0,train,6.253846706796146E-4,71.10994959852033,0.7146129546572233
86.0,86.0,train,6.536115558593342E-4,73.94451492141893,0.730316018472775
87.0,87.0,train,5.251203629419993E-4,52.563496048519525,0.6510675724392045
88.0,88.0,train,5.49918117518551E-4,56.88410797321665,0.6679922591073278
89.0,89.0,train,5.234296395610902E-4,52.282120061596515,0.6498827071157145
91.0,91.0,train,6.109429251748296E-4,69.18398267883036,0.7062284848532185
92.0,92.0,train,6.625328201653126E-4,74.73001593379777,0.7350970536835423
93.0,93.0,train,0.0010584546423712728,98.48010669003415,0.8802349120284921
94.0,94.0,train,6.038736787257315E-4,67.78220213390209,0.7020349229486647
95.0,95.0,train,6.095062649792171E-4,69.01998982297336,0.7053810463961931
96.0,96.0,train,6.440708903543807E-4,73.0223820372207,0.7251075135609095
97.0,97.0,train,5.748416710243168E-4,62.0643262030887,0.6841756976892105
99.0,99.0,train,5.834656442058172E-4,63.53282542732973,0.6895897492049834
101.0,101.0,train,6.063463063158603E-4,68.54791093723117,0.7035084793161137
102.0,102.0,train,6.221720340751414E-4,70.84091644343046,0.7127687287520268
103.0,103.0,train,4.3435997077774215E-4,38.69185227341918,0.581425573266839
105.0,105.0,train,4.3281805452566416E-4,38.29203238683361,0.5801295173088077
106.0,106.0,train,6.049980580954249E-4,68.16502399426386,0.70270589984248
107.0,107.0,train,6.793636711086567E-4,76.20984033543834,0.7438873669389394
109.0,109.0,train,0.0011022553899006251,99.21238951055045,0.8903042268487444
110.0,110.0,train,6.001905932284497E-4,67.14297690406762,0.699826407264114
114.0,114.0,train,3.3053895734388766E-4,21.415003489499192,0.48456151978770556
115.0,115.0,train,2.84192624886607E-4,10.384266118338585,0.434368223934706
117.0,117.0,train,2.604517605901583E-4,0.026045152059037895,0.4067925262314066
118.0,118.0,train,2.9560077343209894E-4,12.27062568747743,0.4471593941430233
119.0,119.0,train,2.766135886964974E-4,8.020954033192663,0.4257071742333369
120.0,120.0,train,3.0099172687310063E-4,13.779590165345956,0.45310285309165865
121.0,121.0,train,3.5811720051849783E-4,26.458843387886787,0.5122889993590336
122.0,122.0,train,2.8580184908373867E-4,10.52684887156923,0.4361903091599598
123.0,123.0,train,2.6761534415725897E-4,5.268580890567368,0.41525194531557186
124.0,124.0,train,2.989619864826171E-4,13.151550234292456,0.45087262672797945
125.0,125.0,train,5.244152296204615E-4,52.465519298126765,0.6505739005633437
126.0,126.0,train,6.064117782892857E-4,68.55654944002862,0.7035473979851836
128.0,128.0,train,3.8174648154990474E-4,30.328373433727048,0.5348565604131601
129.0,129.0,train,8.347338357258162E-4,86.75792788545658,0.8124403393357873
130.0,130.0,train,7.129783127144761E-4,78.32929612058712,0.7605800120518261
132.0,132.0,train,5.990143290587924E-4,66.85395405968461,0.699117632321425
133.0,133.0,train,7.19914119506257E-4,78.56207219377822,0.7638864465475494
135.0,135.0,train,2.639262195454162E-4,4.046156367119475,0.4109106626393727
136.0,136.0,train,4.883432030769784E-4,47.03647084000187,0.6243652586660564
137.0,137.0,train,7.298200278128481E-4,79.6222955505603,0.7685297627051244
138.0,138.0,train,8.225777609304613E-4,85.96940342304042,0.8078127491017254
139.0,139.0,train,6.16227697070857E-4,69.87671716351983,0.709324876088183
140.0,140.0,train,5.68858657347936E-4,60.30469929670487,0.6803642335902775
142.0,142.0,train,2.7618836832673274E-4,7.934403875436041,0.4252173374714193
143.0,143.0,train,3.416117712498721E-4,23.272876949635954,0.4958787878103599
144.0,144.0,train,2.769781019730955E-4,8.165198304521745,0.4261267465487877
145.0,145.0,train,2.6077272157112673E-4,2.2392107589406454,0.4071741521783262
146.0,146.0,train,5.800409643104168E-4,62.98105208676606,0.6874509662157191
147.0,147.0,train,3.3441482506619044E-4,22.065205884848847,0.48855156815626277
149.0,149.0,train,3.671100784397992E-4,28.084788014473254,0.5210040626989738
150.0,150.0,train,2.959650493886169E-4,12.50780290897004,0.4475630308247005
151.0,151.0,train,9.366951099314834E-4,92.79666202356084,0.8471185844053353
152.0,152.0,train,5.359790136376879E-4,54.396638858810874,0.6585823626125882
153.0,153.0,train,6.642416464823438E-4,74.8736837578721,0.7360031194133363
155.0,155.0,train,9.436912170231857E-4,93.2003467713243,0.8492481326499981
156.0,156.0,train,8.100480951531167E-4,85.77829462229623,0.8029234176243651
157.0,157.0,train,3.1470486059814934E-4,17.359679385575816,0.46793501088842204
158.0,158.0,train,0.0012604687041682494,99.99997601533975,0.9201228421909446
160.0,160.0,train,7.117466986730036E-4,78.28931886789783,0.7599880550681828
161.0,161.0,train,3.209184182230748E-4,19.08955008230701,0.474522521231754
162.0,162.0,train,2.658566187534806E-4,4.549866902512586,0.4131863200088841
163.0,163.0,train,3.534493429060989E-4,25.283544204979965,0.5077030122870961
164.0,164.0,train,2.6616204428372227E-4,5.011418547948777,0.4135455655377023
165.0,165.0,train,3.38947622832851E-4,22.737063538644946,0.49317873282208535
167.0,167.0,train,5.366195112486017E-4,54.55942259383941,0.6590205333899184
168.0,168.0,train,2.6067413247620906E-4,1.7717953377835645,0.40705695484991145
169.0,169.0,train,3.416117712498721E-4,23.272876949635954,0.4958787878103599
170.0,170.0,train,5.536436680195735E-4,57.57796950137441,0.6704630523378745
171.0,171.0,train,3.3929440791378014E-4,22.808875545537543,0.49353100880539236
172.0,172.0,train,3.0099172687310063E-4,13.779590165345956,0.45310285309165865
173.0,173.0,train,4.8450059743669214E-4,46.39207754485367,0.6214600025128252
174.0,174.0,train,6.416617396023522E-4,72.59634687066956,0.7237764617768313
175.0,175.0,train,5.187019367529753E-4,51.33028970233925,0.6465481166715211
176.0,176.0,train,5.997574421096084E-4,67.0708095504677,0.6995656002296595
177.0,177.0,train,4.784729011311445E-4,45.19900088987407,0.6168573422060623
178.0,178.0,train,5.047123761112397E-4,48.835238863175306,0.6364936687716795
179.0,179.0,train,6.956347636655571E-4,77.5637010836498,0.752107930062037
180.0,180.0,train,3.495689186679877E-4,24.620661737564966,0.5038578406015691
181.0,181.0,train,5.426188036493457E-4,55.829846029681526,0.6630975046634562
182.0,182.0,train,4.691107125430036E-4,44.02993924075003,0.6095972991206169
183.0,183.0,train,8.540873341102691E-4,88.27926364664424,0.8195790326843668
184.0,184.0,train,4.6387829161074324E-4,43.57991836602858,0.6054799814952907
185.0,185.0,train,4.938021810513325E-4,47.88541536708314,0.6284542979512187
186.0,186.0,train,5.842613324653569E-4,63.76713799374105,0.6900845739351792
187.0,187.0,train,4.916703164256105E-4,47.541860288982825,0.6268627521063824
188.0,188.0,train,6.162797740446698E-4,69.88951519655521,0.7093552254601612
189.0,189.0,train,0.0011093362676432475,99.29131311460579,0.891850607858409
191.0,191.0,train,3.1166738289487787E-4,16.566813453218682,0.4646847389407667
192.0,192.0,train,4.797173619934787E-4,45.35866229332321,0.6178121562979924
193.0,193.0,train,3.1739208301060674E-4,17.914733059366068,0.4707940337073834
194.0,194.0,train,2.811410472179758E-4,8.921921861122929,0.4308968108912017
195.0,195.0,train,2.897963424940965E-4,11.277286761155503,0.4406878492293288
196.0,196.0,train,3.416117712498721E-4,23.272876949635954,0.4958787878103599
197.0,197.0,train,3.0856457202672064E-4,15.775139507861343,0.4613440555233338
198.0,198.0,train,3.892068316449823E-4,31.208314967528796,0.5417624687807463
199.0,199.0,train,7.050090641919238E-4,78.07460657568282,0.7567237116317047
200.0,200.0,train,0.0012397999032109888,99.82381578806249,0.9167430763094128
201.0,201.0,train,3.0579661048196397E-4,15.277062151911,0.45834630166522083
202.0,202.0,train,8.866724597091072E-4,89.4788449352914,0.8309898133648623
203.0,203.0,train,6.196814522768872E-4,70.37358484051306,0.7113308041355625
204.0,204.0,train,8.632707376950933E-4,88.68242263939273,0.8228707101634285
205.0,205.0,train,3.69657876985532E-4,28.531895970933096,0.5234447204947181
