x,y,species_3 cloglog values
1.0,1.0,0.49726754
2.0,2.0,0.6252399
3.0,3.0,0.63028634
4.0,4.0,0.7301355
5.0,5.0,0.37988868
6.0,6.0,0.3701945
7.0,7.0,0.44968647
8.0,8.0,0.5647914
9.0,9.0,0.37045622
10.0,10.0,0.37124848
11.0,11.0,0.74636525
12.0,12.0,0.3786698
13.0,13.0,0.37046957
14.0,14.0,0.48005733
15.0,15.0,0.37317207
16.0,16.0,0.7941293
17.0,17.0,0.6142979
18.0,18.0,0.48363033
19.0,19.0,0.58003944
20.0,20.0,0.41424736
21.0,21.0,0.732411
22.0,22.0,0.7753275
23.0,23.0,0.5044362
24.0,24.0,0.6163291
25.0,25.0,0.55918175
26.0,26.0,0.43632674
27.0,27.0,0.38171476
28.0,28.0,0.5705319
29.0,29.0,0.3843956
30.0,30.0,0.73249537
31.0,31.0,0.3843956
32.0,32.0,0.3701945
33.0,33.0,0.4495648
34.0,34.0,0.7749461
35.0,35.0,0.91046387
36.0,36.0,0.85237736
37.0,37.0,0.7359359
38.0,38.0,0.6775097
39.0,39.0,0.37502638
40.0,40.0,0.42451948
41.0,41.0,0.7353052
42.0,42.0,0.38171542
43.0,43.0,0.762973
44.0,44.0,0.8334275
45.0,45.0,0.5107751
46.0,46.0,0.8418893
47.0,47.0,0.6601484
48.0,48.0,0.69814
49.0,49.0,0.7206534
50.0,50.0,0.40353706
51.0,51.0,0.65404946
52.0,52.0,0.6966476
53.0,53.0,0.3875762
54.0,54.0,0.37465298
55.0,55.0,0.37316948
56.0,56.0,0.483391
57.0,57.0,0.40353706
58.0,58.0,0.8321131
59.0,59.0,0.39234507
60.0,60.0,0.38546735
61.0,61.0,0.38698477
62.0,62.0,0.60069627
63.0,63.0,0.5704497
64.0,64.0,0.50258017
65.0,65.0,0.45464224
66.0,66.0,0.37834617
67.0,67.0,0.61269486
68.0,68.0,0.6303887
69.0,69.0,0.84797037
70.0,70.0,0.37130734
71.0,71.0,0.43530333
72.0,72.0,0.37834617
73.0,73.0,0.3703856
74.0,74.0,0.61269486
75.0,75.0,0.3950537
76.0,76.0,0.68271005
77.0,77.0,0.38698477
78.0,78.0,0.54431415
79.0,79.0,0.47799492
80.0,80.0,0.40262252
81.0,81.0,0.39426422
82.0,82.0,0.37761512
83.0,83.0,0.39007398
84.0,84.0,0.39981794
85.0,85.0,0.44736212
86.0,86.0,0.66677445
87.0,87.0,0.47170162
88.0,88.0,0.5527911
89.0,89.0,0.82828254
90.0,90.0,0.3704703
91.0,91.0,0.88885087
92.0,92.0,0.8333798
93.0,93.0,0.6984569
94.0,94.0,0.6202094
95.0,95.0,0.8156278
96.0,96.0,0.3704703
97.0,97.0,0.6206737
98.0,98.0,0.5778736
99.0,99.0,0.48868504
100.0,100.0,0.39007398
101.0,101.0,0.3879869
102.0,102.0,0.8997979
103.0,103.0,0.6116126
104.0,104.0,0.4014265
105.0,105.0,0.71334285
106.0,106.0,0.44175908
107.0,107.0,0.81204027
108.0,108.0,0.6221983
109.0,109.0,0.45471874
110.0,110.0,0.8269441
111.0,111.0,0.39291117
112.0,112.0,0.5313414
113.0,113.0,0.4302801
114.0,114.0,0.69394577
115.0,115.0,0.8093417
116.0,116.0,0.39007398
117.0,117.0,0.8352666
118.0,118.0,0.73745054
119.0,119.0,0.58312446
120.0,120.0,0.7248523
121.0,121.0,0.6607288
122.0,122.0,0.5988216
123.0,123.0,0.7510042
124.0,124.0,0.76748854
125.0,125.0,0.60523105
126.0,126.0,0.6962826
127.0,127.0,0.69209677
128.0,128.0,0.45138338
129.0,129.0,0.8282823
130.0,130.0,0.37316948
131.0,131.0,0.6272479
132.0,132.0,0.48478743
133.0,133.0,0.67373085
134.0,134.0,0.70587337
135.0,135.0,0.6919497
136.0,136.0,0.78823304
137.0,137.0,0.39007398
138.0,138.0,0.6272833
139.0,139.0,0.627487
140.0,140.0,0.5113088
141.0,141.0,0.39007398
142.0,142.0,0.7441943
143.0,143.0,0.73734933
144.0,144.0,0.37124848
145.0,145.0,0.5124021
146.0,146.0,0.64991736
147.0,147.0,0.75056046
148.0,148.0,0.60114723
149.0,149.0,0.68623537
150.0,150.0,0.5974315
151.0,151.0,0.5600071
152.0,152.0,0.37693727
153.0,153.0,0.5533289
154.0,154.0,0.46366504
155.0,155.0,0.40210694
156.0,156.0,0.3790624
157.0,157.0,0.37045518
158.0,158.0,0.5653933
159.0,159.0,0.7334164
160.0,160.0,0.6294499
161.0,161.0,0.51080245
162.0,162.0,0.48433337
163.0,163.0,0.3950537
164.0,164.0,0.63701636
165.0,165.0,0.3843956
166.0,166.0,0.45194742
167.0,167.0,0.70029074
168.0,168.0,0.37488797
169.0,169.0,0.5117569
170.0,170.0,0.7448521
171.0,171.0,0.54723686
172.0,172.0,0.3950537
173.0,173.0,0.45693785
174.0,174.0,0.40301257
175.0,175.0,0.3748124
176.0,176.0,0.3701945
177.0,177.0,0.7245725
178.0,178.0,0.43632674
179.0,179.0,0.41883504
