variable,x,y
bio4,647.9,0.960606038570404
bio4,650.5903999999999,0.960606038570404
bio4,653.2808,0.960606038570404
bio4,655.9712,0.960606038570404
bio4,658.6616,0.960606038570404
bio4,661.352,0.960606038570404
bio4,664.0423999999999,0.960606038570404
bio4,666.7328,0.960606038570404
bio4,669.4232,0.960606038570404
bio4,672.1136,0.960606038570404
bio4,674.804,0.960606038570404
bio4,677.4943999999999,0.960606038570404
bio4,680.1848,0.960606038570404
bio4,682.8752,0.960606038570404
bio4,685.5656,0.960606038570404
bio4,688.256,0.960606038570404
bio4,690.9463999999999,0.960606038570404
bio4,693.6368,0.960606038570404
bio4,696.3272,0.960606038570404
bio4,699.0176,0.960606038570404
bio4,701.708,0.960606038570404
bio4,704.3983999999999,0.960606038570404
bio4,707.0888,0.960606038570404
bio4,709.7792,0.960606038570404
bio4,712.4696,0.960606038570404
bio4,715.16,0.960606038570404
bio4,717.8503999999999,0.960606038570404
bio4,720.5408,0.960606038570404
bio4,723.2312,0.960606038570404
bio4,725.9216,0.960606038570404
bio4,728.612,0.960606038570404
bio4,731.3024,0.960606038570404
bio4,733.9928,0.960606038570404
bio4,736.6831999999999,0.960606038570404
bio4,739.3736,0.960606038570404
bio4,742.064,0.960606038570404
bio4,744.7544,0.960606038570404
bio4,747.4448,0.960606038570404
bio4,750.1351999999999,0.960606038570404
bio4,752.8256,0.960606038570404
bio4,755.516,0.960606038570404
bio4,758.2063999999999,0.960606038570404
bio4,760.8968,0.9603818655014038
bio4,763.5871999999999,0.9597024321556091
bio4,766.2775999999999,0.9590125679969788
bio4,768.968,0.9583121538162231
bio4,771.6583999999999,0.9576010704040527
bio4,774.3488,0.9568792581558228
bio4,777.0391999999999,0.9561465382575989
bio4,779.7295999999999,0.9554027915000916
bio4,782.42,0.9546478986740112
bio4,785.1104,0.9538818001747131
bio4,787.8008,0.9531043171882629
bio4,790.4911999999999,0.9523153901100159
bio4,793.1815999999999,0.9515148401260376
bio4,795.872,0.9507025480270386
bio4,798.5623999999999,0.949878454208374
bio4,801.2528,0.9490424394607544
bio4,803.9431999999999,0.9481943249702454
bio4,806.6335999999999,0.9473339915275574
bio4,809.324,0.9464613795280457
bio4,812.0143999999999,0.9455763697624207
bio4,814.7048,0.9446788430213928
bio4,817.3951999999999,0.9437686204910278
bio4,820.0855999999999,0.9428456425666809
bio4,822.776,0.9419097900390625
bio4,825.4663999999999,0.9409609436988831
bio4,828.1568,0.939998984336853
bio4,830.8471999999999,0.9390237927436829
bio4,833.5375999999999,0.9380353093147278
bio4,836.228,0.9370332956314087
bio4,838.9183999999999,0.9360178112983704
bio4,841.6088,0.9349885582923889
bio4,844.2991999999999,0.9339455962181091
bio4,846.9896,0.9328886866569519
bio4,849.68,0.9318178296089172
bio4,852.3703999999999,0.9307328462600708
bio4,855.0608,0.9296336770057678
bio4,857.7511999999999,0.9285200834274292
bio4,860.4416,0.9273921847343445
bio4,863.132,0.9262496829032898
bio4,865.8223999999999,0.9250925779342651
bio4,868.5128,0.9239206910133362
bio4,871.2031999999999,0.9227340221405029
bio4,873.8936,0.921532392501831
bio4,876.584,0.9203157424926758
bio4,879.2743999999999,0.9190839529037476
bio4,881.9648,0.9178369641304016
bio4,884.6551999999999,0.9165746569633484
bio4,887.3456,0.9152969121932983
bio4,890.036,0.9140036702156067
bio4,892.7264,0.9126948118209839
bio4,895.4168,0.9113702774047852
bio4,898.1071999999999,0.9100300073623657
bio4,900.7976,0.908673882484436
bio4,903.4879999999999,0.9073017835617065
bio4,906.1784,0.9059137105941772
bio4,908.8688,0.9045095443725586
bio4,911.5591999999999,0.903089165687561
bio4,914.2495999999999,0.9016525745391846
bio4,916.9399999999999,0.9001995921134949
bio4,919.6304,0.8987302780151367
bio4,922.3208,0.8972444534301758
bio4,925.0111999999999,0.8957421183586121
bio4,927.7015999999999,0.8942232131958008
bio4,930.3919999999999,0.8926875591278076
bio4,933.0824,0.8911352753639221
bio4,935.7728,0.8895661234855652
bio4,938.4631999999999,0.8879802227020264
bio4,941.1535999999999,0.8863773345947266
bio4,943.8439999999999,0.8847575783729553
bio4,946.5344,0.8831207156181335
bio4,949.2248,0.8814669251441956
bio4,951.9151999999999,0.8797959685325623
bio4,954.6056,0.8781079053878784
bio4,957.2959999999999,0.8764026165008545
bio4,959.9864,0.8746801614761353
bio4,962.6768,0.8729404211044312
bio4,965.3671999999999,0.871183454990387
bio4,968.0576,0.8694091439247131
bio4,970.7479999999999,0.8676174879074097
bio4,973.4384,0.8658084273338318
bio4,976.1288,0.863982081413269
bio4,978.8191999999999,0.8621382117271423
bio4,981.5096,0.8602770566940308
bio4,984.1999999999999,0.8583983182907104
bio4,986.8904,0.8565022349357605
bio4,989.5808,0.8545886874198914
bio4,992.2711999999999,0.852657675743103
bio4,994.9616,0.8507091403007507
bio4,997.6519999999999,0.848743200302124
bio4,1000.3424,0.8467597961425781
bio4,1003.0328,0.8447589874267578
bio4,1005.7231999999999,0.8427406549453735
bio4,1008.4136,0.8407049775123596
bio4,1011.1039999999999,0.8386518359184265
bio4,1013.7944,0.8365813493728638
bio4,1016.4848,0.8344933986663818
bio4,1019.1751999999999,0.8323882222175598
bio4,1021.8656,0.8302656412124634
bio4,1024.556,0.8281258344650269
bio4,1027.2464,0.8259687423706055
bio4,1029.9368,0.8237945437431335
bio4,1032.6272,0.8216030597686768
bio4,1035.3175999999999,0.8193944692611694
bio4,1038.0079999999998,0.8171687722206116
bio4,1040.6984,0.8149262070655823
bio4,1043.3888,0.8126665353775024
bio4,1046.0792,0.8103899359703064
bio4,1048.7695999999999,0.8080965280532837
bio4,1051.46,0.8057864308357239
bio4,1054.1504,0.8034594655036926
bio4,1056.8408,0.801115870475769
bio4,1059.5312,0.7987557053565979
bio4,1062.2215999999999,0.7963791489601135
bio4,1064.9119999999998,0.7939860820770264
bio4,1067.6024,0.791576623916626
bio4,1070.2928,0.7891509532928467
bio4,1072.9832,0.7867092490196228
bio4,1075.6735999999999,0.78425133228302
bio4,1078.364,0.7817774415016174
bio4,1081.0544,0.7792876362800598
bio4,1083.7448,0.776782214641571
bio4,1086.4352,0.7742610573768616
bio4,1089.1255999999998,0.771724283695221
bio4,1091.8159999999998,0.7691720724105835
bio4,1094.5064,0.7666046023368835
bio4,1097.1968,0.7640218734741211
bio4,1099.8872,0.7614240050315857
bio4,1102.5775999999998,0.7588111758232117
bio4,1105.268,0.7561836242675781
bio4,1107.9584,0.7535412311553955
bio4,1110.6488,0.7508842945098877
bio4,1113.3392,0.7482128739356995
bio4,1116.0295999999998,0.7455272674560547
bio4,1118.7199999999998,0.7428274154663086
bio4,1121.4103999999998,0.7401134967803955
bio4,1124.1008,0.7373857498168945
bio4,1126.7912,0.7346442341804504
bio4,1129.4815999999998,0.7318893074989319
bio4,1132.172,0.7291207909584045
bio4,1134.8624,0.7263390421867371
bio4,1137.5528,0.7235442399978638
bio4,1140.2432,0.720736563205719
bio4,1142.9335999999998,0.7179160714149475
bio4,1145.6239999999998,0.7150828838348389
bio4,1148.3143999999998,0.7122373580932617
bio4,1151.0048,0.7093796730041504
bio4,1153.6951999999999,0.7065097689628601
bio4,1156.3855999999998,0.7036279439926147
bio4,1159.076,0.7007344365119934
bio4,1161.7664,0.69782954454422
bio4,1164.4568,0.6949131488800049
