gbifID	type	format	identifier	references	title	description	created	creator	contributor	publisher	audience	source	license	rightsHolder
1563155935	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/catharanthus_roseus_59_hoehm_2931_750f37.jpg										All rights reserved	
1563155910	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/catharanthus_roseus_57_hoehm_2931_1effbe.jpg										All rights reserved	
1563155865	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/campylospermum_sulcatum_3_hoehm_6231_1050a6.jpg										All rights reserved	
1563155841	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/canavalia_rosea_40hoehm_6854_c09543.jpg										All rights reserved	
1563155837	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/campylospermum_sulcatum_7_hoehm_6231_ccb9cb.jpg										All rights reserved	
1563155829	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/campylospermum_sulcatum_9_hoehm_6231_9d05dc.jpg										All rights reserved	
1563155825	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/canavalia_rosea_38hoehm_6854_029d4b.jpg										All rights reserved	
1563155170	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/argemone_mexicana_41_hoehm_148_1160f8.jpg										All rights reserved	
1563154991	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/argemone_mexicana_31_hoehm_148_9f94d4.jpg										All rights reserved	
1563154950	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/aniseia_martinicensis_15_hoehm_129_da4b21.jpg										All rights reserved	
1563154882	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/argemone_mexicana_35_hoehm_148_835b31.jpg										All rights reserved	
1563154864	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/argemone_mexicana_37_hoehm_148_c1af15.jpg										All rights reserved	
1563154839	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/argemone_mexicana_23_hoehm_148_518f1f.jpg										All rights reserved	
1563154838	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/aniseia_martinicensis_13_hoehm_129_83c5a7.jpg										All rights reserved	
1563154798	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/aniseia_martinicensis_11_hoehm_129_9c3234.jpg										All rights reserved	
1563154786	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/aniseia_martinicensis_14_hoehm_129_921eae.jpg										All rights reserved	
1563154753	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/argemone_mexicana_39_hoehm_148_075e77.jpg										All rights reserved	
1563154747	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/argemone_mexicana_40_hoehm_148_05b0b4.jpg										All rights reserved	
1563154739	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/argemone_mexicana_38_hoehm_148_34368b.jpg										All rights reserved	
1562922514	StillImage	image/jpeg	https://static.inaturalist.org/photos/7737603/original.jpeg?1494506233	https://www.inaturalist.org/photos/7737603			2017-05-01T20:43Z	dennis-mada		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	dennis-mada
1562922514	StillImage	image/jpeg	https://static.inaturalist.org/photos/7742104/original.jpg?1494525313	https://www.inaturalist.org/photos/7742104			2017-05-01T20:43Z	dennis-mada		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	dennis-mada
1457585585	StillImage	image/jpeg	https://static.inaturalist.org/photos/6544334/original.jpg?1489342246	https://www.inaturalist.org/photos/6544334			2017-03-12T19:09Z	Kaimansa Sowah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Kaimansa Sowah
1457585585	StillImage	image/jpeg	https://static.inaturalist.org/photos/6544335/original.jpg?1489342252	https://www.inaturalist.org/photos/6544335			2017-03-12T19:09Z	Kaimansa Sowah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Kaimansa Sowah
1457585583	StillImage	image/jpeg	https://static.inaturalist.org/photos/6544414/original.jpg?1489342716	https://www.inaturalist.org/photos/6544414			2017-03-12T19:17Z	Kaimansa Sowah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Kaimansa Sowah
1457585583	StillImage	image/jpeg	https://static.inaturalist.org/photos/6544415/original.jpg?1489342723	https://www.inaturalist.org/photos/6544415			2017-03-12T19:17Z	Kaimansa Sowah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Kaimansa Sowah
1457585583	StillImage	image/jpeg	https://static.inaturalist.org/photos/6544994/original.jpg?1489345772	https://www.inaturalist.org/photos/6544994			2017-03-12T19:17Z	Kaimansa Sowah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Kaimansa Sowah
1457585582	StillImage	image/jpeg	https://static.inaturalist.org/photos/6549085/original.jpg?1489361960	https://www.inaturalist.org/photos/6549085			2017-03-12T19:18Z	Kaimansa Sowah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Kaimansa Sowah
1457585582	StillImage	image/jpeg	https://static.inaturalist.org/photos/6549091/original.jpg?1489362004	https://www.inaturalist.org/photos/6549091			2017-03-12T19:18Z	Kaimansa Sowah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Kaimansa Sowah
1457585582	StillImage	image/jpeg	https://static.inaturalist.org/photos/6549098/original.jpg?1489362021	https://www.inaturalist.org/photos/6549098			2017-03-12T19:18Z	Kaimansa Sowah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Kaimansa Sowah
1457585579	StillImage	image/jpeg	https://static.inaturalist.org/photos/6544346/original.jpg?1489342347	https://www.inaturalist.org/photos/6544346			2017-03-12T19:11Z	Kaimansa Sowah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Kaimansa Sowah
1457585579	StillImage	image/jpeg	https://static.inaturalist.org/photos/6544348/original.jpg?1489342354	https://www.inaturalist.org/photos/6544348			2017-03-12T19:11Z	Kaimansa Sowah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Kaimansa Sowah
1457585579	StillImage	image/jpeg	https://static.inaturalist.org/photos/6544350/original.jpg?1489342361	https://www.inaturalist.org/photos/6544350			2017-03-12T19:11Z	Kaimansa Sowah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Kaimansa Sowah
1457585577	StillImage	image/jpeg	https://static.inaturalist.org/photos/6544300/original.jpg?1489341948	https://www.inaturalist.org/photos/6544300			2017-03-12T19:05Z	Kaimansa Sowah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Kaimansa Sowah
1457585542	StillImage	image/jpeg	https://static.inaturalist.org/photos/6535195/original.jpg?1489273961	https://www.inaturalist.org/photos/6535195			2017-03-11T18:18Z	Kaimansa Sowah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Kaimansa Sowah
1456472003	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=11565320		01435596.tif	Barcode 01435596		Conveyor Belt				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1456141567	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=11402516		01632248.tif	Barcode 01632248		Conveyor Belt				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1456107273	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=11591557		01766126.tif	Barcode 01766126		Conveyor Belt				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1455948207	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=11600402		01774240.tif	Barcode 01774240		Conveyor Belt				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1455943248	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=11612362		01782193.tif	Barcode 01782193		Conveyor Belt				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1453411683	StillImage	image/jpeg	https://static.inaturalist.org/photos/646515/original.jpg?1390441218	http://www.inaturalist.org/photos/646515			2011-08-31T12:44Z	Jakob Fahr		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Jakob Fahr
1453090247	StillImage	image/jpeg	https://static.inaturalist.org/photos/3860215/original.JPG?1464648379	http://www.inaturalist.org/photos/3860215			2016-05-09T10:33Z	James Steamer		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	James Steamer
1451070138	StillImage	image/jpeg	http://www.kew.org/herbcatimg/529156.jpg	http://specimens.kew.org/herbarium/K001000794									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1451069955	StillImage	image/jpeg	http://www.kew.org/herbcatimg/528406.jpg	http://specimens.kew.org/herbarium/K001000566									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1451069950	StillImage	image/jpeg	http://www.kew.org/herbcatimg/528403.jpg	http://specimens.kew.org/herbarium/K001000563									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1451069948	StillImage	image/jpeg	http://www.kew.org/herbcatimg/528404.jpg	http://specimens.kew.org/herbarium/K001000564									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1451069942	StillImage	image/jpeg	http://www.kew.org/herbcatimg/528402.jpg	http://specimens.kew.org/herbarium/K001000562									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1451069883	StillImage	image/jpeg	http://www.kew.org/herbcatimg/528440.jpg	http://specimens.kew.org/herbarium/K001000599									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1451069879	StillImage	image/jpeg	http://www.kew.org/herbcatimg/528439.jpg	http://specimens.kew.org/herbarium/K001000598									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1451069875	StillImage	image/jpeg	http://www.kew.org/herbcatimg/528438.jpg	http://specimens.kew.org/herbarium/K001000597									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1451069871	StillImage	image/jpeg	http://www.kew.org/herbcatimg/528436.jpg	http://specimens.kew.org/herbarium/K001000596									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1451069816	StillImage	image/jpeg	http://www.kew.org/herbcatimg/528421.jpg	http://specimens.kew.org/herbarium/K001000581									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1451069804	StillImage	image/jpeg	http://www.kew.org/herbcatimg/528417.jpg	http://specimens.kew.org/herbarium/K001000577									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1451069798	StillImage	image/jpeg	http://www.kew.org/herbcatimg/528415.jpg	http://specimens.kew.org/herbarium/K001000575									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1451069792	StillImage	image/jpeg	http://www.kew.org/herbcatimg/528413.jpg	http://specimens.kew.org/herbarium/K001000573									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1451069789	StillImage	image/jpeg	http://www.kew.org/herbcatimg/528412.jpg	http://specimens.kew.org/herbarium/K001000572									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1451069783	StillImage	image/jpeg	http://www.kew.org/herbcatimg/528410.jpg	http://specimens.kew.org/herbarium/K001000570									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1451069780	StillImage	image/jpeg	http://www.kew.org/herbcatimg/528409.jpg	http://specimens.kew.org/herbarium/K001000569									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1451069777	StillImage	image/jpeg	http://www.kew.org/herbcatimg/528408.jpg	http://specimens.kew.org/herbarium/K001000568									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1421197118				http://specimens.kew.org/herbarium/K000731583									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1421197100				http://specimens.kew.org/herbarium/K000731582									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1421197080				http://specimens.kew.org/herbarium/K000731581									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1421196863				http://specimens.kew.org/herbarium/K000731307									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1421196838				http://specimens.kew.org/herbarium/K000731306									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1322903875	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=10786706		01263253.TIF	US National Herbarium. Barcode 01263253		Summer Pearce				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1322680032	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=11852579		00961094.tif	Barcode 00961094		Conveyor Belt				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1322625445	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=11054348		01358228.tif	Barcode 01358228		Conveyor Belt				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1322567534	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=10798145		01267500.TIF	US National Herbarium. Barcode 01267500		Ingrid P. Lin				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1322351466	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=10568311		00589966.tif	Harder, D. K. 3380, US National Herbarium Sheet 3343175 Barcode 00589966		Ingrid P. Lin						
1322108422	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=11885505		01046265.tif	Barcode 01046265		Conveyor Belt				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1321810588	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=10545730		01211359.TIF	US National Herbarium Sheet, Barcode 01211359		Ingrid P. Lin				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1321416274	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=10646793		00532369.tif	Schmidt, H. H. 2148, US National Herbarium Sheet 3342665, Barcode 00532369		Sophia Lee				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1321410598	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=10787900		01265715.TIF	US National Herbarium. Barcode 01265715		Summer Pearce				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1321301773	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=11343137		01581555.tif	Barcode 01581555		Conveyor Belt				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1321109296	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=10786737		01263267.TIF	US National Herbarium. Barcode 01263267		Summer Pearce				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1320250520	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=10689949		01239269.TIF	US National Herbarium. Barcode 01239269		Ingrid P. Lin				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1320055238	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=10772414		01254883.TIF	US National Herbarium. Barcode 01254883		Summer Pearce				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1319128959	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=10418081		01186705.tif	US National Herbarium specimen, barcode 01186705		Ingrid P. Lin				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1319001662	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=10798184		01269539.TIF	US National Herbarium. Barcode 01269539		Ingrid P. Lin				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1318532528	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=10540947		01210685.TIF	US National Herbarium Sheet, Barcode 01210685		Ingrid P. Lin				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1318461670	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=10540943		01210681.TIF	US National Herbarium Sheet, Barcode 01210681		Ingrid P. Lin				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1318270994	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=11851171		00961093.tif	Barcode 00961093		Conveyor Belt				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1318116991	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=11324510		01572896.tif	Barcode 01572896		Conveyor Belt				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1317636020	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=10533701		01205497.TIF	US National Herbarium Sheet, Barcode 01205497		Ingrid P. Lin				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1317516982	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=11874812		01046267.tif	Barcode 01046267		Conveyor Belt				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1317492765	StillImage	image/jpeg	http://collections.nmnh.si.edu/media/index.php?irn=11884549		00961092.tif	Barcode 00961092		Conveyor Belt				US National Herbarium, Department of Botany, NMNH, Smithsonian Institution		
1305121308	StillImage	image/jpeg	https://static.inaturalist.org/photos/3861384/original.JPG?1464654067	http://www.inaturalist.org/photos/3861384			2016-05-10T09:09Z	James Steamer		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	James Steamer
1288091108	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/thespesia_populnea__61_hoehm_1577_050608.jpg										All rights reserved	
1288091101	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/tribulus_terrestris_100_hoehm_1592_4dca55.jpg										All rights reserved	
1288091090	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/tribulus_terrestris_116_hoehm_1592_167066.jpg										All rights reserved	
1288091086	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/tridax_procumbens_2_hoehm_1597_f56a26.jpg										All rights reserved	
