gbifID	type	format	identifier	references	title	description	created	creator	contributor	publisher	audience	source	license	rightsHolder
1572346279	StillImage	image/jpeg	https://static.inaturalist.org/photos/8761478/original.jpg?1498916289	https://www.inaturalist.org/photos/8761478			2013-11-18T19:11Z	Thomas Schreiter		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Thomas Schreiter
1563164767	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/tabernaemontana_crassa_16_hoehm_6224_c9e33b.jpg										All rights reserved	
1563164762	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/tabernaemontana_crassa_15_hoehm_6224_8f6d08.jpg										All rights reserved	
1563164563	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/scoparia_dulcis_2_hoehm_1423_0b225c.jpg										All rights reserved	
1563164043	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/starchytarpheta_indica_6_hoehm_1501_3d3e38.jpg										All rights reserved	
1563163987	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/sophora_occidentalis_24_hoehm_6881_790c7f.jpg										All rights reserved	
1563163954	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/14_sesuvium_portulacastrum_hoehm_2333_41a5b5.jpg										All rights reserved	
1563163948	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/sophora_occidentalis_18_hoehm_6881_b5a9db.jpg										All rights reserved	
1563163947	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/starchytarpheta_indica_3_hoehm_1501_8ceadb.jpg										All rights reserved	
1563163936	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/starchytarpheta_indica_5_hoehm_1501_cd1ba8.jpg										All rights reserved	
1563163929	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/sophora_occidentalis_29_hoehm_6881_922e2c.jpg										All rights reserved	
1563163904	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/sophora_occidentalis_22_hoehm_6881_16d0aa.jpg										All rights reserved	
1563163900	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/sophora_occidentalis_26_hoehm_6881_7fc8e5.jpg										All rights reserved	
1563163893	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/sophora_occidentalis_13_hoehm_6881_fab9fb.jpg										All rights reserved	
1563163885	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/starchytarpheta_indica_9_hoehm_1501_780e55.jpg										All rights reserved	
1563163877	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/sophora_occidentalis_27_hoehm_6881_bdafa8.jpg										All rights reserved	
1563163871	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/9_sesuvium_portulacastrum_hoehm_2333_8ae060.jpg										All rights reserved	
1563163868	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/11_sesuvium_portulacastrum_hoehm_2333_6a3e2f.jpg										All rights reserved	
1563163867	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/17_sesuvium_portulacastrum_hoehm_2333_00e026.jpg										All rights reserved	
1563163852	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/12_sesuvium_portulacastrum_hoehm_2333_67a83c.jpg										All rights reserved	
1563162290	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/phyla_nodiflora_13_hoehm_1254_33bfbc.jpg										All rights reserved	
1563162271	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/phyla_nodiflora_10_hoehm_1254_49561f.jpg										All rights reserved	
1563162231	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/phyla_nodiflora_12_hoehm_1254_3af4df.jpg										All rights reserved	
1563162212	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/phyla_nodiflora_11_hoehm_1254_d09114.jpg										All rights reserved	
1563162175	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/phyla_nodiflora_8_hoehm_1254_24baf7.jpg										All rights reserved	
1563162146	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/phyla_nodiflora_14_hoehm_1254_289e0b.jpg										All rights reserved	
1563161341	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/merremia_quinquefolia_8_hoehm_6913_7000d9.jpg										All rights reserved	
1563161329	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/merremia_quinquefolia_3_hoehm_6913_d0c495.jpg										All rights reserved	
1563161302	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/merremia_quinquefolia_6_hoehm_6913_1eb7a8.jpg										All rights reserved	
1563161300	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/merremia_quinquefolia_10_hoehm_6913_21485e.jpg										All rights reserved	
1563160419	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/lonchocarpus_sericeus_1_hoehm_1020_c95070.jpg										All rights reserved	
1563160221	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/lonchocarpus_sericeus_9_hoehm_1020_893d3e.jpg										All rights reserved	
1563160207	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/lonchocarpus_sericeus_2_hoehm_1020_5e8ac3.jpg										All rights reserved	
1563159975	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/justicia_flava_13_hoehm_2341_8cb9b8.jpg										All rights reserved	
1563159955	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/justicia_flava_12_hoehm_2341_5adaef.jpg										All rights reserved	
1563159930	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/justicia_flava_hoehm_2341_c05c42.jpg										All rights reserved	
1563159806	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/ipomoea_pes-caprae_5_hoehm_2246_7c3ecc.jpg										All rights reserved	
1563159775	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/ipomoea_cairica_2_hoehm_2652_89f0e2.jpg										All rights reserved	
1563159768	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/ipomoea_cairica__5_hoehm_2652_317056.jpg										All rights reserved	
1563159760	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/ipomoea_cairica_3_hoehm_2652_6e44e2.jpg										All rights reserved	
1563159749	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/ipomoea_pes-caprae_6_hoehm_2246_14f57f.jpg										All rights reserved	
1563159739	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/ipomoea_pes-caprae_1_hoehm_2246_b79695.jpg										All rights reserved	
1563159736	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/ipomoea_pes-caprae_4_hoehm_2246_c33410.jpg										All rights reserved	
1563159734	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/ipomoea_cairica__1_hoehm_2652_e49afc.jpg										All rights reserved	
1563159369	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/36_hyptis_suaveolens_hoehm_854_cf48e8.jpg										All rights reserved	
1563159323	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/33_hyptis_suaveolens_hoehm_854_a59970.jpg										All rights reserved	
1563159273	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/39_hyptis_suaveolens_hoehm_854_553f00.jpg										All rights reserved	
1563158370	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/flagellaria_guineensis_54_hoehm_2473_d674cd.jpg										All rights reserved	
1563158347	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/flagellaria_guineensis_7_hoehm_2473_34ff64.jpg										All rights reserved	
1563158337	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/flagellaria_guineensis_4_hoehm_2473_469ae5.jpg										All rights reserved	
1563157658	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/eulophia_cristata_66_hoehm_2229_507aaf.jpg										All rights reserved	
1563157325	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/eulophia_cristata_68_hoehm_2229_2cca66.jpg										All rights reserved	
1563157279	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/eulophia_cristata_67_hoehm_2229_e6448b.jpg										All rights reserved	
1563157221	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/eulophia_cristata_70_hoehm_2229_d58ece.jpg										All rights reserved	
1563157189	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/eulophia_cristata_77_hoehm_2229_c8ef85.jpg										All rights reserved	
1563157184	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/eulophia_cristata_59_hoehm_2229_c50cc0.jpg										All rights reserved	
1563157115	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/eulophia_cristata_61_hoehm_2229_c7752d.jpg										All rights reserved	
1563157021	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/eulophia_cristata_64_hoehm_2229_a5c515.jpg										All rights reserved	
1563156185	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/catharanthus_roseus_58_hoehm_2931_eda7b2.jpg										All rights reserved	
1563156129	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/canavalia_rosea_35hoehm_6854_7b549a.jpg										All rights reserved	
1563156102	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/campylospermum_sulcatum_5_hoehm_6231_79142a.jpg										All rights reserved	
1563155938	StillImage	image/jpeg	http://www.westafricanplants.senckenberg.de/images/pictures/campylospermum_sulcatum_15_hoehm_6231_b4d563.jpg										All rights reserved	
