Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,bio16 contribution,bio4 contribution,gpw2000_30_sec contribution,swa_2000lulc_2km contribution,bio16 permutation importance,bio4 permutation importance,gpw2000_30_sec permutation importance,swa_2000lulc_2km permutation importance,Training gain without bio16,Training gain without bio4,Training gain without gpw2000_30_sec,Training gain without swa_2000lulc_2km,Training gain with only bio16,Training gain with only bio4,Training gain with only gpw2000_30_sec,Training gain with only swa_2000lulc_2km,Test gain without bio16,Test gain without bio4,Test gain without gpw2000_30_sec,Test gain without swa_2000lulc_2km,Test gain with only bio16,Test gain with only bio4,Test gain with only gpw2000_30_sec,Test gain with only swa_2000lulc_2km,AUC without bio16,AUC without bio4,AUC without gpw2000_30_sec,AUC without swa_2000lulc_2km,AUC with only bio16,AUC with only bio4,AUC with only gpw2000_30_sec,AUC with only swa_2000lulc_2km,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species_0,243,0.1619,0.1701,180,0.6586,61,0.2210,0.6783,0.0321,2175,29.8682,37.7690,8.5951,23.7677,41.2567,48.6451,0.5520,9.5462,0.1193,0.0968,0.1600,0.1430,0.0491,0.0804,0.0170,0.0652,0.1513,0.1004,0.2207,0.2172,0.1016,0.1501,0.0267,0.0196,0.6571,0.6181,0.6779,0.6743,0.6286,0.6707,0.4196,0.5857,7.5227,0.5280,1.0000,0.1942,0.9320,0.0123,0.0000,1.741E-2,5.0000,0.3175,0.8179,0.0535,0.0328,1.258E-3,10.0000,0.4206,0.7251,0.0947,0.0984,1.004E-3,0.0409,0.0438,0.9880,0.0000,0.0000,1.951E-1,10.6634,0.4328,0.7149,0.0988,0.0984,6.19E-4,41.0433,0.6390,0.3830,0.3827,0.4098,4.364E-4,26.8892,0.5515,0.5159,0.2140,0.2295,3.454E-5,40.3305,0.6356,0.3894,0.3745,0.3934,2.528E-4,28.3612,0.5608,0.5002,0.2428,0.2295,1.213E-5,0.0409,0.0438,0.9880,0.0000,0.0000,1.951E-1,3.6626,0.2802,0.8501,0.0412,0.0164,1.746E-3
species_1,243,0.1725,0.1833,200,0.6620,61,0.1917,0.6636,0.0286,2169,33.8710,38.0421,3.8555,24.2314,37.8001,44.8221,0.5662,16.8116,0.1252,0.0981,0.1709,0.1416,0.0530,0.0800,0.0191,0.0597,0.1558,0.1106,0.1964,0.2053,0.0840,0.1552,0.0021,0.0742,0.6676,0.6372,0.6628,0.6758,0.6110,0.6622,0.6007,0.6183,7.5094,0.5222,1.0000,0.1931,0.9313,0.0123,0.0000,1.695E-2,5.0000,0.3154,0.8160,0.0535,0.0328,1.155E-3,10.0000,0.4164,0.7234,0.0988,0.0328,1.034E-5,0.0666,0.0578,0.9834,0.0000,0.0000,1.551E-1,10.2568,0.4183,0.7192,0.0988,0.0492,2.847E-5,40.0101,0.6262,0.3877,0.3868,0.4262,1.431E-3,33.7559,0.5985,0.4431,0.3004,0.3443,4.131E-4,39.3655,0.6238,0.3933,0.3745,0.3934,3.245E-4,17.5289,0.4876,0.6201,0.1523,0.0820,8.166E-7,0.0666,0.0578,0.9834,0.0000,0.0000,1.551E-1,3.9395,0.2835,0.8414,0.0412,0.0164,1.181E-3
species_2,243,0.2167,0.2297,320,0.6763,61,0.0041,0.6208,0.0340,2169,31.9391,39.2535,3.5288,25.2786,34.7054,49.0803,0.4556,15.7586,0.1700,0.1220,0.2157,0.1864,0.0626,0.1181,0.0231,0.0803,-0.0425,0.0081,0.0051,0.0166,0.0440,-0.0058,-0.0189,-0.0189,0.5734,0.5979,0.6209,0.6239,0.6086,0.5740,0.5038,0.5474,7.4654,0.4977,1.0000,0.1580,0.9202,0.0082,0.0492,1.89E-1,5.0000,0.2793,0.7884,0.0617,0.1148,3.2E-2,10.0000,0.3985,0.6920,0.0947,0.1475,3.322E-3,0.5854,0.1360,0.9414,0.0000,0.0328,1.957E-1,10.1020,0.4010,0.6906,0.0988,0.1639,7.001E-3,38.0318,0.6168,0.3785,0.3786,0.4590,4.445E-3,22.6098,0.5088,0.5279,0.1934,0.2131,2.54E-5,35.9182,0.6079,0.3965,0.3621,0.3934,3.984E-4,20.7519,0.4981,0.5496,0.1852,0.1803,1.117E-5,0.5854,0.1360,0.9414,0.0000,0.0328,1.957E-1,4.3461,0.2603,0.8050,0.0453,0.0984,2.837E-2
species_3,243,0.1709,0.1799,160,0.6636,61,0.2056,0.6601,0.0322,2177,40.3832,33.5806,0.0099,26.0263,43.7203,42.9370,0.0000,13.3427,0.1127,0.0999,0.1709,0.1464,0.0614,0.0857,0.0043,0.0604,0.2150,0.1123,0.2097,0.1880,0.0509,0.1325,0.0731,0.0741,0.6765,0.5974,0.6600,0.6490,0.5773,0.6422,0.5962,0.5989,7.5150,0.5226,1.0000,0.1844,0.9260,0.0082,0.0164,4.291E-2,5.0000,0.3088,0.8062,0.0576,0.0656,5.634E-3,10.0000,0.4233,0.7138,0.0988,0.0984,5.863E-4,0.0500,0.0478,0.9835,0.0000,0.0000,1.556E-1,11.6285,0.4461,0.6895,0.0988,0.0984,1.711E-4,39.3475,0.6275,0.3909,0.3909,0.3934,2.785E-4,27.6001,0.5674,0.4989,0.2305,0.2787,2.555E-4,39.0250,0.6266,0.3937,0.3909,0.3934,3.328E-4,16.9646,0.4902,0.6187,0.1564,0.1148,9.115E-6,1.1758,0.1922,0.9192,0.0082,0.0164,3.24E-2,3.5236,0.2682,0.8429,0.0329,0.0164,1.264E-3
species_4,244,0.2015,0.2159,200,0.6789,60,0.0656,0.6158,0.0346,2174,35.1305,29.7616,2.4226,32.6853,33.6355,48.5939,0.4673,17.3032,0.1600,0.1284,0.2001,0.1698,0.0727,0.1087,0.0230,0.0791,-0.0011,-0.0148,0.0700,0.0741,-0.0021,0.0216,-0.0190,0.0003,0.5843,0.5565,0.6151,0.6184,0.5369,0.5800,0.4198,0.5558,7.4828,0.5060,1.0000,0.1663,0.9255,0.0082,0.0167,4.397E-2,5.0000,0.2858,0.7971,0.0533,0.1000,2.378E-2,10.0000,0.4069,0.7015,0.0820,0.1500,5.966E-3,0.0525,0.0480,0.9839,0.0000,0.0000,1.609E-1,11.4004,0.4308,0.6808,0.0984,0.2000,2.379E-2,38.6870,0.6062,0.3845,0.3852,0.5000,3.301E-2,21.9852,0.5202,0.5497,0.1680,0.2333,3.647E-4,35.2336,0.5917,0.4154,0.3525,0.4167,4.142E-3,23.1973,0.5256,0.5359,0.1926,0.2333,1.688E-4,1.0850,0.1701,0.9218,0.0082,0.0167,3.793E-2,4.2049,0.2656,0.8174,0.0451,0.0833,2.327E-2
