x,y,species stddev
1.0,1.0,0.0205915
2.0,2.0,0.023598675
3.0,3.0,0.012289943
4.0,4.0,0.023799682
5.0,5.0,0.019730916
6.0,6.0,0.010619389
7.0,7.0,0.0235408
8.0,8.0,0.009770036
9.0,9.0,0.012765328
10.0,10.0,0.014693187
11.0,11.0,0.002608102
12.0,12.0,0.023370912
13.0,13.0,0.023773136
14.0,14.0,0.022231959
15.0,15.0,0.021935146
16.0,16.0,0.08855461
17.0,17.0,0.012365741
18.0,18.0,0.01297882
19.0,19.0,0.025468383
20.0,20.0,0.013974517
21.0,21.0,0.02101876
22.0,22.0,0.017202668
23.0,23.0,0.011255702
24.0,24.0,0.019098826
25.0,25.0,0.015854627
26.0,26.0,0.03253187
27.0,27.0,0.033616725
28.0,28.0,0.026993925
29.0,29.0,0.0056170938
30.0,30.0,0.011985226
31.0,31.0,0.036482923
32.0,32.0,0.021723244
33.0,33.0,0.025916882
34.0,34.0,0.019255636
35.0,35.0,0.020180237
36.0,36.0,0.021359997
37.0,37.0,0.048217617
38.0,38.0,0.008249633
39.0,39.0,0.014050748
40.0,40.0,0.029771045
41.0,41.0,0.0148616955
42.0,42.0,0.007907579
43.0,43.0,0.034943983
44.0,44.0,0.023536285
45.0,45.0,0.021251652
46.0,46.0,0.022215491
47.0,47.0,0.010909524
48.0,48.0,0.079411596
49.0,49.0,0.032939803
50.0,50.0,0.05311444
51.0,51.0,0.017645696
52.0,52.0,0.09409117
53.0,53.0,0.021448927
54.0,54.0,0.028809031
55.0,55.0,0.03412737
56.0,56.0,0.01786422
57.0,57.0,0.014981703
58.0,58.0,0.027334059
59.0,59.0,0.034150876
60.0,60.0,0.026273603
61.0,61.0,0.021690669
62.0,62.0,0.026402045
63.0,63.0,0.007216396
64.0,64.0,0.012411226
65.0,65.0,0.02066771
66.0,66.0,0.009223495
67.0,67.0,0.028566208
68.0,68.0,0.011582839
69.0,69.0,0.027117938
70.0,70.0,0.021188952
71.0,71.0,0.030624662
72.0,72.0,0.027993131
73.0,73.0,0.034049947
74.0,74.0,0.013718169
75.0,75.0,0.017879633
76.0,76.0,0.020247657
77.0,77.0,0.02143205
78.0,78.0,0.079969235
79.0,79.0,0.047857106
80.0,80.0,0.03537623
81.0,81.0,0.021452786
82.0,82.0,0.075306945
83.0,83.0,0.0235183
84.0,84.0,0.027288077
85.0,85.0,0.018354757
86.0,86.0,0.021860057
87.0,87.0,0.007329741
88.0,88.0,0.014471963
89.0,89.0,0.04758002
90.0,90.0,0.023818264
91.0,91.0,0.01572221
92.0,92.0,0.02483272
93.0,93.0,0.08246902
94.0,94.0,0.015086102
95.0,95.0,0.026231421
96.0,96.0,0.006989319
97.0,97.0,0.026082106
98.0,98.0,0.024071539
99.0,99.0,0.037197664
100.0,100.0,0.021577703
101.0,101.0,0.027028192
102.0,102.0,0.0141019365
103.0,103.0,0.010140009
104.0,104.0,0.026198762
105.0,105.0,0.014671703
106.0,106.0,0.009401457
107.0,107.0,0.015012855
108.0,108.0,0.010150285
109.0,109.0,0.0100353155
110.0,110.0,0.01512688
111.0,111.0,0.027197672
112.0,112.0,0.015055361
113.0,113.0,0.023771074
114.0,114.0,0.022500383
115.0,115.0,0.029062321
116.0,116.0,0.012427717
117.0,117.0,0.034636937
118.0,118.0,0.020475855
119.0,119.0,0.005502983
120.0,120.0,0.021700868
121.0,121.0,0.04505402
122.0,122.0,0.0038267898
123.0,123.0,0.03416669
124.0,124.0,0.008918461
125.0,125.0,0.0045980522
126.0,126.0,0.0350474
127.0,127.0,0.03186217
128.0,128.0,0.011486405
129.0,129.0,0.021152502
130.0,130.0,0.015696744
131.0,131.0,0.024641728
132.0,132.0,0.10254912
133.0,133.0,0.015421281
134.0,134.0,0.027653454
135.0,135.0,0.030843033
136.0,136.0,0.053686228
137.0,137.0,0.019687427
138.0,138.0,0.067485064
139.0,139.0,0.020886973
140.0,140.0,0.020738652
141.0,141.0,0.019769836
142.0,142.0,0.027232133
143.0,143.0,0.05356302
144.0,144.0,0.010317323
145.0,145.0,0.020353375
146.0,146.0,0.05863543
147.0,147.0,0.005479851
148.0,148.0,0.028579652
149.0,149.0,0.020270374
150.0,150.0,0.013010117
151.0,151.0,0.028871823
152.0,152.0,0.05688943
153.0,153.0,0.03175919
154.0,154.0,0.058523413
155.0,155.0,0.0748916
156.0,156.0,0.031580646
157.0,157.0,0.023060469
158.0,158.0,0.008448466
159.0,159.0,0.044775736
160.0,160.0,0.028728332
161.0,161.0,0.02020656
162.0,162.0,0.008227083
163.0,163.0,0.03871139
164.0,164.0,0.023811549
165.0,165.0,0.02429293
166.0,166.0,0.030106677
167.0,167.0,0.035508357
168.0,168.0,0.009096771
169.0,169.0,0.019515099
170.0,170.0,0.025823578
171.0,171.0,0.040143333
172.0,172.0,0.05044663
173.0,173.0,0.011431942
174.0,174.0,0.027729793
175.0,175.0,0.009928035
176.0,176.0,0.026920483
177.0,177.0,0.023332974
